id,emoji,description,ocurrences
288,📸,camera with flash,1
288,✍️,writing hand,1
289,😂,face with tears of joy,1
293,💕,two hearts,1
297,🤯,exploding head,1
301,😳,flushed face,1
302,📷,camera,1
305,🔥,fire,1
308,😆,grinning squinting face,1
315,🧂,salt,1
315,😂,face with tears of joy,1
320,🔥,fire,1
320,😂,face with tears of joy,1
329,😌,relieved face,1
332,😂,face with tears of joy,1
343,🙌🏾,raising hands: medium-dark skin tone,1
343,♥️,heart suit,1
348,♟️,chess pawn,1
348,🏆,trophy,1
348,➡️,right arrow,1
350,🗣,speaking head,1
350,♟,chess pawn,1
350,🦌,deer,1
357,😂,face with tears of joy,1
361,🇬🇭,flag: Ghana,1
362,🎙️,studio microphone,1
362,♟️,chess pawn,1
362,📺,television,1
365,📷,camera,1
370,♟️,chess pawn,1
370,🔥,fire,1
372,👉,backhand index pointing right,1
372,📷,camera,1
374,😱,face screaming in fear,1
374,😂,face with tears of joy,1
377,😊,smiling face with smiling eyes,1
377,🔥,fire,1
386,😮,face with open mouth,1
397,♟,chess pawn,1
420,🔥,fire,1
427,👉,backhand index pointing right,1
429,📸,camera with flash,1
437,🔥,fire,1
449,📸,camera with flash,1
449,👉,backhand index pointing right,1
469,📷,camera,1
470,♥️,heart suit,1
478,♟,chess pawn,1
478,❤️,red heart,1
490,👍,thumbs up,1
490,♟️,chess pawn,1
490,🙏,folded hands,1
490,👏,clapping hands,1
490,🇿🇲,flag: Zambia,1
492,🚐,minibus,1
495,😬,grimacing face,1
496,😎,smiling face with sunglasses,1
501,🤭,face with hand over mouth,3
504,📷,camera,1
505,📷,camera,1
508,😂,face with tears of joy,1
509,🤓,nerd face,2
509,😱,face screaming in fear,2
509,😳,flushed face,2
511,👏,clapping hands,1
517,📷,camera,1
518,😳,flushed face,1
528,👇,backhand index pointing down,1
538,🔥,fire,1
540,🇮🇳,flag: India,2
546,😁,beaming face with smiling eyes,1
548,◾,black medium-small square,1
548,◽,white medium-small square,1
550,📷,camera,1
555,😳,flushed face,1
560,📷,camera,1
577,🔥,fire,3
587,😱,face screaming in fear,1
605,👇,backhand index pointing down,1
606,🇷🇺,flag: Russia,1
606,🇨🇳,flag: China,1
617,📺,television,1
621,😃,grinning face with big eyes,1
623,😉,winking face,1
623,♟️,chess pawn,1
626,🤦🏻‍♂️,man facepalming: light skin tone,1
628,🙌🏾,raising hands: medium-dark skin tone,1
630,▶️,play button,1
633,⤵️,right arrow curving down,2
638,🙌🏼,raising hands: medium-light skin tone,1
643,😂,face with tears of joy,2
647,😀,grinning face,1
664,👌,OK hand,1
664,👏,clapping hands,1
664,📷,camera,1
666,📸,camera with flash,1
667,🔥,fire,1
680,🚨,police car light,1
680,🔥,fire,1
690,🚨,police car light,1
691,♟️,chess pawn,1
700,♟️,chess pawn,1
700,💯,hundred points,2
706,😎,smiling face with sunglasses,1
708,❤️,red heart,1
709,📷,camera,1
711,🏆,trophy,1
717,😎,smiling face with sunglasses,1
722,📷,camera,3
723,🙃,upside-down face,1
724,💥,collision,2
728,😂,face with tears of joy,1
728,😅,grinning face with sweat,1
730,🚨,police car light,1
736,📸,camera with flash,1
736,👉,backhand index pointing right,1
745,🤦‍♀️,woman facepalming,1
746,🚨,police car light,1
749,📷,camera,1
750,😬,grimacing face,1
750,🍉,watermelon,1
751,🙏,folded hands,1
759,🤙🏼,call me hand: medium-light skin tone,1
759,♟️,chess pawn,1
759,🤩,star-struck,1
766,🔥,fire,1
767,😂,face with tears of joy,1
768,♟️,chess pawn,1
778,😎,smiling face with sunglasses,1
778,↖,up-left arrow,1
778,👇,backhand index pointing down,2
778,👕,t-shirt,1
778,👖,jeans,1
788,🤓,nerd face,1
788,♟️,chess pawn,1
788,👑,crown,1
797,👀,eyes,1
802,👉,backhand index pointing right,1
802,📷,camera,1
804,☺️,smiling face,1
820,🏆,trophy,1
826,🙌,raising hands,1
832,📷,camera,1
838,🔥,fire,1
840,📷,camera,1
841,😇,smiling face with halo,1
862,😨,fearful face,1
863,♟,chess pawn,1
863,📷,camera,1
879,😂,face with tears of joy,1
881,♟️,chess pawn,1
881,🏨,hotel,1
886,🇲🇽,flag: Mexico,1
886,🤍,white heart,1
886,🖤,black heart,1
886,❤️,red heart,1
891,😍,smiling face with heart-eyes,3
903,🎶,musical notes,1
903,♟️,chess pawn,1
908,😮,face with open mouth,1
909,💀,skull,1
911,😅,grinning face with sweat,1
912,📸,camera with flash,1
912,👉,backhand index pointing right,1
913,🎉,party popper,1
913,♟️,chess pawn,1
913,😱,face screaming in fear,1
915,😂,face with tears of joy,2
920,😜,winking face with tongue,1
929,♟,chess pawn,1
931,‼️,double exclamation mark,2
932,👉,backhand index pointing right,1
932,📷,camera,1
934,🎙️,studio microphone,1
934,⚡,high voltage,1
935,🕵️‍♂️,man detective,1
943,🇨🇳,flag: China,1
943,💙,blue heart,1
947,😁,beaming face with smiling eyes,1
956,👌,OK hand,1
957,📷,camera,1
958,🦆,duck,3
964,📷,camera,1
968,😄,grinning face with smiling eyes,1
968,🔪,kitchen knife,1
970,🏴,black flag,1
970,✍️,writing hand,1
978,🔴,red circle,1
980,😀,grinning face,1
981,♟️,chess pawn,1
982,🎉,party popper,1
982,🏆,trophy,1
982,👑,crown,1
991,📷,camera,1
994,👏,clapping hands,1
1002,👀,eyes,1
1005,📷,camera,1
1014,🤮,face vomiting,1
1017,♟️,chess pawn,1
1026,📷,camera,1
1032,❤️,red heart,1
1039,💼,briefcase,1
1039,✅,check mark button,3
1040,🇺🇸,flag: United States,1
1049,🚨,police car light,3
1051,📷,camera,1
1055,🧐,face with monocle,1
1056,👏,clapping hands,2
1060,⚡,high voltage,1
1064,👉,backhand index pointing right,1
1064,🔥,fire,1
1070,🤯,exploding head,1
1076,🧩,puzzle piece,1
1079,🤔,thinking face,1
1085,🔥,fire,1
1088,🥰,smiling face with hearts,1
1088,♟️,chess pawn,1
1088,⭐,star,2
1088,🤔,thinking face,1
1093,👉,backhand index pointing right,1
1093,📷,camera,1
1099,😩,weary face,1
1099,😰,anxious face with sweat,1
1099,😥,sad but relieved face,1
1099,😡,pouting face,1
1099,😠,angry face,1
1099,☹️,frowning face,1
1100,💢,anger symbol,1
1108,🤯,exploding head,1
1109,🤝,handshake,1
1110,😡,pouting face,1
1110,🔥,fire,1
1121,😎,smiling face with sunglasses,1
1123,😎,smiling face with sunglasses,1
1138,⬇️,down arrow,1
1142,🙃,upside-down face,1
1152,😄,grinning face with smiling eyes,1
1152,💖,sparkling heart,1
1153,😐,neutral face,1
1169,♟️,chess pawn,1
1181,📷,camera,1
1188,📷,camera,1
1198,😎,smiling face with sunglasses,1
1199,😂,face with tears of joy,1
1207,📷,camera,1
1212,🤔,thinking face,1
1212,😂,face with tears of joy,1
1220,😅,grinning face with sweat,1
1221,👇,backhand index pointing down,1
1222,🎙️,studio microphone,1
1222,🚨,police car light,1
1227,💢,anger symbol,1
1233,👉,backhand index pointing right,1
1233,📷,camera,1
1234,👉,backhand index pointing right,1
1234,📷,camera,1
1242,🇺🇸,flag: United States,1
1247,😅,grinning face with sweat,1
1250,♟️,chess pawn,1
1250,🎉,party popper,1
1250,🥳,partying face,1
1250,👏,clapping hands,1
1250,🏆,trophy,1
1251,💯,hundred points,1
1258,🥂,clinking glasses,1
1258,❤,red heart,1
1273,🇷🇺,flag: Russia,1
1273,🇨🇳,flag: China,1
1275,🚀,rocket,1
1275,🤩,star-struck,1
1278,😂,face with tears of joy,3
1281,💦,sweat droplets,1
1281,🐕,dog,1
1281,🤭,face with hand over mouth,1
1281,🤣,rolling on the floor laughing,1
1285,😔,pensive face,1
1286,🙌,raising hands,2
1288,📷,camera,1
1288,😍,smiling face with heart-eyes,1
1289,📷,camera,1
1291,🐴,horse face,1
1291,👉,backhand index pointing right,1
1292,🧠,brain,1
1292,♟️,chess pawn,2
1303,😀,grinning face,1
1306,😬,grimacing face,1
1316,🔥,fire,1
1324,♟️,chess pawn,1
1324,🙌,raising hands,1
1324,⭐,star,1
1324,🔥,fire,1
1331,❤️,red heart,1
1335,📸,camera with flash,1
1335,😮,face with open mouth,1
1338,👏,clapping hands,1
1338,🎊,confetti ball,1
1338,💐,bouquet,1
1340,💪🏻,flexed biceps: light skin tone,1
1342,🌎,globe showing Americas,1
1355,😁,beaming face with smiling eyes,2
1358,📷,camera,1
1360,🔫,water pistol,1
1371,🇨🇳,flag: China,1
1371,♟️,chess pawn,1
1374,🏆,trophy,1
1374,💙,blue heart,1
1377,🥳,partying face,1
1377,💃🏼,woman dancing: medium-light skin tone,2
1377,😂,face with tears of joy,2
1395,🤩,star-struck,1
1396,♥️,heart suit,1
1397,😉,winking face,1
1402,♟️,chess pawn,1
1407,😹,cat with tears of joy,1
1413,📷,camera,1
1417,👑,crown,1
1437,⬅️,left arrow,1
1437,➡️,right arrow,1
1439,🛒,shopping cart,1
1439,👇,backhand index pointing down,1
1441,♟️,chess pawn,1
1441,◻️,white medium square,1
1445,♥️,heart suit,1
1445,🏆,trophy,1
1446,🇬🇪,flag: Georgia,1
1450,🙂,slightly smiling face,1
1450,📷,camera,1
1455,👇,backhand index pointing down,5
1455,🙌🏻,raising hands: light skin tone,1
1457,❤️,red heart,1
1469,🤞,crossed fingers,1
1473,✨,sparkles,2
1485,📸,camera with flash,1
1485,👉,backhand index pointing right,1
1486,🎊,confetti ball,1
1486,👑,crown,1
1488,🐐,goat,1
1492,♟️,chess pawn,1
1492,🏆,trophy,1
1492,🥇,1st place medal,1
1496,💛,yellow heart,1
1496,📷,camera,1
1499,⚔️,crossed swords,3
1500,👌,OK hand,1
1500,🙂,slightly smiling face,1
1503,💡,light bulb,1
1503,🛎️,bellhop bell,1
1503,👍🏼,thumbs up: medium-light skin tone,3
1503,🤩,star-struck,1
1509,❣️,heart exclamation,1
1509,💪,flexed biceps,1
1513,💫,dizzy,1
1513,⬇️,down arrow,1
1513,🔥,fire,2
1513,📺,television,1
1523,❣️,heart exclamation,1
1524,📷,camera,2
1524,😍,smiling face with heart-eyes,1
1525,🖤,black heart,1
1525,😮‍💨,face exhaling,1
1525,😈,smiling face with horns,1
1541,🧐,face with monocle,1
1545,✅,check mark button,1
1546,💯,hundred points,1
1547,😨,fearful face,1
1548,🇷🇺,flag: Russia,1
1548,🇨🇳,flag: China,1
1550,❤️,red heart,3
1564,🥳,partying face,1
1565,🥺,pleading face,1
1572,💀,skull,1
1573,📸,camera with flash,1
1573,🏆,trophy,1
1583,▪️,black small square,3
1583,💚,green heart,1
1583,➡,right arrow,1
1583,🦁,lion,2
1589,🙂,slightly smiling face,1
1590,🇬🇭,flag: Ghana,1
1593,🥉,3rd place medal,1
1594,♟,chess pawn,1
1604,♟️,chess pawn,7
1613,👍,thumbs up,1
1613,💰,money bag,1
1613,✅,check mark button,1
1613,🔥,fire,1
1625,🤡,clown face,1
1626,🤯,exploding head,1
1633,🤔,thinking face,1
1639,😌,relieved face,1
1648,📷,camera,1
1653,📷,camera,1
1661,😂,face with tears of joy,3
1662,🤡,clown face,1
1676,❤️,red heart,1
1676,👑,crown,1
1687,👉🏻,backhand index pointing right: light skin tone,1
1687,👀,eyes,1
1687,😱,face screaming in fear,1
1687,🔥,fire,2
1691,📸,camera with flash,1
1699,🥶,cold face,1
1700,🧐,face with monocle,1
1706,🚀,rocket,1
1712,😺,grinning cat,1
1720,🚀,rocket,11
1720,💖,sparkling heart,3
1721,😭,loudly crying face,1
1726,💲,heavy dollar sign,1
1732,👇,backhand index pointing down,1
1733,🥰,smiling face with hearts,1
1749,😉,winking face,1
1749,🍑,peach,1
1750,✅,check mark button,1
1755,👑,crown,1
1760,👉,backhand index pointing right,1
1762,💯,hundred points,1
1776,♟,chess pawn,1
1779,♟️,chess pawn,1
1779,🏆,trophy,1
1779,🥇,1st place medal,1
1782,🐴,horse face,1
1788,🥳,partying face,1
1790,😎,smiling face with sunglasses,1
1797,😍,smiling face with heart-eyes,1
1799,😍,smiling face with heart-eyes,1
1800,👍,thumbs up,1
1807,📷,camera,1
1809,♥️,heart suit,1
1809,🔥,fire,1
1811,🔥,fire,3
1813,🥂,clinking glasses,1
1813,🫀,anatomical heart,1
1815,👇🏼,backhand index pointing down: medium-light skin tone,1
1817,🛍,shopping bags,1
1817,😃,grinning face with big eyes,1
1826,😂,face with tears of joy,1
1830,👇,backhand index pointing down,2
1830,❗,red exclamation mark,2
1834,♟️,chess pawn,1
1842,🥂,clinking glasses,1
1842,🥇,1st place medal,1
1842,📷,camera,1
1851,🤗,hugging face,1
1856,📷,camera,1
1858,😂,face with tears of joy,1
1861,🧐,face with monocle,1
1868,❤️,red heart,1
1869,🔥,fire,7
1876,🙆‍♂️,man gesturing OK,1
1878,🎉,party popper,3
1878,♟️,chess pawn,1
1878,💐,bouquet,3
1881,😐,neutral face,1
1884,🚨,police car light,1
1886,😲,astonished face,1
1898,🙏🏼,folded hands: medium-light skin tone,1
1908,📸,camera with flash,1
1908,😌,relieved face,1
1910,🏆,trophy,1
1916,💀,skull,1
1917,👑,crown,1
1920,♟,chess pawn,1
1931,👏,clapping hands,3
1953,👏,clapping hands,3
1965,😐,neutral face,1
1966,✨,sparkles,2
1972,⬇️,down arrow,1
1989,🇷🇺,flag: Russia,1
1989,🇨🇳,flag: China,1
1998,😅,grinning face with sweat,1
2000,🙂,slightly smiling face,1
2000,👀,eyes,1
2007,😎,smiling face with sunglasses,1
2010,🙏🏻,folded hands: light skin tone,1
2020,📚,books,1
2020,🏡,house with garden,1
2020,✨,sparkles,1
2020,🌍,globe showing Europe-Africa,1
2020,♟️,chess pawn,1
2020,🎉,party popper,1
2020,❤️,red heart,1
2020,🖋️,fountain pen,1
2034,♟️,chess pawn,1
2050,😁,beaming face with smiling eyes,1
2059,😁,beaming face with smiling eyes,1
2059,🤔,thinking face,1
2069,👉,backhand index pointing right,1
2069,📷,camera,1
2079,💪🏻,flexed biceps: light skin tone,1
2081,❤,red heart,1
2082,❤️,red heart,1
2083,💥,collision,2
2102,♟️,chess pawn,2
2102,🏆,trophy,1
2107,🥰,smiling face with hearts,1
2110,😁,beaming face with smiling eyes,1
2110,♟️,chess pawn,1
2119,🙏,folded hands,1
2119,😔,pensive face,1
2123,⤵️,right arrow curving down,2
2137,♥️,heart suit,1
2138,♥️,heart suit,1
2139,❤,red heart,1
2140,🚏,bus stop,1
2140,📍,round pushpin,1
2140,🔛,ON! arrow,1
2142,🙂,slightly smiling face,1
2156,🚀,rocket,2
2166,♟,chess pawn,1
2166,😍,smiling face with heart-eyes,1
2191,🎶,musical notes,1
2191,😂,face with tears of joy,1
2192,🇦🇷,flag: Argentina,2
2192,🤫,shushing face,1
2192,🇭🇷,flag: Croatia,2
2204,👸🏼,princess: medium-light skin tone,1
2214,😅,grinning face with sweat,1
2222,😅,grinning face with sweat,1
2228,😅,grinning face with sweat,1
2230,📸,camera with flash,1
2233,⚔️,crossed swords,1
2233,🔥,fire,1
2235,♟,chess pawn,1
2235,📷,camera,1
2236,🇷🇺,flag: Russia,1
2236,🇨🇳,flag: China,1
2239,😀,grinning face,1
2244,➡️,right arrow,1
2247,🐤,baby chick,1
2263,📸,camera with flash,1
2263,♟,chess pawn,1
2263,👉,backhand index pointing right,1
2272,😂,face with tears of joy,1
2283,♟,chess pawn,1
2283,❌,cross mark,1
2283,📷,camera,1
2298,😢,crying face,1
2305,😂,face with tears of joy,4
2311,🔥,fire,1
2316,✍️,writing hand,1
2317,🙂,slightly smiling face,1
2318,😅,grinning face with sweat,1
2321,😆,grinning squinting face,1
2324,😫,tired face,1
2343,🙌,raising hands,1
2344,🙀,weary cat,1
2345,♟️,chess pawn,1
2345,🙏🏽,folded hands: medium skin tone,1
2345,🏽,medium skin tone,2
2347,🤓,nerd face,1
2347,🔥,fire,1
2349,💝,heart with ribbon,3
2356,😎,smiling face with sunglasses,1
2363,👏,clapping hands,3
2367,🔥,fire,2
2368,🥳,partying face,1
2368,🤯,exploding head,1
2368,📣,megaphone,1
2369,🤧,sneezing face,1
2369,🥲,smiling face with tear,1
2378,👍,thumbs up,1
2378,🙏,folded hands,1
2379,⤵️,right arrow curving down,2
2386,😉,winking face,1
2386,👑,crown,1
2392,😂,face with tears of joy,3
2405,🤣,rolling on the floor laughing,1
2411,🚨,police car light,2
2412,🧵,thread,1
2416,💥,collision,1
2418,😭,loudly crying face,1
2421,♟️,chess pawn,1
2421,🤔,thinking face,1
2421,✍️,writing hand,1
2422,📷,camera,1
2424,😉,winking face,1
2424,🇨🇱,flag: Chile,1
2430,💪,flexed biceps,3
2436,🤯,exploding head,4
2440,🎙️,studio microphone,1
2442,🤷‍♂️,man shrugging,1
2443,🥲,smiling face with tear,1
2448,📷,camera,1
2459,😳,flushed face,2
2460,🤔,thinking face,1
2461,😌,relieved face,1
2463,😂,face with tears of joy,3
2467,⏰,alarm clock,1
2469,♟️,chess pawn,1
2473,📸,camera with flash,1
2473,➡️,right arrow,1
2477,🔥,fire,3
2480,😭,loudly crying face,1
2480,💔,broken heart,3
2485,💪,flexed biceps,1
2485,😮‍💨,face exhaling,1
2485,😏,smirking face,1
2487,😍,smiling face with heart-eyes,1
2500,🖤,black heart,1
2500,♟️,chess pawn,1
2500,👑,crown,1
2504,🚨,police car light,1
2507,👀,eyes,1
2507,🤯,exploding head,1
2507,😳,flushed face,1
2507,😂,face with tears of joy,3
2509,📸,camera with flash,1
2509,👉,backhand index pointing right,1
2514,⤵️,right arrow curving down,2
2516,👇,backhand index pointing down,2
2518,📸,camera with flash,1
2525,🧐,face with monocle,1
2530,🎙,studio microphone,1
2530,📷,camera,1
2531,🌞,sun with face,1
2531,🍾,bottle with popping cork,1
2533,😁,beaming face with smiling eyes,1
2535,🌧️,cloud with rain,1
2535,☔,umbrella with rain drops,1
2536,💪,flexed biceps,1
2541,😈,smiling face with horns,1
2542,✍️,writing hand,1
2543,👉,backhand index pointing right,1
2543,⏱,stopwatch,2
2543,📷,camera,1
2544,🙅,person gesturing NO,1
2546,♟,chess pawn,1
2547,📷,camera,1
2550,📷,camera,1
2551,💤,zzz,1
2554,👉,backhand index pointing right,1
2571,🌏,globe showing Asia-Australia,1
2571,📷,camera,1
2577,😆,grinning squinting face,1
2577,😭,loudly crying face,1
2601,👀,eyes,1
2602,🎺,trumpet,6
2603,♥️,heart suit,1
2603,👌🏾,OK hand: medium-dark skin tone,1
2609,👉,backhand index pointing right,1
2612,👊🏾,oncoming fist: medium-dark skin tone,1
2612,🤣,rolling on the floor laughing,1
2618,♟️,chess pawn,1
2624,😍,smiling face with heart-eyes,1
2631,📸,camera with flash,1
2631,✍️,writing hand,1
2632,🤗,hugging face,1
2641,♟,chess pawn,1
2641,🔥,fire,2
2641,📷,camera,1
2643,🥰,smiling face with hearts,1
2643,😔,pensive face,1
2652,🥲,smiling face with tear,1
2652,😂,face with tears of joy,1
2656,🤷‍♂️,man shrugging,1
2659,⬇️,down arrow,1
2662,😉,winking face,1
2662,🌊,water wave,1
2662,☀️,sun,1
2662,❤️,red heart,1
2662,👏,clapping hands,1
2662,🙌,raising hands,1
2677,🇪🇨,flag: Ecuador,1
2685,😅,grinning face with sweat,1
2685,😂,face with tears of joy,1
2699,🤯,exploding head,1
2703,🔥,fire,3
2705,👏🏻,clapping hands: light skin tone,1
2706,🔥,fire,3
2716,‼,double exclamation mark,1
2718,🇺🇦,flag: Ukraine,1
2719,👉,backhand index pointing right,1
2720,🤣,rolling on the floor laughing,1
2740,💀,skull,1
2741,🤣,rolling on the floor laughing,2
2744,🤔,thinking face,1
2747,📸,camera with flash,1
2747,👉,backhand index pointing right,1
2749,🇷🇺,flag: Russia,1
2749,🇨🇳,flag: China,1
2755,👏,clapping hands,1
2758,🎭,performing arts,1
2770,🔥,fire,1
2777,✅,check mark button,1
2777,🥇,1st place medal,1
2779,😍,smiling face with heart-eyes,1
2785,📷,camera,1
2789,📷,camera,1
2795,😍,smiling face with heart-eyes,1
2795,😂,face with tears of joy,1
2817,🥳,partying face,1
2817,🔥,fire,1
2820,😄,grinning face with smiling eyes,1
2820,🤷🏻‍♂️,man shrugging: light skin tone,1
2822,📸,camera with flash,1
2822,👇,backhand index pointing down,1
2823,📸,camera with flash,1
2823,👉,backhand index pointing right,1
2823,💬,speech balloon,1
2826,😉,winking face,1
2834,📷,camera,1
2840,😎,smiling face with sunglasses,1
2854,📸,camera with flash,1
2862,🎁,wrapped gift,2
2862,2⃣,keycap: 2,1
2862,1⃣,keycap: 1,1
2866,📷,camera,1
2872,👌🏽,OK hand: medium skin tone,1
2877,🧐,face with monocle,1
2878,🇷🇺,flag: Russia,1
2878,🇵🇱,flag: Poland,1
2878,🇺🇦,flag: Ukraine,1
2883,⤵️,right arrow curving down,2
2884,✌🏾,victory hand: medium-dark skin tone,1
2897,😍,smiling face with heart-eyes,1
2904,🤞,crossed fingers,1
2913,🧡,orange heart,2
2913,🌻,sunflower,1
2923,🤔,thinking face,1
2930,⚡,high voltage,1
2936,😴,sleeping face,1
2941,💥,collision,1
2941,♟,chess pawn,1
2941,😱,face screaming in fear,1
2941,👑,crown,2
2942,🚨,police car light,1
2948,☠,skull and crossbones,2
2948,🇨🇳,flag: China,2
2948,😄,grinning face with smiling eyes,1
2948,😪,sleepy face,1
2948,🥵,hot face,2
2948,🤐,zipper-mouth face,1
2948,👏,clapping hands,1
2949,😂,face with tears of joy,1
2954,📷,camera,1
2960,🙌,raising hands,1
2968,🙏,folded hands,1
2968,👏🏼,clapping hands: medium-light skin tone,1
2970,😭,loudly crying face,3
2971,📸,camera with flash,1
2971,👉,backhand index pointing right,1
2971,🌍,globe showing Europe-Africa,1
2976,🤦,person facepalming,1
2986,♟️,chess pawn,1
2986,🤩,star-struck,1
2993,🥐,croissant,1
2994,👉,backhand index pointing right,1
2994,💬,speech balloon,1
2994,📷,camera,1
2997,😅,grinning face with sweat,1
2998,🥴,woozy face,1
3000,😍,smiling face with heart-eyes,1
3000,🥳,partying face,1
3000,🤖,robot,1
3005,🤯,exploding head,1
3007,📸,camera with flash,1
3008,😂,face with tears of joy,1
3015,🤯,exploding head,1
3016,❤️,red heart,1
3017,🤔,thinking face,1
3020,🇫🇷,flag: France,1
3024,🔽,downwards button,1
3024,❗,red exclamation mark,1
3029,🥰,smiling face with hearts,1
3030,🎂,birthday cake,1
3038,🙌,raising hands,1
3038,♟️,chess pawn,1
3040,🙋‍♀️,woman raising hand,1
3043,👑,crown,1
3043,💪🏼,flexed biceps: medium-light skin tone,1
3043,🙅🏻‍♂️,man gesturing NO: light skin tone,1
3043,🚫,prohibited,1
3043,🏆,trophy,1
3043,🤔,thinking face,1
3047,💥,collision,1
3052,⭐,star,5
3053,📷,camera,1
3058,🙂,slightly smiling face,1
3058,👍,thumbs up,1
3058,📸,camera with flash,1
3059,🤭,face with hand over mouth,1
3064,😇,smiling face with halo,1
3068,👉,backhand index pointing right,1
3072,📷,camera,1
3076,💔,broken heart,1
3092,🤦‍♂️,man facepalming,1
3093,😊,smiling face with smiling eyes,1
3102,‼,double exclamation mark,2
3107,🏁,chequered flag,1
3108,🇨🇳,flag: China,1
3108,📷,camera,1
3108,💬,speech balloon,1
3108,🧐,face with monocle,1
3108,👉,backhand index pointing right,1
3110,😡,pouting face,3
3113,😩,weary face,1
3116,🔥,fire,1
3123,😡,pouting face,1
3123,👀,eyes,1
3123,♟️,chess pawn,1
3123,😌,relieved face,1
3131,😢,crying face,1
3133,🥺,pleading face,1
3133,😭,loudly crying face,1
3133,🦋,butterfly,1
3133,😱,face screaming in fear,1
3136,🙌,raising hands,1
3136,😂,face with tears of joy,1
3139,😱,face screaming in fear,1
3140,♟️,chess pawn,1
3140,👍🏻,thumbs up: light skin tone,1
3145,🔥,fire,2
3150,🤴,prince,1
3152,😉,winking face,1
3157,🥊,boxing glove,1
3160,😄,grinning face with smiling eyes,1
3168,🤣,rolling on the floor laughing,1
3170,⬇️,down arrow,1
3170,📺,television,1
3172,👌,OK hand,1
3175,☺️,smiling face,1
3175,😂,face with tears of joy,1
3175,😅,grinning face with sweat,1
3191,📷,camera,1
3194,✅,check mark button,1
3194,🏆,trophy,1
3194,👇,backhand index pointing down,1
3216,🙂,slightly smiling face,1
3218,😟,worried face,1
3219,👉,backhand index pointing right,1
3219,📷,camera,1
3223,💣,bomb,1
3227,🎙️,studio microphone,1
3237,⬇️,down arrow,1
3237,📺,television,1
3242,🌟,glowing star,1
3248,📸,camera with flash,1
3248,✍️,writing hand,1
3249,🥰,smiling face with hearts,1
3249,🤔,thinking face,1
3253,🤣,rolling on the floor laughing,1
3254,🇭🇺,flag: Hungary,1
3254,❤️,red heart,1
3258,😍,smiling face with heart-eyes,1
3263,♟️,chess pawn,1
3267,🤛,left-facing fist,1
3274,♟️,chess pawn,1
3274,‼️,double exclamation mark,1
3276,💥,collision,2
3276,♟,chess pawn,2
3276,👏🏻,clapping hands: light skin tone,2
3278,🖤,black heart,1
3278,♟️,chess pawn,1
3278,👚,woman’s clothes,1
3281,🚨,police car light,1
3282,😂,face with tears of joy,2
3292,🤩,star-struck,1
3304,📷,camera,1
3310,😯,hushed face,1
3316,😶,face without mouth,1
3327,😔,pensive face,1
3351,🙂,slightly smiling face,1
3352,😎,smiling face with sunglasses,1
3353,⤵️,right arrow curving down,2
3368,🙂,slightly smiling face,1
3369,♟️,chess pawn,1
3371,♟️,chess pawn,1
3371,🤔,thinking face,1
3374,♟,chess pawn,1
3374,🎥,movie camera,1
3379,♟️,chess pawn,1
3380,🤝,handshake,1
3393,©,copyright,1
3406,💜,purple heart,1
3408,👉,backhand index pointing right,1
3408,📷,camera,1
3409,🧐,face with monocle,1
3413,😂,face with tears of joy,1
3413,👚,woman’s clothes,1
3414,♟️,chess pawn,1
3419,📷,camera,1
3420,😳,flushed face,1
3423,😄,grinning face with smiling eyes,1
3425,♟,chess pawn,1
3425,📷,camera,1
3430,😭,loudly crying face,4
3433,♟️,chess pawn,1
3434,⚪,white circle,1
3436,😮,face with open mouth,2
3442,🧐,face with monocle,1
3444,📷,camera,1
3447,🇳🇴,flag: Norway,1
3459,😎,smiling face with sunglasses,1
3484,♟️,chess pawn,1
3486,⬇️,down arrow,3
3487,❤️,red heart,1
3490,♥️,heart suit,1
3493,🚨,police car light,1
3503,😎,smiling face with sunglasses,1
3511,☕,hot beverage,1
3512,🕸️,spider web,1
3517,🤨,face with raised eyebrow,1
3517,💯,hundred points,1
3524,❤️,red heart,2
3524,🥶,cold face,3
3528,🔥,fire,3
3534,👑,crown,1
3546,📷,camera,1
3548,😱,face screaming in fear,1
3561,📷,camera,1
3565,😘,face blowing a kiss,1
3573,⚫,black circle,1
3573,♟️,chess pawn,1
3573,⚪,white circle,1
3587,👇,backhand index pointing down,1
3590,📷,camera,1
3596,😂,face with tears of joy,1
3598,👉,backhand index pointing right,1
3598,💬,speech balloon,1
3598,📷,camera,1
3611,📷,camera,1
3618,📷,camera,1
3632,👍,thumbs up,1
3633,🤚,raised back of hand,1
3634,⚫,black circle,1
3634,♟,chess pawn,1
3634,👑,crown,1
3634,⚪,white circle,1
3635,🔥,fire,1
3639,☺️,smiling face,1
3639,🍫,chocolate bar,1
3640,😎,smiling face with sunglasses,1
3641,🇵🇱,flag: Poland,1
3641,🇺🇦,flag: Ukraine,1
3650,📸,camera with flash,1
3650,✍️,writing hand,1
3651,♟️,chess pawn,2
3653,😂,face with tears of joy,1
3658,😢,crying face,1
3658,😭,loudly crying face,1
3658,🗣,speaking head,1
3658,😳,flushed face,4
3658,😍,smiling face with heart-eyes,5
3658,❌,cross mark,1
3658,👄,mouth,1
3658,👁,eye,2
3658,😼,cat with wry smile,1
3658,🤙,call me hand,1
3658,🤔,thinking face,2
3661,🔥,fire,1
3666,😳,flushed face,1
3673,🥳,partying face,1
3673,🥲,smiling face with tear,3
