topic,word,peso
0,negreira,0.8611404740138421
0,case,0.2524069366479985
0,referee,0.16434305637437593
0,egreira,0.14665775246101267
0,arbitration,0.12213238870064444
0,bara,0.0981344456577108
0,barcelona,0.08784961292502495
0,madrid,0.0756363740549605
0,corruption,0.0647087392764818
0,enrquez,0.06428020457928654
1,barsa,0.8724871419415114
1,madrid,0.2985245500067105
1,play,0.17372025880941805
1,today,0.1181754918479857
1,win,0.11086095463495757
1,game,0.09668903878471558
1,goal,0.0937175080419229
1,bar,0.08160280578284507
1,team,0.07885985432795951
1,real,0.07040242067539573
