,0,1,2,3,4
1083753,13.325529,4.2062798,-3.7349775,2.2822027,13.125934
1084674,14.540347,3.8103604,-3.7401338,3.0880914,12.602397
1083033,15.340604,4.6989555,-3.3128884,2.1080906,12.431648
1081805,13.879945,3.9084167,-4.1248846,2.4434557,13.22095
1087711,13.938298,3.8821778,-3.936059,2.7206047,13.078269
1083228,13.9026,3.9464488,-3.854708,2.4060752,13.0390835
1089581,15.373826,4.955475,0.64478153,-1.1048781,10.046853
1089995,13.880009,7.204017,1.422993,-0.14203303,9.389064
1088000,14.15513,3.8003666,-3.796853,3.0918179,12.897541
1087956,15.171788,6.2020683,0.0035978183,-0.02744116,10.245019
1083367,15.21598,4.19637,-3.565624,2.7056043,12.422067
1083970,15.557172,5.265144,-2.6745179,2.2239876,11.852694
1086880,14.777037,3.9559958,-3.834265,2.3052974,12.527703
1089744,14.96307,6.4153867,0.02889118,0.17048106,10.164149
1087641,13.778939,3.76369,-3.64775,2.291193,13.357132
1087518,14.8866005,6.945262,0.21280642,-0.19350429,9.64084
1089181,15.066087,4.617438,1.1339095,-1.7024232,10.0058155
1089277,15.597848,5.102027,0.8027459,-1.1743038,10.212033
1085988,14.674619,6.780511,0.82801634,0.47925887,9.503443
1084833,16.108313,4.189681,-3.224644,2.146794,11.776196
1084853,14.965534,4.116711,-3.7952971,2.256382,12.543053
1087029,14.759868,6.728584,0.9110103,-0.36105585,9.040743
1083539,15.348011,4.926739,0.8492556,-1.1254697,10.364422
1089114,14.401815,6.596841,1.0052537,-0.26902312,9.352275
1087365,14.9145565,6.2431803,0.31308398,-0.27583838,9.918284
1089421,16.029789,5.55905,0.4805743,-0.74205756,10.882738
1081157,14.33039,6.9650564,0.6474668,0.14959006,9.183472
1084849,15.186402,5.9737096,0.040731575,0.016784893,9.553645
1087994,15.244649,5.7172074,1.3649908,-1.121535,10.616542
1087695,15.5128565,6.070139,-0.13009827,0.079776235,10.711004
1087684,15.2783985,5.951275,-2.1920855,1.9101497,11.719966
1087208,15.873764,5.538768,0.4856123,-0.6628405,10.378708
1083210,14.152536,3.561988,-3.5714777,2.4103835,13.219242
1086962,14.944259,5.1514773,-0.08177285,-0.08829491,9.545445
1088927,15.643408,5.839986,-2.719651,2.0372686,12.233391
1081392,16.716312,6.514897,1.7398952,-1.0806627,10.026115
1089312,15.867521,5.3947263,1.2282945,-1.0978833,10.58517
1087426,14.725473,6.61299,0.9745634,0.3947124,9.723802
1089623,15.144106,6.6051908,0.24920456,0.022464808,9.700124
1085958,15.116478,4.9891186,1.8133779,-1.4728798,10.98859
1082369,15.912269,4.915913,-2.152962,1.4437196,11.854064
1081995,15.940753,5.2307,-2.4738576,1.9079623,11.831456
1083987,16.036972,4.98306,-2.8442078,2.2617822,11.57948
1085578,15.270328,4.70507,1.4075242,-1.173416,10.890324
1082585,13.91298,7.151957,1.4055642,-0.16320673,9.386682
1085312,14.6378565,5.090246,-0.063588634,0.0023115005,9.285652
1081275,13.874346,7.1615186,1.4538877,-0.18290964,9.419715
1084508,16.330202,4.933237,-2.8450634,2.2816212,11.603942
1085285,14.715481,7.048744,0.29443243,0.5581313,9.77515
1086087,14.003392,3.703822,-3.6917002,2.2276192,13.08167
1087233,13.905732,4.9660196,-3.3190987,1.9182595,13.003788
1083186,14.02607,4.2175765,-3.528104,2.3825448,12.55328
1087094,16.266947,5.362742,-2.8594203,2.0517116,11.983636
1082349,14.986875,5.241265,1.8883994,-1.5159338,10.919615
1090075,16.117334,5.574351,1.0125753,-0.9134567,10.449259
1082455,16.179976,5.1502924,-2.6022344,1.7985249,12.115877
1088575,15.594834,5.6497517,0.91365635,-1.0655051,10.514484
1087226,15.062267,6.3759947,-0.1277738,0.34900334,9.3820915
1087856,15.03724,5.9036875,1.5338199,-1.0925056,10.211065
1085013,15.11385,3.8681371,-3.7579727,2.8334966,12.540865
1085523,15.936341,5.4236603,0.7257107,-0.816551,10.718587
1089590,14.970788,4.583009,1.3658167,-1.8342897,10.101713
1088892,14.96619,4.571252,1.3694553,-1.8461612,10.097797
1086701,14.302601,5.570898,0.24223357,0.091057874,8.983093
1086068,14.863809,6.2496567,0.23232055,-0.17885992,9.824321
1082029,15.715743,5.6455455,0.6229453,-0.7338783,11.083746
1088747,15.694599,5.515295,0.6755942,-0.6363117,10.76088
1089375,15.329777,5.064194,1.1734382,-1.4485481,10.306085
1081030,15.8377495,5.76088,0.6598233,-0.67875844,10.573037
1087858,15.936509,5.4811106,0.66576624,-1.2496572,10.980062
1088613,14.941263,5.2511573,2.4330926,-1.9335428,11.001392
1089828,14.25643,3.8340285,-3.834427,3.0150123,12.8665
1085361,14.907051,6.9277544,0.14279313,0.6105023,9.795362
1086567,14.879547,5.070379,-0.24301459,0.02650339,9.568052
1085348,14.832498,6.2921615,1.2828541,-0.67023087,9.586227
1084927,15.852216,4.5892477,-3.2328486,1.8724643,12.117713
1089969,15.597069,5.1627917,0.9058165,-1.2022771,10.272689
1084361,14.744318,6.0798135,1.4730822,-0.9174636,10.106574
1082524,15.123966,3.8064997,-3.599326,3.01239,12.422327
1084276,15.57502,4.0347624,-3.376665,2.5249515,12.216455
1081629,15.892994,5.3349237,-2.4243994,1.5548538,11.6264
1083724,13.738408,3.6793344,-3.5545254,2.5647745,13.402905
1085031,15.625216,5.0300536,-3.30117,1.8953782,12.370336
1081456,14.061642,3.8586833,-4.0850053,2.3894866,12.902941
1083995,15.019395,3.8203378,-3.8177693,2.8045695,12.536387
1087626,16.151102,4.8562593,-3.1506088,1.9440695,11.970625
1083756,13.700952,4.9647484,-3.3176384,1.9289662,13.103104
1090067,16.143679,6.281984,1.1297497,-0.7746384,10.03116
1087970,15.063813,4.279746,-3.272338,2.8427374,12.218609
1082653,14.405258,6.8844366,0.78434503,-0.0889032,8.937319
1086659,14.9931135,4.064598,-2.176521,1.4714371,11.809664
1084594,15.043253,6.145796,0.03708735,-0.06700378,10.215582
1089442,15.108216,5.2961264,1.544463,-1.5503297,10.366707
1089810,15.073197,5.8449516,1.4282234,-1.094476,10.147956
1082807,15.319455,4.6028166,0.9955244,-0.8541031,11.116951
1085896,14.4596615,4.003144,-3.8092947,2.5911033,12.957386
1083209,15.442122,6.117538,0.3319149,-0.4209608,10.545393
1089886,15.270641,5.327291,0.30486077,-0.6056317,9.466225
1083651,15.521378,4.4784446,-3.7493763,1.7522969,11.7680025
1086140,15.115912,6.5564675,0.12175427,0.48177445,9.769121
1084852,15.537907,4.4953346,-3.4868326,2.0601122,11.818575
1084255,15.020522,6.5143614,0.6680502,0.29940704,9.82466
1083794,15.235197,5.46462,0.1822929,-0.3668464,9.493619
1085496,14.30349,7.0778055,0.8782077,0.49928555,9.5734005
1088393,15.935927,5.3281364,0.58441,-1.0461518,10.6545725
1088627,16.08515,5.806713,0.64484054,-0.71417564,10.906579
1089837,15.628104,6.1997104,-2.3041625,1.9781578,11.548027
1084876,13.955082,3.7314692,-3.966372,2.4752674,13.159041
1087237,14.56881,6.82799,0.7476893,0.02714529,9.023735
1085411,15.92231,5.063716,-2.5710294,1.9704331,11.566111
1090188,15.219762,6.586503,0.37965217,0.35330397,10.005955
1085697,13.894088,3.7805526,-3.591433,2.4385536,13.400566
1088338,15.18497,5.8970046,0.097029224,-0.33304232,9.6873
1090126,14.839737,5.554561,1.8038845,-1.4870366,10.608813
1083481,14.742601,6.6820006,0.76158917,-0.11306434,9.533576
1086228,14.802048,4.354391,-2.7131364,1.9476236,12.1367445
1081494,15.298467,4.284018,-3.6408913,1.9755011,12.4285965
1086967,15.06732,6.355545,-0.13743256,0.35915768,9.391019
1086792,15.003346,5.207461,0.0025943117,-0.1688122,9.549597
1087604,14.567686,4.0652614,-3.7019835,2.6673517,13.000828
1081206,14.927731,6.8289614,0.35833278,0.558474,9.8301115
1085902,15.007694,4.614887,1.2518017,-1.7759026,10.047273
1085728,2.9229228,6.5135136,3.1911674,3.3874292,7.0815916
1084319,16.289928,4.979592,-3.1585624,2.212792,11.7117
1082028,15.108079,5.263908,1.7700025,-1.4232447,10.8305435
1081682,13.979731,3.6503105,-3.4091878,2.5303319,13.308722
1089730,15.170717,4.690051,1.0036024,-1.5537384,10.01496
1081112,14.71138,5.870712,1.9172521,-1.3345742,10.521637
1085594,14.98783,5.230377,-0.11724132,0.065642394,9.794253
1083135,16.050146,5.234649,-2.606156,1.9975392,12.077428
1087564,14.95301,4.018511,-2.181661,1.4419719,11.994542
1087014,14.708301,4.293496,-3.1755335,2.341512,12.390399
1087992,15.653481,5.733492,0.8051466,-0.646412,11.383734
1082294,16.049171,4.579479,-3.2389042,2.6544118,12.089791
1085655,14.884694,4.9574256,-0.27636483,0.16408399,9.84139
1083739,15.879916,5.2821145,-2.7439437,1.9962075,11.906799
1082668,16.026968,4.812068,-3.0269284,2.428105,12.028689
1088571,15.954254,5.467647,0.8215559,-1.3667635,10.982257
1084134,14.982889,3.8133569,-3.6579552,3.007144,12.605893
1087257,14.547924,3.787707,-3.6530094,2.9944282,12.486325
1085915,15.039143,6.056939,0.34753194,-0.4261428,10.29488
1082049,14.749372,5.069443,0.014940068,0.047866534,9.695956
1086568,13.822056,3.7253182,-3.6689873,2.2635672,13.300579
1089231,15.142441,4.974996,1.7662156,-1.4916502,10.871078
1087242,15.936537,5.5337753,-2.48133,1.7074696,12.106046
1086738,14.940456,5.1000876,-0.061633546,-0.08066895,9.678797
1085128,15.713058,5.767545,-2.992142,2.0397055,12.095053
1085094,14.811944,3.9898424,-3.885936,2.4104264,12.606833
1086066,14.427793,6.903246,0.5855025,-0.1578909,8.965396
1085893,15.830907,5.286319,-3.032699,2.3401392,12.049438
1086799,14.92046,6.7542295,-0.09041533,0.43196282,9.712199
1081055,15.220347,5.3337574,-0.21246915,-0.14634086,9.879357
1085155,15.30053,4.28182,-3.163607,2.7196162,12.469404
1085162,14.021664,3.7575586,-3.7260919,2.0871727,13.574054
1082211,14.386517,6.03168,0.8594338,-0.31695154,10.304546
1086766,13.991765,7.0823483,1.3371685,-0.18300797,9.365373
1087971,15.988144,5.4683685,0.7050723,-1.3235084,11.021897
1086612,15.296174,6.1448956,0.40293315,-0.38870996,10.424048
1089170,15.107957,5.0923343,1.4702829,-1.6262223,10.290153
1087482,14.697362,5.013262,-0.17091432,0.1210437,9.524211
1086849,14.269476,7.048065,0.9597277,-0.1530335,8.765652
1086576,15.701893,4.8835745,-2.8262968,2.2339065,11.577772
1084356,16.120043,4.1647015,-3.244484,2.1643648,11.785273
1089185,13.368234,7.5320497,1.4760864,0.19919398,9.523199
1089228,15.089462,5.1693516,1.2416587,-1.318464,10.248059
1082778,16.216925,5.2929,-2.854755,1.9201225,12.261672
1085205,13.799025,3.8956575,-4.1159177,2.5234416,13.282566
1085745,13.640842,3.9234395,-3.7155817,2.1851532,13.071651
1083953,16.367157,5.187121,-2.6362975,1.8514735,11.8384
1082352,15.890467,6.1553054,0.6510655,-0.33035082,11.938996
1088199,15.371985,6.1267047,0.38049263,-0.46977085,10.879951
1082665,15.061258,3.9536104,-3.7717962,2.48294,12.426052
1086459,15.602066,5.9986396,0.03825623,-0.19175778,10.194551
1083285,15.705985,5.6487355,-2.942233,1.7803113,12.468233
1088956,14.819508,4.0661407,-3.874828,2.3006816,12.60608
1087581,15.767009,4.421016,-3.1849678,2.3870175,12.242997
1082842,16.235292,5.411925,-2.2491968,1.782145,11.32753
1086425,14.451272,6.8541145,0.56160545,0.45126474,9.605873
1083177,14.926159,5.036831,-0.060952846,-0.1682249,9.508815
1089095,15.884039,5.5393376,0.94446814,-1.032667,10.791591
1086440,13.908014,3.9253027,-3.9436293,2.8973112,13.010109
1082759,15.555859,6.0803356,0.033264026,0.035025932,10.166415
1081130,16.444025,6.363151,1.461589,-0.9977679,10.1503935
1082709,15.908778,6.2427697,0.75157624,-0.33328465,12.082303
1082121,14.755018,3.9430032,-3.7731895,2.8131864,12.628508
1084096,15.720284,5.87219,-0.06810624,0.04356688,10.555626
1085188,13.812402,3.566838,-3.4951823,2.4806063,13.469164
1083849,14.10166,4.0342627,-3.325778,2.7416189,13.321661
1082030,13.887332,7.1966033,1.3951573,-0.11599862,9.407033
1088860,16.326542,5.9409204,0.85111135,-0.85996807,10.574529
1084080,15.263568,4.1555877,-3.160323,2.5088406,12.091393
1085856,14.764128,6.6549096,0.76743007,-0.30804402,9.052491
1083224,16.993492,6.2904015,1.5212129,-1.2396896,9.8164625
1081789,14.948276,4.0601273,-1.8380743,1.1195344,11.952632
1087391,14.871291,4.9619565,-0.2323442,0.11414911,9.794213
1082158,15.772015,4.6089687,-3.0656176,2.612005,12.096551
1083690,16.509584,5.2835174,-2.886704,2.041496,11.814123
1087862,15.271123,5.91584,-2.1992278,1.8987424,11.740781
1085438,15.385971,4.707162,-3.1228616,2.5674007,12.431991
1089294,15.148511,4.796015,1.4967501,-1.3946941,10.690956
1081138,16.042904,4.8914623,-3.0100853,1.8151811,12.170287
1088991,17.075401,6.760322,1.9956033,-1.1752254,9.927927
1084868,16.19762,4.3440614,-3.1474946,2.1351955,11.768096
1085821,15.076057,5.491046,-0.0007089268,-0.99877435,9.071411
1086763,14.436006,6.842025,0.65950453,-0.059289098,8.956382
1081245,17.015848,6.7201056,1.9530079,-1.1395638,9.938221
1083833,15.65238,4.550871,-3.53488,1.8016508,11.880947
1089557,15.65536,6.1329527,0.4796222,-0.6549352,10.818791
1083729,14.4102955,6.952936,0.5844641,0.1572932,9.263953
1088492,15.872193,4.634481,-2.7717566,2.1284387,12.156414
1088093,15.496071,5.78193,0.6926793,-0.7879889,10.392171
1089887,14.3386345,4.7482696,-3.3888884,2.1820216,12.721542
1080985,13.340055,4.170551,-3.755375,2.2931807,13.134345
1088678,13.755578,3.64839,-3.4933524,2.528186,13.423537
1087051,16.37504,5.0004654,-2.773195,2.1557038,11.433453
1088541,15.530045,6.037294,0.4778034,-0.317332,11.575215
1084186,16.02247,4.7502723,-2.9769163,2.5254767,12.09976
1088415,15.4697895,5.1496916,1.3643291,-1.2558424,10.931884
1084365,13.823129,3.5951166,-3.4635746,2.5034013,13.410737
1080792,14.09089,4.1672153,-3.6993625,2.701524,13.031579
1084374,14.299716,3.7434804,-3.6886258,3.1202033,12.515818
1088653,15.826601,5.980915,-2.2311254,1.8582692,11.646614
1085157,14.869948,3.967042,-1.7619963,1.0331117,12.004698
1084770,15.815351,4.516507,-3.107962,2.33278,11.997797
1080798,15.584184,5.465944,0.78889185,-1.1432937,10.75121
1081567,15.095247,5.3247647,1.3915554,-1.2891757,10.48799
1089188,15.849451,5.710557,0.68785614,-0.68956304,10.545924
1087403,13.971841,6.758824,0.41424984,-0.003931755,9.084183
1081279,16.856857,6.456353,1.6425155,-1.1188884,9.943503
1084533,14.680313,3.86179,-3.539692,3.1357024,12.347603
1086575,15.254102,4.629912,1.3042226,-1.0542934,11.083985
1089113,16.200972,5.675587,0.39038345,-0.89840764,10.869432
1085282,14.38138,3.8734229,-3.7509842,3.2517326,12.751373
1082136,14.797963,5.041088,-0.18969743,0.025797214,9.450005
1081965,15.491563,5.2338657,1.1398724,-1.077964,10.932642
1085054,14.549305,3.7448838,-3.7240021,2.9086232,12.529377
1087424,14.932234,4.045723,-1.8303094,1.1046878,12.013757
1088152,15.689101,5.4878316,0.81710166,-1.2805763,10.779646
1085206,14.008118,3.7428472,-3.7087572,2.0919738,13.59412
1088404,14.8598585,3.85187,-3.7934196,3.143854,12.745575
1085501,15.237889,5.385601,0.25914335,-0.5275219,9.452113
1084684,14.719884,6.778572,0.9379523,-0.33920556,9.032813
1083337,15.399905,3.925475,-3.434149,2.9307277,12.277485
1082282,14.934923,5.215348,-0.060225096,-0.09660476,9.478785
1082935,16.140434,4.9794645,-2.9448004,2.063289,11.778038
1084870,14.8766365,3.9757278,-3.4640722,2.5247917,12.10383
1084918,13.861043,3.8638813,-4.0407133,2.327731,13.1102495
1081687,15.918784,5.8790374,0.39783368,-0.6589523,10.876749
1087979,14.251009,3.8731267,-3.6833413,3.19347,12.630904
1085307,14.820746,4.49062,-3.68953,1.9217955,12.678104
1085997,15.396403,6.247714,1.1659701,-0.7296219,9.631639
1085639,13.805422,3.6602352,-3.4480264,2.4510424,13.358526
1088175,16.125319,5.5885787,0.5923175,-1.1431218,10.956091
1089270,15.02805,5.2036643,2.1570437,-1.7568269,10.893562
1082716,14.184539,6.969924,1.0907601,-0.12780166,9.220473
1089248,16.173437,5.853368,0.7366683,-0.8088035,10.730228
1085622,14.354657,5.274546,0.12588617,0.05745414,9.0662155
1089695,16.281137,6.2507906,0.6755616,-1.0619979,11.031584
1081074,14.979915,4.950152,1.5396847,-1.7049751,10.393442
1082067,15.097938,4.1163726,-3.166061,2.7086434,12.085918
1087350,16.020926,5.702265,0.7382522,-0.6789944,9.951089
1083838,16.338085,4.846001,-2.8062387,2.2342596,11.356983
1084239,14.200902,3.897705,-4.021043,2.5684097,12.837349
1088740,15.120746,4.8964763,1.8222507,-1.4693179,10.988904
1083002,14.164444,5.4282937,0.28744498,0.09001273,8.904706
1081550,14.722659,5.7375226,1.8936132,-1.4136118,10.607411
1085551,16.002132,5.15484,-2.3946226,1.7389835,11.99605
1084463,14.903406,6.6220675,0.094308704,0.25686887,10.128473
1085711,14.954148,5.2133045,-0.20946673,0.028061787,9.727613
1089946,16.544794,6.0238028,1.0158434,-0.8896208,10.460601
