topic,word,peso
0,miley,0.7497989427299087
0,shakira,0.46238479290315915
0,cyrus,0.3008639256823254
0,song,0.23325040021040502
0,flowers,0.16637772592865402
0,@mileycyrus,0.06182073722256436
0,#mileycyrus,0.0541479369945047
0,love,0.05333800119187081
0,exes,0.04944144985735014
0,music,0.04617081418628919
1,photo,0.6357947878845611
1,piqu,0.5005010983701983
1,clara,0.33296179074180593
1,cha,0.24769680458727142
1,uploaded,0.19624360254950057
1,instagram,0.14031445224133046
1,gerard,0.13930131184828629
1,comment,0.1384003562567805
1,published,0.11177417939342678
1,post,0.09503042130487328
2,pike,0.9914982404435423
2,today,0.037780011749896154
2,play,0.028592705147230245
2,#bbb23,0.01693486554208108
2,hide,0.01633682222284223
2,good,0.01628538235352118
2,carnival,0.01591853324247981
2,woke,0.015626525604457785
2,drink,0.015471097875485946
2,morning,0.014897909070502868
3,@shakira,0.7853764771966663
3,#shakira,0.3859283622511997
3,shakira,0.31180404254355853
3,@bizarrap,0.16799966504863642
3,@3gerardpique,0.09994450926243025
3,love,0.09813390959189768
3,#shakiraxbizarrap,0.08852650996946836
3,#shakirabzrp,0.08154234737112791
3,@shakiramedia,0.07416710186793017
3,@sonymusiclatin,0.06362518380523051
4,shakira,0.6905205479760324
4,piqu,0.6396212174848634
4,cheated,0.1570569680309852
4,betrayed,0.09782805565515121
4,unfaithful,0.07546577426716639
4,defend,0.06034735382918693
4,thing,0.05526482967414971
4,people,0.04516352401498478
4,woman,0.04473923330023229
4,idiot,0.040101579235622305
5,shakira,0.6393728497919526
5,mom,0.5143545238476621
5,song,0.3385982251135766
5,dad,0.20315454712063077
5,listen,0.19517460602061953
5,singing,0.1836188168163119
5,session,0.11912600046539948
5,mother,0.11705123705623297
5,bzrp,0.09819561053150203
5,play,0.08337876273516545
6,jam,0.5529484406215935
6,jelly,0.5056406243247118
6,shakira,0.4941122802290064
6,strawberry,0.23173405825157387
6,jar,0.1588504316367723
6,eat,0.14495520648754653
6,ate,0.143497122514067
6,discovered,0.12384518511016997
6,betrayed,0.09621447985538727
6,cheated,0.07289746486410112
7,@c,0.5794789688290763
7,@casio0ficia,0.41229832780806086
7,raffle,0.39612065145256337
7,costs,0.2934918791822359
7,participate,0.2883265597196527
7,rolex,0.23820516137401002
7,follow,0.18053246798674205
7,casio,0.17248546788978258
7,watch,0.14503420380517243
7,time,0.1190222526719882
8,shakira,0.6860501229330594
8,song,0.6844695313673735
