x,y,id
6.193512,7.5849605,1455554
10.7210455,22.775517,1474018
7.9187593,7.0543327,1519591
6.923521,8.679385,1502582
6.2352257,7.8039317,1511208
13.818934,7.2391534,1476293
2.925275,7.5349627,1474618
13.095313,12.463875,1457687
6.0667586,7.643932,1516175
4.5415077,7.8873577,1467937
6.1098514,7.6578493,1497861
9.739236,8.078705,1479539
8.192084,7.196943,1474055
20.316431,-12.020613,1493058
-2.025266,5.9197793,1502964
-2.0742767,5.9930453,1519679
5.837526,7.159512,1484296
17.649761,20.748146,1455168
6.925807,8.679623,1503748
9.313436,21.324368,1460345
8.11436,5.9987226,1528300
6.1465483,7.711111,1455515
7.9089413,6.9799733,1525517
8.110947,7.026763,1467472
7.7454686,6.971864,1524365
10.50083,10.26758,1471749
8.893513,8.234598,1458121
5.8240523,7.8368115,1462965
8.076539,7.3051333,1476516
5.614984,8.034191,1502128
6.3194747,7.929983,1497109
9.038932,6.678414,1471409
6.1823416,7.7241635,1518190
4.745778,6.792557,1474255
7.3293476,6.836158,1461314
8.804908,7.028658,1463038
12.308256,8.020881,1456395
8.312227,7.5266876,1465947
9.885463,7.0693846,1470826
6.604117,7.419126,1484440
8.35092,7.920979,1455305
6.277065,7.552791,1484838
8.985414,6.6250043,1464201
16.68652,26.804552,1474611
24.72412,16.169096,1473879
20.281408,-11.9857,1496992
-2.0121813,6.2889004,1476177
5.9884744,7.793262,1495224
6.543517,9.6941805,1473920
17.6499,20.74786,1472272
6.2551622,7.5760202,1484399
8.5254,6.896863,1509777
7.207336,3.903427,1473733
20.063423,-11.769235,1497097
5.992589,7.872558,1499993
8.002442,6.7903576,1472459
8.861776,9.169859,1502104
6.8467317,6.969931,1474280
-21.135876,10.199835,1456600
9.313522,21.324533,1471885
4.4535093,12.717052,1474569
8.150756,6.891905,1472106
6.553911,9.691572,1474066
9.214194,7.416069,1456389
7.6704125,6.7219687,1455523
6.7511783,1.4233801,1456963
20.281105,-11.985603,1497874
26.370502,37.81809,1473932
5.9613433,7.804088,1484871
12.937415,8.169407,1490634
9.304133,-3.2005925,1457032
4.454676,12.715765,1489220
4.454753,12.715804,1498882
8.517709,7.4353914,1453658
5.9888763,7.7583632,1462678
5.598408,8.050824,1503293
6.724443,7.56706,1455927
15.295425,20.263874,1471096
7.911883,6.876228,1511703
15.993844,15.353444,1458261
19.97542,-11.521439,1518576
-1.9062511,5.790449,1471966
4.2282286,9.76299,1520430
14.025037,13.563554,1456948
6.3437614,7.8824873,1521025
8.273398,7.0330076,1456376
13.6973505,6.5441637,1486977
7.0839,6.9986367,1510908
-21.12222,10.248976,1458617
10.580045,16.50974,1489138
6.1235805,7.588534,1494714
24.525671,3.3011909,1474253
7.502729,8.287104,1528959
12.728973,8.552051,1463715
-21.06212,10.1903515,1458336
7.107644,6.988791,1496834
-2.057218,5.954554,1503003
7.7706003,6.9623404,1497828
8.279358,6.534482,1480570
6.6252923,7.535281,1497776
7.6540837,7.503677,1494877
24.682718,3.4256783,1474038
-21.144823,10.156697,1471754
8.128343,7.1481924,1465606
13.760262,17.2169,1529007
19.81831,9.581593,1453170
8.124121,6.6414294,1498515
7.928197,5.7228527,1498471
8.948329,5.436839,1514794
5.828848,4.385119,1485331
8.166112,6.896366,1502004
6.5503507,9.695497,1474067
7.497548,7.443982,1524682
9.791118,7.8020096,1457124
5.588175,8.048591,1504760
10.468192,9.92783,1470814
20.280783,-11.985505,1497800
6.1333394,7.6895204,1516250
5.6010523,8.042455,1504963
6.984349,7.017426,1497492
15.295311,20.264612,1467351
8.89234,6.7379327,1477140
6.232093,7.677104,1497715
4.4567556,12.712566,1474551
14.013248,13.550834,1457244
7.349344,7.4825706,1478589
4.4578085,12.715068,1489223
23.703815,29.210829,1453035
6.3426204,7.419129,1503346
8.299708,6.502643,1478902
6.028264,7.8022304,1470101
7.9789553,6.705309,1458402
24.749641,3.4784894,1465953
8.496386,6.4726233,1475560
-21.102474,10.336049,1458688
7.3281455,6.728954,1457904
5.776314,4.310256,1485518
7.8940363,7.261227,1462981
8.161756,6.148567,1458269
8.817399,1.3205577,1478931
12.685247,13.540842,1464176
13.687591,6.538026,1491203
17.650259,20.747137,1456446
11.203089,7.6108027,1471927
20.326624,-12.033753,1494418
26.53678,22.718681,1458229
5.596933,8.049183,1501769
7.798398,7.40673,1517698
6.5446033,9.699165,1474117
7.5990796,7.1816497,1489713
7.879843,7.1479487,1526795
10.733595,22.788443,1473776
8.585002,6.470253,1480190
8.385253,7.713058,1491567
9.3055105,-3.2018967,1455773
12.966709,12.976871,1457703
6.979484,7.057861,1511686
26.538198,22.720123,1458259
7.4968004,8.2693205,1520722
24.723917,16.169275,1474304
6.3153033,7.7910023,1484804
19.910133,-11.532429,1491558
7.2528653,6.7607145,1477419
11.2019415,7.612372,1472395
7.970929,7.0490513,1504879
7.2861147,6.7931433,1476570
6.2391014,7.6385436,1496475
8.953665,6.583124,1509222
20.282051,-11.987518,1495857
6.229228,7.803791,1471788
15.553166,38.836773,1520412
8.165586,6.04891,1458268
19.909151,-11.532201,1505617
7.251243,7.600325,1526784
15.971775,38.87877,1466901
-2.0849264,6.005951,1527705
-21.161905,10.264193,1451461
-21.109436,10.1475935,1451786
13.998451,13.531026,1456819
8.130936,6.002041,1458274
23.395576,29.391897,1458586
8.123543,5.99808,1458543
6.9938965,6.951937,1468315
-2.108569,6.0234265,1524966
7.237744,7.6946125,1513252
6.548459,9.69818,1462754
6.545509,9.694988,1474112
11.038074,5.6076345,1455800
-21.210648,10.212997,1465460
-2.0083835,6.2679424,1529004
9.331788,-3.2275598,1451414
6.22999,7.449142,1497264
5.8647165,7.870038,1469095
8.38762,7.7169313,1498718
4.2280426,9.763299,1518076
6.078978,7.7280703,1497197
9.115171,7.564905,1458168
-21.079752,10.239787,1458254
20.281734,-11.987446,1494157
4.467182,12.703278,1478313
8.422409,7.087536,1483863
23.69563,29.215166,1464203
7.6481194,6.2378793,1478925
16.750782,26.869005,1473736
13.099612,12.456275,1466446
4.227684,9.763722,1519875
7.497707,7.456369,1526428
-1.7795281,5.6075583,1502990
6.906943,7.5888453,1497560
8.804368,7.1274714,1528670
9.214349,6.7928004,1472382
20.281515,-11.987459,1484907
2.9206183,7.5331125,1473762
6.339231,7.5715775,1509826
8.191563,7.2022324,1474663
30.103046,16.718594,1457890
10.723342,22.777863,1474660
5.989519,7.9039283,1455175
16.722645,26.018858,1465948
8.028382,6.7711167,1517518
6.1736116,7.976394,1509209
7.8656087,6.9773235,1498149
6.1739435,7.4518294,1508650
17.650627,20.746462,1456609
13.677114,6.995938,1458888
8.044406,7.0774884,1504226
40.40229,12.787599,1520951
17.012535,5.575184,1527743
6.3071632,7.893608,1497430
9.313733,21.324442,1470654
4.45462,12.715918,1527707
-21.125652,10.212794,1453260
10.577408,16.508804,1489140
8.792095,1.3385441,1465942
8.898822,7.161519,1454876
6.375759,7.4945464,1475265
-21.045263,10.1296425,1453963
6.11736,7.7338142,1484412
-21.1228,10.185671,1457997
-21.170769,10.273858,1478861
8.902377,1.2585539,1474362
5.9838486,7.7914124,1493132
26.53759,22.719522,1456516
-21.197845,10.181572,1451360
14.974757,38.213223,1470682
6.1245,7.4065886,1478845
7.3473225,6.717115,1503796
10.026135,9.845586,1462985
24.745625,3.4746544,1465964
9.672007,7.9484334,1478852
7.717888,8.55755,1515720
8.901414,1.2592,1474008
12.360578,-1.9712977,1478857
7.2070003,3.9024985,1474088
12.411948,-2.0222096,1458508
8.501804,6.6866136,1510179
7.4946036,8.280039,1520778
6.5504737,9.693402,1462752
9.046156,6.659972,1482038
8.956921,6.756402,1470156
7.300276,7.4929347,1526595
6.447413,7.491948,1497511
-1.6280448,31.309875,1518318
6.5288367,9.683989,1474116
6.145532,7.811795,1497858
6.21503,7.7173243,1497568
14.968373,38.20698,1470700
20.290861,-11.999459,1519750
24.534832,3.3110301,1465983
13.842613,13.442075,1457650
5.3496895,5.039883,1474359
4.2278,9.763415,1519026
-2.0074916,6.2769084,1497052
4.4688883,12.701565,1517074
4.4552627,12.714475,1474276
9.420166,8.47876,1457883
8.203641,6.346999,1470385
7.238053,7.6955233,1456888
8.948834,6.789093,1505799
-2.1102927,6.037554,1523359
-21.230293,10.182222,1457031
8.283097,7.5070276,1478947
13.007632,12.62276,1525895
6.205733,7.7183943,1510037
5.4962997,22.262417,1479017
4.2276144,9.763413,1519367
-1.9152077,5.8053083,1464262
-2.0579662,5.993402,1517069
6.1540036,7.722663,1505968
24.746304,3.475405,1474245
6.377505,7.75636,1486488
7.0427747,6.9192214,1510714
8.445179,6.715794,1510148
2.919873,7.532999,1474080
5.8987722,7.7741942,1494468
6.341051,7.7037272,1474560
6.5533032,7.4595633,1509301
-1.9661081,5.843622,1467894
20.283304,-11.990172,1497836
8.337124,6.1142015,1526036
6.3639092,7.701545,1498185
-1.846633,18.414883,1465979
10.748246,22.802788,1474057
2.9167697,7.531471,1474392
17.192488,5.6856227,1527525
5.885518,7.8644395,1504604
24.713415,3.4498641,1474292
7.669028,6.9125457,1452583
8.935715,5.459732,1491443
26.536997,22.7189,1456978
8.481767,7.6842504,1451423
6.35097,7.842274,1504854
9.045792,6.6701818,1470610
8.909404,5.354637,1476141
23.730663,29.244368,1457878
20.2835,-11.990617,1484732
6.274557,6.6231146,1484900
6.36239,7.7204776,1507166
20.283655,-11.991034,1495735
9.346334,7.812677,1465004
7.426561,6.705904,1526084
24.939817,3.5300224,1474670
8.950833,5.4305105,1476155
8.830519,1.305775,1479009
-2.0232055,5.921877,1485444
6.323668,7.9034514,1504853
14.035912,13.55414,1455578
-2.0748131,5.969625,1474532
8.1679325,6.115623,1490790
10.008872,7.7249985,1458197
6.0509934,7.7223816,1462304
12.978451,8.27627,1451508
8.50441,6.7936544,1522027
13.682515,6.545123,1490753
6.8031006,7.8153133,1517227
6.106475,7.7613573,1511213
9.032055,8.566078,1528883
6.5502906,9.696472,1467898
6.710254,7.4316163,1520832
8.675211,6.4059896,1463583
-12.426543,-4.769194,1455314
8.331057,6.11556,1526004
-2.0628138,5.974838,1474500
5.602088,8.050481,1504682
7.945489,7.0342937,1510649
6.043858,7.6910267,1497883
9.807718,8.951371,1458034
9.748682,8.088229,1490900
20.278444,14.957116,1474343
8.94102,5.43113,1455505
6.1214848,7.688549,1511417
11.325916,17.227976,1478326
7.197691,6.683485,1458590
6.2901597,7.83119,1504894
5.806321,4.3521004,1519683
6.8964953,7.264529,1484781
5.8251657,4.377434,1519625
2.9223976,7.5344057,1474097
8.911782,1.2463636,1478897
8.795194,1.3397495,1473933
8.866685,7.554558,1523581
20.28444,-11.994083,1484915
-21.15318,10.23621,1454042
12.257774,9.916017,1474189
17.651258,20.745735,1454070
-21.179684,10.2153635,1452908
35.018055,4.3991165,1464870
4.4431596,4.6644917,1474383
8.058295,7.087325,1471623
6.203979,7.7875404,1507471
12.371281,8.055343,1509930
8.160978,6.9992776,1501660
5.975101,7.7577043,1495464
-2.0029786,6.2872143,1485323
8.24442,7.227005,1474268
35.020973,4.4013767,1454045
10.742289,9.830007,1502301
7.1626415,6.9518123,1484864
6.3773823,7.455063,1484593
20.28406,-11.992996,1497933
24.74338,3.473116,1478906
6.7513685,1.4231607,1515635
17.651342,20.745115,1456432
5.596062,8.045036,1504859
5.976475,7.7435594,1462346
6.029343,7.6083503,1509551
5.5671134,8.068958,1512192
8.958705,7.086551,1523570
-12.40159,-4.787096,1456725
6.9133296,7.177473,1494455
7.9335113,5.7223577,1517781
7.8385167,7.0654674,1491158
-1.8466831,18.414743,1473937
7.0582595,7.129229,1510286
8.470459,7.6547694,1451432
13.66527,6.5689383,1490661
6.521286,7.5811863,1481619
-21.122986,10.29266,1458501
5.592594,8.050603,1506329
4.3284254,9.713909,1491747
16.710308,26.907578,1474090
7.3145013,6.1994796,1474659
9.162813,7.2599554,1481658
7.358977,7.9884615,1526397
7.141306,6.9939923,1520664
6.926205,8.682427,1502590
17.6519,20.744352,1456584
7.8308325,6.827013,1508945
17.652025,20.743952,1465727
5.8337445,4.3799357,1476181
8.1516,6.8145976,1455580
8.910626,8.722876,1497474
6.7512164,1.423341,1454963
-2.0084875,5.899004,1474524
6.8059826,7.7789245,1504638
7.3533907,7.656952,1456873
7.0820017,6.968106,1497022
7.4542603,6.7458525,1478796
12.723854,7.2511525,1470506
6.2308245,7.8078837,1489446
13.042402,8.002612,1518054
8.105614,6.042431,1458535
7.051573,7.6005874,1479133
24.904093,3.5151606,1478952
-9.426041,29.920816,1478537
20.325727,-12.022821,1495539
16.733913,26.851002,1474675
8.944971,6.776025,1502505
5.9338326,7.819754,1489377
20.30291,-12.011805,1484768
8.364127,7.3732533,1455885
7.2857146,7.565742,1471502
7.4904675,8.26558,1520335
5.630653,8.017334,1504780
7.6558785,7.232377,1513537
5.928504,7.821036,1463055
5.8022194,4.358814,1511927
7.721165,8.55206,1523456
6.365042,8.049326,1504913
24.655455,3.39841,1474681
8.115558,5.977375,1458273
7.9362955,5.7208896,1516990
4.4428835,4.6647525,1474623
7.4735246,8.251194,1520863
-2.0084393,5.901712,1523352
8.804253,6.9560122,1477881
23.700706,29.213762,1470927
4.227225,9.763718,1519345
6.9541903,7.2366524,1483452
13.113832,12.43306,1465219
7.518658,6.528309,1458136
8.806895,1.3276132,1465937
8.954828,5.4422975,1482499
7.553153,5.8007855,1494699
7.6243367,6.173911,1509489
7.9826064,7.02306,1471530
7.4986944,8.276901,1520234
8.402166,6.461791,1472132
4.4565363,12.713792,1522268
6.1038213,7.398742,1478890
6.1626325,7.691515,1510768
5.6096473,8.064751,1502821
7.0559473,7.869762,1463934
7.3424997,6.2052073,1474104
7.105234,7.664642,1458572
11.138913,7.6023912,1463656
6.8204823,6.380526,1495675
6.8219285,7.6160913,1473846
20.290625,-11.998157,1511298
8.40516,7.0277195,1525387
6.1938653,7.645461,1496385
8.568563,6.6116166,1456323
7.6324725,7.180206,1497058
-2.0186543,5.907729,1474497
9.313817,21.324177,1472517
5.96285,7.818478,1497593
4.4546204,12.715036,1503010
8.2477665,7.023124,1466278
16.722673,26.019178,1465970
5.9243402,7.7891493,1489399
5.7657747,4.281893,1517075
13.584617,7.3882265,1497101
5.962695,7.7866735,1462675
6.1379066,7.68912,1491380
24.723793,16.16948,1473949
7.4863605,6.859951,1489549
9.189806,9.308318,1472003
4.4407067,4.6657257,1474017
9.8824835,9.876518,1464849
9.313747,21.324394,1470271
12.320971,7.9889154,1454887
20.293695,-12.003655,1497087
20.29105,-12.000443,1497826
5.8918715,7.787302,1521040
5.9956393,7.779224,1485285
15.543722,39.033142,1469805
8.911384,1.2516645,1473912
8.147834,6.870055,1468706
6.5292683,9.718781,1471970
-2.1003633,6.021061,1523436
4.455235,12.715126,1519620
9.898405,9.651131,1457109
6.5710006,7.2917123,1497544
11.359079,7.624138,1456519
7.2345543,7.0155196,1497639
8.694387,6.413526,1477505
7.026662,7.0248175,1493145
16.751257,26.868694,1474622
8.531874,7.6615477,1459217
4.2274528,9.763261,1518680
10.336228,10.73389,1488651
7.206588,3.9039278,1474286
8.116206,6.998841,1510008
-21.126757,10.292183,1452048
23.699812,29.2135,1458552
15.295131,20.265295,1470309
11.460606,4.501337,1508383
8.053369,7.5875797,1500698
7.9855185,7.158255,1476090
20.252497,-12.019839,1484758
-21.110497,10.163832,1458388
24.74476,3.474211,1474680
9.013618,8.484223,1505831
8.623456,7.7952976,1461953
8.140411,6.77742,1519382
7.118738,6.8211455,1497708
24.713028,3.4482915,1474619
6.4774685,7.7224994,1497740
7.7446074,8.953882,1498946
10.784908,7.4937696,1456997
9.307681,-3.2042937,1456492
-21.174421,10.240124,1520953
8.28022,7.2108574,1522637
5.8288307,4.3851304,1511928
5.9253936,7.1552086,1509368
6.9063435,7.388853,1459316
13.692531,6.525581,1491370
7.9110775,7.571353,1468633
7.2402363,6.129255,1474662
8.279529,6.6990466,1456624
8.326327,7.8879256,1464107
9.306956,-3.2036657,1458130
6.1824827,7.63047,1516167
6.886155,7.6016846,1496657
8.469789,6.778283,1522093
6.22035,8.466071,1458318
7.495004,8.2727165,1520822
6.341328,7.5317883,1484590
-21.142187,10.203658,1458588
7.6858435,6.9150085,1511206
6.056551,7.7024093,1494130
20.286531,-12.004371,1485054
8.106523,6.8288784,1511749
11.492159,10.710097,1458265
8.037731,7.054167,1487964
7.0903964,6.9422426,1504972
9.587295,8.569096,1457334
8.384234,7.724573,1510587
4.4655695,12.705165,1478317
6.8443465,7.8379703,1457372
19.82551,9.604487,1457817
6.3717213,7.6292725,1479122
6.216787,7.634863,1495360
6.499363,7.6915274,1502178
4.2272396,9.763319,1518547
7.734464,7.075979,1514699
-21.109741,10.185791,1457796
5.8292317,4.3858166,1516549
6.9660144,7.1623917,1484997
16.750357,26.856823,1473779
26.53645,22.718374,1457589
9.3135,21.324415,1468649
6.751959,7.530659,1524871
8.911121,1.2482389,1465932
8.152047,6.0340905,1472287
11.086519,0.5422469,1473880
16.754202,26.862755,1478901
9.010065,6.547433,1471498
7.575814,5.7169375,1503860
6.4874787,7.8867564,1464621
20.28471,-12.003289,1484772
9.472734,9.994547,1464614
16.745306,26.86573,1474620
12.787312,13.406891,1493651
10.578467,16.509718,1489141
7.692627,8.585776,1501601
9.7327175,8.068269,1479598
24.93549,3.5282803,1474260
6.300036,7.697448,1496922
4.466491,12.703405,1524883
8.0072975,7.464205,1482350
-1.9457738,5.823464,1454758
20.283281,-12.0024805,1496607
13.760557,17.216955,1524938
4.442543,4.665312,1474089
7.9114056,6.9397354,1523894
24.712584,3.4476085,1473739
9.57711,9.705629,1452764
6.014794,7.7132897,1455096
6.122819,7.506639,1497821
2.9130056,7.531344,1474040
8.807406,1.3274455,1465981
5.837927,4.395705,1529012
20.307318,-12.027935,1484817
6.07559,7.8403606,1496415
8.303706,6.5063796,1465968
8.944978,6.8462977,1527873
7.394538,6.631648,1463789
7.3467293,7.2798905,1515879
8.9502125,5.4334755,1462897
7.942529,7.003888,1472099
7.998113,7.0819397,1471625
20.281708,-12.002043,1497454
6.1641293,7.7721195,1504659
-21.155334,10.217091,1456222
6.157653,7.7977858,1511363
8.397814,7.2644434,1511641
13.666672,6.5292444,1489883
6.1601458,7.692567,1494119
16.747211,26.860973,1474329
7.401585,6.9788485,1515690
8.200091,7.2119856,1473926
6.4325824,7.503191,1497599
11.765021,9.616815,1465506
13.991137,13.524846,1456975
7.584379,7.2308683,1526297
7.533806,6.9895015,1463374
8.918635,8.326949,1457152
7.4794536,8.27458,1519741
7.8355103,6.640879,1523407
9.313583,21.324602,1470020
4.4487653,4.6668277,1474388
4.454837,12.715579,1489190
8.302665,6.1097116,1526122
7.609006,7.5210896,1525752
8.95722,5.436636,1520602
4.4539475,4.666732,1474043
13.335897,3.8459861,1465482
20.287352,-11.987025,1497676
8.156125,7.163941,1501568
8.946677,5.4503264,1514769
6.5497527,9.688473,1497017
20.03787,-11.6474285,1509735
8.861641,7.3078914,1458864
6.0835586,7.636736,1497982
7.7148232,8.560871,1518039
21.093079,-3.9608793,1456941
7.138222,7.906321,1517577
7.212543,6.9025064,1517344
13.302321,10.853756,1496031
8.90122,1.2585665,1474087
10.595846,16.508432,1471321
-12.4078455,-4.77891,1458288
9.314724,21.321918,1460499
-1.8825425,18.37864,1474671
7.498219,7.4364824,1514646
8.192846,7.0205126,1469333
35.006557,4.3844523,1493597
9.590272,4.855677,1464108
5.985771,7.807716,1496440
10.226966,9.640651,1464420
8.469362,7.6680894,1465144
8.32349,6.714733,1484107
20.306835,-12.024218,1497700
4.2276373,9.762775,1526410
8.131622,7.2545013,1474344
5.8403444,4.394477,1478309
26.347452,37.83586,1474666
7.231146,6.7899866,1464149
7.83681,6.9537296,1460842
8.140613,7.0778213,1468595
5.801363,4.358196,1498887
9.305477,-3.2021492,1458624
8.525797,6.634261,1472897
9.065808,6.630586,1471389
8.472112,7.677014,1464121
-21.140995,10.188876,1465492
6.2022758,7.6601334,1489541
8.541627,7.582391,1455115
5.9614716,7.9341025,1497594
7.9329195,5.7174463,1517756
6.545248,9.694757,1517858
8.815932,1.3084513,1465973
8.363076,7.7298594,1491771
7.4882274,8.262509,1520480
7.6076465,6.7185426,1478184
2.9129736,7.531393,1474678
6.7848268,8.268009,1466452
7.718161,8.555604,1517804
4.7529645,6.7958045,1474046
6.99234,7.25529,1511383
15.294927,20.265984,1469349
8.847757,6.979188,1458329
9.305613,-3.2023332,1458639
6.2277775,7.613458,1493815
20.275063,-12.001664,1497772
4.35155,8.051247,1498966
8.583325,7.0092583,1503778
6.261107,7.6163435,1496407
8.206722,6.344181,1469925
6.9215403,8.683266,1503753
9.900018,9.656509,1478643
7.251391,6.908496,1477694
8.335776,7.583749,1491631
8.843667,1.2889552,1479019
24.723621,16.169394,1474035
-2.074328,5.9966245,1474525
8.871969,6.9379554,1464437
8.875188,7.5457034,1523583
15.294638,20.266708,1470168
15.294318,20.267185,1470782
-21.097069,10.333979,1465320
15.294042,20.267792,1469383
9.18054,9.316031,1469844
8.963455,5.447571,1489102
10.588166,9.329514,1491180
5.564368,8.063442,1502656
6.222043,7.8978286,1497061
6.3730826,7.74793,1499868
-1.9576324,5.8616147,1474568
7.9065375,6.8419538,1458918
6.1775985,7.7231784,1491643
-2.0071218,6.2730794,1516543
17.652277,20.743376,1455669
12.090811,-15.090298,1466606
8.048695,7.3428087,1482289
6.8016148,7.2495193,1510074
7.935656,5.7235785,1517878
24.518148,3.2986772,1474324
7.7479343,7.0614443,1526670
6.028412,7.602207,1496594
8.606891,6.8307686,1470636
16.748749,26.867006,1465967
6.992174,7.0975494,1500920
8.8221655,1.310624,1478898
6.275715,7.6706715,1484741
-2.0226274,5.9216933,1503009
4.468118,12.702319,1467931
-1.9792008,5.846435,1474576
8.126022,7.787974,1468555
9.291311,8.479714,1500147
