topic,word,peso
0,barsa,0.8431683073567299
0,madrid,0.29553599875826625
0,play,0.16024069674926983
0,goal,0.1403545665538349
0,win,0.13284419994808067
0,bar,0.11229446770741486
0,game,0.09126491178041941
0,today,0.09013444180594142
0,beat,0.08680576761674075
0,team,0.08002634889627473
1,negreira,0.7114747088951605
1,egreira,0.5594450702734585
1,thing,0.13470799647954948
1,today,0.09797776174967042
1,alive,0.08782324668768443
1,active,0.08698690067488439
1,spirit,0.08315991701091285
1,hey,0.07921712794869921
1,continue,0.07331947538381478
1,talk,0.059988661677666644
2,yellow,0.6883282219005888
2,vinicius,0.4115578290595182
2,negreira,0.30605097205416726
2,gavi,0.290941578851717
2,jong,0.1489336308649355
2,card,0.14846294982169567
2,vini,0.11676480343635595
2,foul,0.10709882100096388
2,referee,0.09185000696767798
2,munuera,0.07893017457198999
3,arbitration,0.5840009703255867
3,case,0.35798972406421875
3,negreira,0.31747035544781105
3,investigation,0.21442359667242253
3,rfef,0.20329232742149392
3,collaboration,0.17446168530833356
3,andreu,0.16978981519489628
3,secretary,0.1577529692596164
3,medina,0.15283374344362258
3,cantalejo,0.14314582917470167
4,cash,0.4817524282919886
4,month,0.45111528000498885
4,euros,0.38865939704102676
4,collection,0.28157776669436424
4,withdrew,0.27618806669213625
4,negreira,0.21265873041923503
4,money,0.1678636686062556
4,bara,0.15396172570743838
4,prosecutor,0.10240644580966066
4,office,0.0986150708910068
5,estrada,0.566970671518478
5,fernndez,0.49912802706327547
5,var,0.2911618950641391
5,referee,0.26993764164797496
5,lawsuit,0.2193252272883959
5,negreira,0.20810851494203103
5,complaint,0.14053119208577658
5,enrquez,0.13109614135809328
5,file,0.13083938573503337
5,appointment,0.12862943277070563
6,referee,0.8570992586537454
6,negreira,0.39472033344389623
6,egreira,0.10401176633774219
6,today,0.07661426769735326
6,match,0.07649504144668759
6,madrid,0.06119603315735007
6,son,0.053353751484337804
6,promotion,0.05119672953098738
6,thing,0.05008969565790461
6,left,0.04629530348535472
7,gavi,0.8430770865130941
7,negreira,0.3338182363700791
7,card,0.26498067399348046
7,thing,0.09601887433299575
7,son,0.08949138550795044
7,grandson,0.07377829764877544
7,expelled,0.055457078707421566
7,boy,0.055396771202047945
7,fault,0.053247154359980765
7,game,0.04893344643802379
8,egreira,0.5965288746172684
8,negreira,0.5447652603656237
8,case,0.26969036782351835
8,fault,0.23172051332738153
8,#negreira,0.10431638841382522
8,charge,0.08187732971226316
8,thing,0.07834764757734636
8,cash,0.07600484481657166
8,door,0.07600484481657166
