id,topic,positive_score,neutral_score,negative_score
1402544,0,0.03298394,0.7504074,0.21660861
1399955,0,0.46751174,0.5264189,0.006069327
1394714,0,0.067387044,0.92485625,0.0077566938
1384825,0,0.58838767,0.40825605,0.0033562952
1402916,0,0.5698181,0.42049864,0.009683236
1398172,0,0.045688275,0.89816904,0.056142632
1400489,0,0.90317136,0.09474624,0.0020823202
1401394,0,0.022579545,0.38844243,0.588978
1402910,0,0.01198929,0.27911496,0.70889574
1400466,0,0.35958958,0.41060534,0.22980517
1401926,0,0.075671665,0.9164991,0.007829257
1399588,0,0.03400908,0.35880274,0.6071882
1397399,0,0.7993858,0.18318361,0.017430607
1398190,0,0.19130825,0.78809327,0.020598529
1399607,0,0.82234806,0.17382988,0.003822075
1400600,0,0.06503092,0.8543842,0.08058486
1395794,0,0.56696606,0.40145275,0.031581204
1396712,0,0.97111386,0.026402833,0.0024833144
1402281,0,0.67220455,0.32319218,0.004603233
1402450,0,0.87197113,0.11448044,0.013548503
1400895,0,0.014526052,0.1217154,0.86375856
1401611,0,0.9863544,0.010380658,0.003264918
1400274,0,0.28150788,0.5481656,0.17032646
1397446,0,0.5501556,0.42522785,0.024616588
1397877,0,0.4193589,0.57677716,0.0038639465
1400031,0,0.076145045,0.7025292,0.22132577
1396205,0,0.9728473,0.025369192,0.0017835583
1402103,0,0.32567725,0.6708093,0.0035134098
1394403,0,0.9643029,0.032352585,0.0033445095
1398027,0,0.010960023,0.13488689,0.85415304
1395758,0,0.14076269,0.8537515,0.0054858206
1392298,0,0.077388786,0.8028155,0.11979572
1399851,0,0.18971378,0.5201042,0.290182
1393658,0,0.031243928,0.4128183,0.55593777
1392274,0,0.1750197,0.35073557,0.47424474
1397929,0,0.0075377147,0.20493533,0.787527
1402067,0,0.016837185,0.20789962,0.7752632
1399852,0,0.08206937,0.6514964,0.2664342
1402718,0,0.2557766,0.7317775,0.012445911
1397164,0,0.913361,0.08257618,0.004062856
1398671,0,0.012706092,0.73505014,0.2522438
1394328,0,0.09666284,0.86065215,0.042685002
1399322,0,0.9598489,0.038376432,0.0017746371
1390328,0,0.1651348,0.6443857,0.19047952
1394616,0,0.30432534,0.69199437,0.0036803205
1398759,0,0.6605173,0.33656874,0.0029140061
1399146,0,0.97649086,0.020701528,0.0028076223
1393556,0,0.63128465,0.36289468,0.005820646
1401148,0,0.6957374,0.28675058,0.017511955
1400628,0,0.3341663,0.575025,0.09080875
1402838,0,0.3219512,0.6737031,0.0043456405
1401517,0,0.95570576,0.04180574,0.002488543
1401779,0,0.056250118,0.25897837,0.68477154
1402665,0,0.8989616,0.09106514,0.009973298
1394923,0,0.7140521,0.28335053,0.0025973897
1387938,0,0.009509757,0.057663374,0.9328269
1385801,0,0.030010417,0.95783,0.012159611
1402388,0,0.91395015,0.07848516,0.0075646704
1400679,0,0.6063614,0.30550906,0.08812954
1402773,0,0.09757605,0.7121837,0.19024028
1401820,0,0.9801048,0.017578522,0.0023167438
1401733,0,0.041690633,0.92674047,0.031568877
1397919,0,0.27469847,0.7176325,0.0076690894
1401670,0,0.10938866,0.8861185,0.004492964
1391764,0,0.24602179,0.69747275,0.05650547
1399997,0,0.1584847,0.79593575,0.045579575
1402440,0,0.4221009,0.57551116,0.002387923
1386916,0,0.3767026,0.6203432,0.002954214
1401605,0,0.00636557,0.09056342,0.9030709
1401075,0,0.059573766,0.9200881,0.020338068
1402692,0,0.028893452,0.65656257,0.3145439
1401794,0,0.40693957,0.29956374,0.29349676
1402246,0,0.2641404,0.71794766,0.017911956
1401292,0,0.7770531,0.21791106,0.0050357697
1400301,0,0.6909767,0.30331624,0.0057070768
1401324,0,0.023021994,0.28324777,0.6937302
1396122,0,0.6687933,0.27969775,0.0515089
1396323,0,0.48437315,0.51022834,0.005398545
1402356,0,0.039742496,0.44582656,0.51443094
1400236,0,0.54504836,0.4017316,0.053220045
1400801,0,0.15776773,0.82667476,0.015557421
1391619,0,0.76995075,0.21842043,0.011628824
1401296,0,0.8629892,0.13188298,0.0051278495
1384853,0,0.043165475,0.92962235,0.027212236
1402235,0,0.07021249,0.9072598,0.02252767
1394617,0,0.9617696,0.036399286,0.0018311546
1400302,0,0.78207994,0.20304707,0.014872964
1400166,0,0.005730852,0.04989779,0.94437134
1402389,0,0.009156554,0.32258537,0.6682581
1402502,0,0.115947746,0.84388626,0.040165942
1392054,0,0.060673703,0.93431294,0.005013413
1401652,0,0.31190434,0.67820656,0.009889133
1399882,1,0.26509437,0.6659437,0.06896193
1402206,0,0.09529873,0.4035869,0.50111437
1402666,0,0.19206066,0.803327,0.0046123466
1401030,0,0.029090445,0.20384872,0.7670608
1399405,0,0.00963407,0.2338877,0.75647825
1402028,0,0.12017873,0.7675064,0.11231491
1399298,0,0.02950641,0.5917836,0.37871003
1401623,0,0.02012314,0.374323,0.60555375
1402887,0,0.14316128,0.8533058,0.0035329435
1394805,0,0.66508037,0.27584356,0.05907608
1400734,0,0.013386997,0.13019434,0.85641867
1391201,0,0.12942238,0.78422743,0.08635019
1401675,0,0.031000897,0.20390268,0.7650965
1399604,0,0.040468805,0.8085189,0.15101238
1388944,0,0.016150607,0.4317359,0.55211353
1402927,0,0.06880167,0.7983733,0.13282503
1402236,0,0.07280216,0.9072726,0.019925257
1392049,0,0.07376556,0.86237246,0.06386203
1392224,0,0.45213252,0.5360038,0.011863638
1400792,0,0.8768223,0.110489696,0.012688036
1401929,0,0.0078020813,0.16187942,0.83031857
1391761,0,0.060532596,0.7035679,0.23589954
1401862,0,0.8622205,0.117919214,0.019860318
1398527,0,0.042904664,0.85479033,0.102305055
1399570,0,0.7112805,0.2786127,0.010106795
1402006,0,0.0435439,0.865767,0.090689145
1398132,0,0.9421584,0.05506304,0.0027785918
1402411,0,0.44070873,0.5564626,0.0028286597
1395780,0,0.52191323,0.44819945,0.029887281
1385518,2,0.040480528,0.4115865,0.5479329
1398304,0,0.14609252,0.3814426,0.47246486
1400288,0,0.42565894,0.4459424,0.12839867
1388990,0,0.0152441645,0.71007246,0.27468336
1389058,0,0.058090743,0.4917236,0.45018572
1399731,0,0.71481353,0.27527043,0.009916028
1401123,0,0.008177605,0.1386115,0.85321087
1401829,0,0.317206,0.45688975,0.22590424
1396705,0,0.924165,0.07357248,0.0022625227
1399704,0,0.96847725,0.029989049,0.0015337401
1402528,0,0.13137452,0.762141,0.106484495
1402625,0,0.39082327,0.59238476,0.01679202
1400570,0,0.9800199,0.017042214,0.0029378817
1389775,0,0.02946256,0.95739526,0.0131422505
1401767,0,0.24329816,0.70227754,0.054424293
1401434,0,0.9133839,0.06120125,0.025414843
1391459,0,0.07254428,0.8562495,0.071206145
1401925,0,0.94581735,0.05106571,0.003116985
1400767,0,0.15304789,0.83218396,0.014768173
1397315,0,0.14957552,0.79768145,0.05274297
1402098,0,0.06686333,0.54066354,0.3924731
1398793,0,0.15542702,0.43446687,0.41010618
1401276,0,0.0058630905,0.058113,0.9360239
1400114,0,0.26460195,0.63427067,0.10112741
1402835,0,0.0786322,0.9143645,0.0070033413
1390792,0,0.009927113,0.6850443,0.30502853
1398984,0,0.016807253,0.24713546,0.7360573
1400857,0,0.0110988105,0.08265891,0.90624225
1402283,0,0.8245661,0.13922027,0.036213636
1402611,0,0.009043512,0.18182863,0.80912787
1390317,0,0.20925964,0.78645164,0.0042886827
1391878,0,0.18927093,0.7973602,0.013368918
1400517,0,0.97476035,0.022451397,0.0027883037
1394058,0,0.0524392,0.9047568,0.042804044
1402026,0,0.020469775,0.27301887,0.7065114
1400676,0,0.015281752,0.13363409,0.8510842
1402280,0,0.71310174,0.28100374,0.005894456
1400763,0,0.6728081,0.32185438,0.005337467
1391796,0,0.05072632,0.9408184,0.008455225
1401141,0,0.98849034,0.009327349,0.002182271
1402495,0,0.017055282,0.6109362,0.3720084
1400876,0,0.09362759,0.8881859,0.018186491
1397913,0,0.021351106,0.12138709,0.85726184
1396161,0,0.069806345,0.43431544,0.49587816
1394123,0,0.14786755,0.84903914,0.0030933253
1396612,0,0.028691638,0.17606807,0.7952403
1399760,0,0.015651518,0.20256583,0.7817827
1400664,0,0.01091732,0.14122868,0.84785396
1391388,0,0.98586833,0.01253532,0.0015963687
1388728,0,0.013353428,0.22086442,0.7657822
1401531,0,0.03630032,0.5283149,0.4353848
1390473,0,0.98560995,0.010660028,0.0037300128
1396572,0,0.004971847,0.053129446,0.9418987
1400703,0,0.8297128,0.16123714,0.009050074
1400603,0,0.2476398,0.5534383,0.19892186
1390798,0,0.08114757,0.7534354,0.16541706
1400817,0,0.41891092,0.49078822,0.09030087
1400770,0,0.11682691,0.4744392,0.4087339
1401444,0,0.09449728,0.51405,0.39145267
1390676,0,0.96090174,0.03484607,0.0042521344
1395066,0,0.054339834,0.17856716,0.76709294
1402775,0,0.023407236,0.5874916,0.38910115
1400521,0,0.97491336,0.020754084,0.004332568
1391008,0,0.04978935,0.8725533,0.07765735
1400717,0,0.19054888,0.80266774,0.006783472
1396844,0,0.8138807,0.18370476,0.0024145273
1385649,0,0.23739105,0.53892964,0.22367929
1390904,0,0.02145266,0.4879995,0.49054775
1400931,0,0.08038999,0.2694309,0.65017915
1398768,0,0.016971858,0.13085106,0.852177
1398111,0,0.7229329,0.2674282,0.009638916
1401708,0,0.6616837,0.30925727,0.029059062
1402856,0,0.009454102,0.26382825,0.72671765
1396442,0,0.027738743,0.4882487,0.48401254
1402417,0,0.8729639,0.124590725,0.0024453835
1401391,0,0.029052906,0.38023466,0.5907125
1391291,0,0.7869269,0.19734374,0.015729284
1395570,0,0.0152224405,0.22817321,0.7566044
1399104,0,0.6626873,0.33055362,0.006759081
1401103,0,0.1453422,0.4236964,0.43096146
1386312,0,0.30122346,0.69438016,0.004396398
1392089,0,0.7017218,0.24041967,0.057858516
1396723,0,0.023305828,0.6587246,0.3179696
1402513,0,0.009114607,0.4106392,0.58024615
1395560,0,0.9721077,0.023549069,0.0043432326
1398195,0,0.9019156,0.09127135,0.006813069
1400495,0,0.37089047,0.616486,0.012623447
1400536,0,0.7896044,0.20761465,0.0027809783
1398787,0,0.15312652,0.8377388,0.009134712
1399965,0,0.96190387,0.03586905,0.0022271082
1395605,0,0.05945927,0.93056715,0.009973541
1401533,0,0.030816581,0.32115304,0.6480304
1395436,0,0.016145527,0.17269243,0.81116205
1391542,0,0.44801024,0.5460802,0.005909593
1401947,0,0.93668103,0.055681355,0.0076375743
1396232,0,0.02316421,0.5338306,0.44300523
1399579,0,0.493274,0.4990124,0.007713531
1397435,0,0.25258976,0.7393781,0.008032158
1396363,0,0.014558776,0.2265607,0.7588805
1401987,0,0.039342523,0.71509147,0.24556604
1399707,0,0.119052425,0.8239786,0.056968953
1401805,0,0.04585413,0.40223277,0.551913
1398532,0,0.17097613,0.8084182,0.02060566
1391805,3,0.10779995,0.87622935,0.015970718
1402171,0,0.47100803,0.4530995,0.07589239
1393232,0,0.052290834,0.94295335,0.0047557456
1400913,0,0.95051944,0.0448384,0.004642173
1394151,0,0.9828287,0.013081401,0.004089905
1401676,0,0.42769313,0.45762736,0.11467955
1386706,0,0.026765322,0.9547181,0.018516483
1397726,0,0.060676273,0.90788805,0.03143565
1396850,0,0.082439505,0.9107716,0.006788914
1436105,1,0.16196421,0.82374126,0.014294553
1396224,0,0.0360931,0.9520559,0.011850977
1429793,0,0.71730745,0.2652687,0.01742378
1394941,0,0.67319566,0.3237168,0.0030875595
1534410,0,0.03594217,0.5872031,0.37685478
1529492,-1,0.014924782,0.85087436,0.13420081
1533480,2,0.0631902,0.37432432,0.5624855
1533822,0,0.061158862,0.86188495,0.07695618
1394530,0,0.97930956,0.018327678,0.0023627821
1400428,0,0.030934975,0.18610631,0.78295875
1402386,0,0.01489219,0.26100492,0.72410285
1395602,0,0.13677266,0.7065638,0.15666354
1392288,0,0.3278532,0.6625723,0.009574483
1539404,0,0.82784235,0.16880696,0.0033506597
1539968,2,0.06319022,0.37432432,0.5624855
1534746,3,0.0396296,0.9396313,0.020739123
1534766,-1,0.028221559,0.45226476,0.51951367
1539068,0,0.04784335,0.55252266,0.39963397
1534769,0,0.70868295,0.2445456,0.046771474
1538890,-1,0.038860496,0.61126286,0.34987664
1536092,0,0.016966775,0.8498145,0.1332187
1537592,0,0.75747365,0.22400583,0.018520508
1539952,2,0.049268942,0.6319553,0.31877568
1538870,0,0.10643938,0.8736186,0.019942002
1535102,2,0.101973526,0.8921673,0.0058591203
1538883,2,0.052521355,0.6101355,0.33734313
1538904,0,0.18379481,0.47760475,0.3386005
1402231,0,0.017146263,0.14110202,0.8417517
1537034,0,0.25694516,0.7270172,0.016037619
1538886,0,0.16744356,0.8196066,0.0129499165
1534892,2,0.04927443,0.59703285,0.35369274
1402917,0,0.14912948,0.7152252,0.13564524
1439381,0,0.66246045,0.32686237,0.010677237
1538704,0,0.025155969,0.9613211,0.013522956
1439222,0,0.955496,0.042659983,0.0018439995
1400532,0,0.016843598,0.40340704,0.57974935
1395036,0,0.9866996,0.010544249,0.0027561565
1396349,0,0.009580764,0.08264191,0.90777737
1398075,0,0.11454922,0.8783824,0.0070684375
1402064,0,0.30207852,0.6259011,0.07202039
1387198,0,0.018494302,0.94530463,0.036201045
1401009,0,0.054335114,0.9249055,0.020759406
1392007,0,0.024851942,0.39090386,0.58424425
1392256,0,0.96381986,0.034278143,0.0019019595
1396254,0,0.3963082,0.52847755,0.0752142
1402577,0,0.24137129,0.7515754,0.0070533105
1401100,0,0.030312669,0.3486624,0.6210249
1401381,0,0.13568792,0.40540314,0.45890892
1399312,0,0.037285566,0.9545505,0.008163951
1401013,0,0.907651,0.08008506,0.012263945
1402312,0,0.8644757,0.12589191,0.009632364
1402790,-1,0.050762188,0.40988407,0.5393538
1402133,0,0.59991175,0.3947472,0.005341119
1397568,0,0.9334209,0.06481833,0.0017607051
1399378,0,0.3204505,0.4632855,0.21626398
1400682,0,0.011669643,0.10892066,0.8794097
1385897,0,0.94955015,0.04707592,0.003373899
1399898,0,0.7257662,0.22810693,0.046126872
1398318,0,0.43236378,0.5353109,0.03232528
1401899,0,0.9142362,0.07955815,0.0062056687
1402387,0,0.0149510205,0.22967868,0.7553704
1395799,0,0.07718432,0.7046772,0.21813847
1392118,0,0.06713259,0.32918638,0.60368097
1396068,0,0.021892909,0.24063882,0.7374683
1398256,0,0.20460041,0.77773404,0.017665569
1401872,0,0.5686869,0.34108278,0.090230376
1402760,0,0.37036985,0.58346385,0.046166323
1399933,0,0.0453657,0.4117442,0.5428901
1400592,0,0.09755728,0.43621284,0.46622992
1400711,0,0.021536406,0.26736397,0.7110996
1398280,0,0.24093632,0.7534431,0.0056205937
1400815,0,0.042844906,0.1682656,0.78888947
1402251,0,0.9773637,0.020728024,0.0019083027
1396575,0,0.98584485,0.011696729,0.0024584404
1400762,0,0.072585575,0.9192965,0.008117929
1402641,0,0.38708544,0.601611,0.011303508
1402674,0,0.31423122,0.6612837,0.024485108
1392764,0,0.38222936,0.21855602,0.39921466
1397297,0,0.017260393,0.16731216,0.8154275
1401158,0,0.84497464,0.14885172,0.0061736293
1400055,0,0.05312524,0.8778262,0.06904857
1401850,0,0.008798451,0.12090996,0.87029153
1400511,0,0.94517267,0.051318813,0.003508455
1402109,0,0.793699,0.20273493,0.0035660246
1386560,0,0.028416978,0.9039268,0.067656144
1391001,0,0.24896415,0.7479223,0.0031134982
1391513,0,0.023782618,0.9585367,0.01768065
1399962,0,0.7330184,0.23459089,0.03239078
1395741,0,0.9020328,0.08989148,0.00807575
1400386,0,0.9683506,0.02797232,0.003677134
1400626,0,0.95649886,0.04136336,0.002137794
1401590,0,0.46400398,0.530219,0.0057769693
1401277,0,0.88780534,0.09735395,0.014840741
1400254,0,0.08040622,0.89125246,0.028341329
1400338,0,0.60710394,0.3689231,0.023972977
1400396,0,0.026931984,0.87265635,0.10041171
1401631,0,0.5130075,0.47779703,0.009195429
1396497,0,0.025293825,0.29405,0.68065614
1400413,0,0.9430976,0.047047634,0.009854809
1402681,0,0.8128306,0.18479612,0.0023732877
1400284,0,0.8355338,0.1353818,0.029084433
1402619,0,0.11976909,0.81459576,0.065635026
1402802,0,0.62295264,0.37140292,0.0056444416
1402969,0,0.009933096,0.44732895,0.54273796
1399425,0,0.0734588,0.9166977,0.009843494
1400738,0,0.8965435,0.08432381,0.019132722
1400609,0,0.19945477,0.5689737,0.23157148
1391797,0,0.8636966,0.13267882,0.003624618
1396927,0,0.013770071,0.2580361,0.72819376
1397199,0,0.09129274,0.8519971,0.05671017
1389980,0,0.019829364,0.2809869,0.69918376
1397012,0,0.15532762,0.837958,0.0067143994
1401615,0,0.0063945875,0.1785723,0.81503314
1400072,0,0.6829328,0.28309405,0.03397314
1400278,0,0.49049768,0.49389744,0.015604907
1401177,0,0.13125628,0.45766148,0.41108224
1385515,0,0.8927395,0.10458173,0.0026787445
1400088,0,0.98160917,0.016266627,0.0021242113
1402104,0,0.36456978,0.6304008,0.005029498
1402117,0,0.046277583,0.81679785,0.13692458
1400205,0,0.41411933,0.5806029,0.0052777645
1400637,0,0.026609017,0.18273142,0.7906596
1401134,0,0.16725007,0.7627527,0.06999723
1399306,0,0.014466128,0.1555686,0.82996523
1401328,0,0.01315832,0.15720844,0.8296332
1401645,0,0.933846,0.062307034,0.0038469073
1401787,0,0.0806928,0.67861134,0.24069592
1391273,0,0.96053743,0.03410066,0.0053618737
1399662,0,0.5908009,0.395864,0.013335149
1402510,0,0.009114609,0.41063914,0.5802462
1402597,0,0.25670987,0.7269429,0.016347189
1402866,0,0.58524853,0.41039893,0.004352517
1399989,0,0.24894196,0.29497868,0.4560794
1400392,0,0.008172078,0.14877884,0.84304905
1402473,0,0.99144757,0.006716384,0.0018360602
1402667,0,0.028232664,0.9251614,0.04660585
1400675,0,0.66256404,0.32412887,0.013307116
1385263,0,0.86989546,0.12577285,0.0043317
1396703,0,0.21758687,0.47546473,0.30694842
1402413,0,0.9097551,0.08545063,0.0047942777
1399984,0,0.028551048,0.51403326,0.45741576
1388881,0,0.9774571,0.019147953,0.003394924
1391599,0,0.6904088,0.3047359,0.0048552775
1401834,0,0.32003778,0.6685261,0.011436103
1392386,0,0.010902933,0.13120778,0.8578893
1399815,0,0.021557437,0.3644415,0.6140011
1388749,0,0.012341966,0.28952274,0.6981353
1398220,0,0.5873135,0.33742824,0.07525825
1401669,0,0.03904074,0.8868895,0.07406982
1385519,2,0.04133149,0.40544194,0.55322653
1396475,0,0.021822492,0.27692875,0.7012487
1398910,0,0.22635083,0.76872116,0.0049280887
1401021,0,0.011998381,0.081711486,0.9062902
1402317,0,0.84367913,0.15235318,0.0039676595
1396655,0,0.44550055,0.44369003,0.110809445
1399715,0,0.15733306,0.80233914,0.040327813
1398672,0,0.1703199,0.5242304,0.3054497
1385208,0,0.16420054,0.82887,0.006929521
1399562,0,0.58280677,0.41190863,0.005284633
1400950,0,0.044191323,0.8338275,0.121981174
1397504,0,0.09283718,0.8859712,0.021191632
1399737,0,0.972484,0.021853652,0.0056623337
1394047,0,0.009880584,0.11902359,0.8710958
1402549,0,0.047553014,0.82533526,0.12711172
1400320,0,0.7457869,0.23352602,0.020687131
1402682,0,0.45820662,0.5316408,0.010152512
1395915,0,0.06756778,0.89938307,0.033049155
1400671,0,0.006420538,0.0684107,0.9251687
1399278,0,0.2713311,0.6704433,0.058225654
1391446,0,0.41885698,0.57149374,0.009649255
1396031,0,0.0185481,0.46819204,0.5132599
1400319,0,0.21344343,0.76474464,0.021811856
1396265,0,0.98863554,0.009236238,0.0021282951
1402302,0,0.036207665,0.94801754,0.015774839
1397876,0,0.5755571,0.28572953,0.13871337
1393548,0,0.19224386,0.79869413,0.009062014
1390724,0,0.10763974,0.51901746,0.37334275
1396303,0,0.4315009,0.5138572,0.05464186
1399573,0,0.116404064,0.6166424,0.26695353
1399590,0,0.07959688,0.9060612,0.014341925
1399824,0,0.9754964,0.022878695,0.0016248167
1400783,0,0.8252796,0.17173937,0.0029810092
1398331,0,0.07633666,0.48415187,0.43951142
1399197,0,0.95285016,0.038646866,0.008502932
1387137,0,0.08768254,0.77068996,0.14162752
1402128,0,0.8489716,0.14900626,0.0020221153
1392041,0,0.111077234,0.87933683,0.009585989
1400616,0,0.98523486,0.012146069,0.0026190074
