Topic,Words,Frequency,Timestamp
19,"shakira, jam, jelly, strawberry, jar",140,2023-01-27
20,"twingo, shakira, ferrari, song, traded",67,2023-01-27
22,", love, pic, pie, mother",133,2023-01-27
23,"shakira, song, head, listen, mind",70,2023-01-27
24,"casio, rolex, shakira, watch, piqu",34,2023-01-27
25,"shakira, tiktok, song, dance, merengue",64,2023-01-27
26,"casio, shakira, blackrock, brand, shareholder",29,2023-01-27
27,"gelato, piqu, rakuten, bag, #rakuafl",146,2023-01-27
28,"children, shakira, song, mother, father",45,2023-01-27
29,"paquita, barrio, shakira, del, message",27,2023-01-27
30,"clara, shakira, chia, cha, song",52,2023-01-27
31,"karol, shakira, song, release, collaboration",110,2023-01-27
32,"wolf, shakira, guys, howling, chart",46,2023-01-27
33,"plagiarism, shakira, song, accused, briella",19,2023-01-27
34,"law, mother, shakira, video, #shakira",73,2023-01-27
35,"witch, shakira, law, mother, balcony",14,2023-01-27
36,"museum, grammy, exhibition, shakira, interact",272,2023-01-27
37,"piqu, shakira, instagram, follow, insta",26,2023-01-27
0,"piqu, clara, photo, gerard, cha",1410,2023-01-28
1,"piqu, shakira, song, gerard, clara",767,2023-01-28
2,"shakira, song, cheated, women, woman",433,2023-01-28
3,"today, peak, spike, dick, rush",703,2023-01-28
4,"shakira, song, @shakira, queen, love",263,2023-01-28
5,"miley, shakira, song, cyrus, flowers",149,2023-01-28
6,"shakira, women, money, billing, @shakira",133,2023-01-28
7,"@shakira, shakira, #shakira, love, @bizarrap",134,2023-01-28
8,"stings, stung, itchy, itch, mosquito",326,2023-01-28
9,"shakira, song, listen, singing, play",184,2023-01-28
10,"pike, today, play, woke, flamengo",287,2023-01-28
11,"shakira, song, love, listen, good",113,2023-01-28
12,"shakira, #models, #webcam, #egirls, #fit",128,2023-01-28
13,"shakira, spotify, music, song, artist",127,2023-01-28
14,"shakira, bzrp, session, bizarrap, song",54,2023-01-28
15,"shakira, song, listen, bad, good",88,2023-01-28
16,"shakira, mom, song, singing, listen",135,2023-01-28
17,"shakira, session, play, song, listen",95,2023-01-28
18,"piqu, twingo, casio, gerard, ferrari",42,2023-01-28
19,"shakira, jam, jelly, strawberry, jar",90,2023-01-28
20,"twingo, shakira, ferrari, traded, renault",50,2023-01-28
22,", love, pick, mother, video",76,2023-01-28
23,"shakira, song, head, listen, day",73,2023-01-28
24,"casio, rolex, shakira, watch, piqu",27,2023-01-28
25,"shakira, tiktok, song, dance, session",58,2023-01-28
26,"casio, shakira, song, #casio, @shakira",19,2023-01-28
27,"gelato, piqu, rakuten, bag, gelapique",85,2023-01-28
28,"children, shakira, song, rsula, piqu",25,2023-01-28
29,"paquita, shakira, barrio, del, #shakira",21,2023-01-28
30,"clara, shakira, chia, cha, song",42,2023-01-28
31,"karol, shakira, song, release, sony",198,2023-01-28
32,"wolf, shakira, guys, song, newbies",48,2023-01-28
33,"plagiarism, shakira, song, briella, accused",7,2023-01-28
34,"law, mother, shakira, video, centeno",57,2023-01-28
35,"witch, shakira, balcony, house, law",12,2023-01-28
36,"museum, grammy, exhibition, shakira, interact",91,2023-01-28
37,"piqu, shakira, abravane, lari, jadr",3,2023-01-28
0,"piqu, clara, photo, gerard, cha",302,2023-01-29
1,"piqu, shakira, song, mother, gerard",157,2023-01-29
2,"shakira, song, cheated, betrayed, woman",102,2023-01-29
3,"peak, spike, dick, today, rush",225,2023-01-29
4,"shakira, song, queen, girl, group",63,2023-01-29
5,"miley, shakira, song, cyrus, flowers",34,2023-01-29
6,"shakira, women, billing, money, song",30,2023-01-29
7,"shakira, @shakira, #shakira, #btspavedtheway, wow",26,2023-01-29
8,"stings, stung, itch, itchy, mosquito",105,2023-01-29
9,"shakira, song, listen, singing, play",60,2023-01-29
10,"pike, sdds, play, today, carnival",84,2023-01-29
11,"shakira, song, pra, good, listen",32,2023-01-29
12,"fancam, carrd, shakira, piqu, fcs",27,2023-01-29
13,"shakira, spotify, song, session, music",13,2023-01-29
14,"shakira, bzrp, session, bizarrap, song",30,2023-01-29
15,"song, shakira, uta, listen, tired",36,2023-01-29
16,"shakira, mom, song, play, singing",34,2023-01-29
17,"shakira, session, song, sessio, play",33,2023-01-29
18,"piqu, twingo, casio, ebay, mazda",6,2023-01-29
19,"shakira, jam, jelly, strawberry, refrigerator",12,2023-01-29
20,"twingo, ferrari, shakira, #aceite, #aceitedemotor",5,2023-01-29
22,"grognasse, ubi, conic, click, ",15,2023-01-29
23,"shakira, song, head, listen, mind",17,2023-01-29
24,"rolex, casio, shakira, watch, piqu",7,2023-01-29
25,"shakira, tiktok, song, dance, session",18,2023-01-29
26,"shakira, digital, winners, brand, conversation",1,2023-01-29
27,"gelato, piqu, rakuten, bag, amazon",23,2023-01-29
28,"shakira, children, mother, son, authoritarian",8,2023-01-29
29,"paquita, grandmother, shakira, neighborhood, #salpique",2,2023-01-29
30,"clara, shakira, chia, toll, song",7,2023-01-29
31,"karol, shakira, sony, song, music",17,2023-01-29
32,"wolf, shakira, guys, song, pa",12,2023-01-29
34,"law, mother, shakira, grab, saturn",7,2023-01-29
35,"azteca, witchcraft, law, shakira, mother",1,2023-01-29
36,"museum, grammy, exhibition, shakira, archive",15,2023-01-29
37,"piqu, instagram, shakira, messenger, skakira",2,2023-01-29
