,0,1
1090188,15.065579,4.7277784
1085697,19.57474,0.29578185
1088338,15.561832,5.8669853
1090126,15.607987,8.392722
1083481,14.701304,5.6530795
1086228,19.522688,2.6386375
1081494,20.39437,2.2338865
1086967,15.541187,4.9978814
1086792,16.203999,4.8812027
1087604,20.373644,1.1333609
1081206,14.866532,4.725954
1085902,16.827066,8.443756
1085728,8.506023,5.800644
1084319,21.328287,3.50647
1082028,15.977067,8.584622
1081682,19.712963,0.3502574
1089730,16.730858,8.13086
1081112,15.244166,8.395824
1085594,16.479156,4.895328
1083135,20.669245,3.7464118
1087564,18.832836,3.1776628
1087014,19.969816,2.1239877
1087992,17.449835,6.665608
1082294,21.442793,2.8033922
1085655,16.766762,4.6921134
1083739,20.789099,3.941329
1082668,21.278753,3.1581452
1088571,16.92849,7.435785
1084134,21.137238,1.3323872
1087257,20.712746,1.1027917
1085915,16.185886,6.423949
1082049,16.487978,4.7273474
1086568,19.405293,0.47660372
1089231,16.07675,8.68124
1087242,20.2344,4.254534
1086738,16.459034,4.8611736
1085128,20.79312,4.416591
1085094,20.38377,1.5877572
1086066,14.301073,5.4701595
1085893,20.847126,3.5609124
1086799,15.200536,4.7338543
1081055,16.722797,5.52906
1085155,21.01415,2.0012043
1085162,19.077469,0.32327473
1082211,18.46636,2.008936
1086766,13.508829,5.4539795
1087971,16.957516,7.408415
1086612,15.966642,6.0319314
1089170,16.20036,8.179439
1087482,16.4059,4.5680676
1086849,13.823567,5.643281
1086576,21.342915,3.3492877
1084356,21.685034,2.8436735
1089185,12.561107,5.170867
1089228,16.23208,7.9798098
1082778,20.572495,3.821819
1085205,19.52066,0.71478516
1085745,19.11604,1.0786438
1083953,20.86365,3.8790214
1082352,18.02292,6.4172673
1088199,16.770441,6.1385937
1082665,20.618633,1.7500219
1086459,16.274935,5.8419094
1083285,20.197138,4.008527
1088956,20.279112,1.7427939
1087581,21.243279,2.6271403
1082842,21.281872,4.315428
1086425,14.496912,4.792745
1083177,16.297844,4.6693625
1089095,16.638668,7.16325
1086440,20.110275,0.5793719
1082759,16.51153,5.8107677
1081130,14.676453,7.508595
1082709,18.185577,6.44307
1082121,20.610796,1.2021376
1084096,16.841238,5.7036724
1085188,19.485415,0.25158152
1083849,20.044275,0.26841787
1082030,13.262958,5.40337
1088860,16.43947,6.997399
1084080,20.965128,2.2682016
1085856,14.517113,5.8285265
1083224,14.016552,7.4805336
1081789,18.578754,3.516728
1087391,16.696344,4.6755567
1082158,21.213097,2.5584788
1083690,21.18975,3.995704
1087862,20.158098,5.0212007
1085438,20.699348,2.4958644
1089294,16.393251,8.594427
1081138,20.585543,3.3511105
1088991,13.874958,7.951383
1084868,21.637173,3.0059366
1085821,15.127591,6.1595984
1086763,14.267607,5.4374714
1081245,13.898245,7.9177547
1083833,20.520523,2.8084664
1089557,16.830215,6.385113
1083729,14.329089,5.1862044
1088492,21.188654,2.5494182
1088093,15.854767,6.9913716
1089887,19.487913,1.8498162
1080985,18.925632,0.867924
1088678,19.58338,0.19229014
1087051,21.617067,3.7759595
1088541,17.803978,6.13308
1084186,21.239397,3.024411
1088415,16.155407,8.373235
1084365,19.591896,0.26396194
1080792,19.99406,0.8415729
1084374,20.681814,0.7245224
1088653,20.462378,4.8762794
1085157,18.453022,3.3815625
1084770,21.270082,2.7612307
1080798,16.69129,7.470068
1081567,15.87141,8.063336
1089188,16.375,6.7275567
1087403,13.737724,4.8286576
1081279,14.120888,7.5721946
1084533,21.029072,1.0884645
1086575,18.22186,4.027679
1089113,17.039911,6.8552365
1085282,20.835556,0.72101027
1082136,16.358751,4.595124
1081965,16.546999,7.4213834
1085054,20.599123,1.1174978
1087424,18.545444,3.4562767
1088152,16.615107,7.39585
1085206,19.097635,0.33955887
1088404,20.989672,1.046602
1085501,15.632654,6.0119696
1084684,14.18908,5.911361
1083337,21.358936,1.7854391
1082282,16.303396,4.679932
1082935,21.097794,3.4691665
1084870,20.72462,1.8220267
1084918,19.501322,1.0391183
1081687,16.841597,6.6467214
1087979,20.715414,0.6343521
1085307,19.88411,1.9467151
1085997,14.777106,6.6184115
1085639,19.573814,0.26447845
1088175,16.945024,7.2147202
1089270,15.634271,9.040338
1082716,13.706242,5.446955
1089248,16.79837,6.875359
1085622,15.964599,3.9800823
1089695,17.428247,7.1397767
1081074,16.35494,8.39375
1082067,21.0978,2.0485685
1087350,15.562617,6.7752585
1083838,21.69738,3.6340353
1084239,19.816788,1.035154
1088740,16.098349,8.899243
1083002,15.730555,3.8167784
1081550,15.317877,8.409549
1085551,20.30625,4.0282016
1084463,15.526323,5.3078237
1085711,16.474459,4.889152
1089946,15.35404,7.149481
1084896,20.402143,1.5955129
1083498,20.678596,4.654819
1085374,20.332266,1.3932314
1087716,20.405111,3.8050258
1082437,20.785374,0.87033856
1089254,16.145721,7.2118354
1085331,16.322514,7.1760817
1090136,15.477695,8.391382
1081283,15.356868,8.342063
1085349,20.74138,1.6516497
1083126,15.094887,4.693553
1086596,16.337502,4.6384997
1081481,17.341087,7.016438
1080919,15.651298,6.6818542
1084682,15.68577,5.040642
1086565,14.978016,5.260014
1084720,21.543255,3.3944108
1082023,21.399641,3.4019783
1086097,15.244852,7.708097
1090135,20.408943,4.7330627
1087863,15.576856,8.267507
1088773,15.487429,8.758393
1085906,15.7840805,3.8884778
1089954,17.176323,6.943397
1085643,20.963896,1.1764419
1088408,15.645317,8.982918
1086730,19.13624,3.8773003
1085249,21.67111,2.8817408
1082321,15.00946,5.622808
1082542,21.347847,3.9757483
1085193,16.039574,6.8655653
1088517,15.494331,8.505031
1083785,20.850435,2.2634737
1088287,20.49741,4.3668747
1086688,14.247641,5.5305624
1086106,15.268149,8.315401
1082786,20.575996,3.8165731
1084602,20.882643,4.456446
1088088,16.804844,6.775833
1088429,15.557009,5.836308
1085216,20.97196,3.2700894
1082386,20.079706,2.6804142
1084658,20.429308,2.5280347
1089076,16.030437,8.8685255
1089220,15.64387,8.988509
1081466,19.725975,0.76356167
1085671,14.610408,5.642028
1081460,20.404043,2.0899959
1084058,21.105583,1.8766999
1087753,20.099064,1.1168102
1084816,20.711369,3.8443205
1083220,13.537575,5.8272967
1087576,21.616066,3.785691
1089701,15.571043,8.411426
1089235,20.018604,4.139707
1089320,15.557717,8.126267
1088733,13.9220295,5.182758
1083767,20.227652,3.8489876
1082790,21.52484,3.708292
1086292,15.279904,8.363626
1086578,20.740429,4.970166
1086041,20.485565,1.678598
1083520,21.331917,3.5926745
1087033,14.505066,5.50573
1088819,21.43914,3.6263347
1088609,16.129692,6.967792
1080828,16.957645,6.594898
1087041,14.331246,5.581919
1080938,20.804697,2.2633924
1081997,20.949018,2.5159209
1085217,15.880517,5.8262067
1082326,21.32238,3.8596995
1090055,14.842893,6.8308444
1087926,20.782318,4.942146
1084472,19.76924,4.439637
1089097,15.4739,8.128502
1082693,15.285069,8.330327
1085390,20.451693,1.7531303
1085573,14.243487,5.0029726
1089736,16.878384,6.6218452
1088808,13.504498,5.9390006
1084488,20.04207,0.78001153
1087035,21.032984,2.115228
1082042,21.068193,3.3085823
1080858,17.119078,6.0805283
1087185,15.376093,7.8523984
1082578,19.869076,2.3400254
1089694,16.068619,6.909997
1086845,15.448485,5.0279827
1088414,16.629112,6.9033875
1087483,14.5072155,5.5415483
1089085,16.884212,6.8055935
1087224,21.049818,3.095194
1086298,18.222557,3.9509184
1081854,15.262824,7.071148
1087724,19.633337,0.69928473
1086156,16.818531,8.442846
1082644,16.62671,7.3879013
1087319,14.263107,5.713096
1083858,20.645191,4.7538886
1088106,20.563398,5.1910753
1087631,20.371164,5.092028
1088726,16.83996,6.5816965
1084299,20.4286,5.4680605
1087525,14.925915,5.296693
1086686,16.036144,8.666324
1081630,14.071889,5.750749
1087366,16.003105,8.63715
1082466,17.827608,6.324592
1083964,21.276686,3.8049073
1088951,19.967325,3.5738566
1081558,19.708126,0.53957057
1085079,19.36987,0.763962
1085504,21.138302,4.102975
1083292,19.880272,1.7135354
1083813,14.856148,7.0239716
1083826,20.913963,3.4953609
1088376,15.540614,9.318715
1081316,18.212376,6.4484286
1088452,15.35147,8.520636
1087190,15.559484,4.9904156
1082944,20.84019,3.6504464
1082973,13.824036,5.472626
1081606,14.883907,7.795712
1087105,14.186746,5.2096143
1082483,20.96875,2.0247638
1082249,15.911064,8.073525
1085634,18.734993,3.1106784
1083588,21.23369,3.416523
1081194,14.438714,7.501247
1084740,20.492693,3.9734578
1084670,19.817661,2.9881234
1082823,21.434748,3.5096948
1081856,17.383644,7.1599727
1080850,15.1871805,8.462664
1083473,20.603176,0.5860169
1084338,19.541872,1.0500546
1081982,20.267769,4.5868845
1086685,15.672549,6.432633
1088824,16.018166,8.602889
1085290,19.811363,0.9529913
1086116,18.495518,2.5011032
1082343,19.952934,0.71371984
1085576,20.903442,2.7316892
1082425,20.42712,2.981383
1086561,14.335925,5.9086905
1082608,16.014902,8.675972
1087771,15.448388,5.4499946
1083413,21.112825,3.4245121
1088788,16.73299,6.1736
1089934,16.522255,6.6458335
1085874,15.599234,3.674587
1082001,20.271383,3.824167
1088119,15.6815605,5.253893
1087210,14.252527,4.645052
1087966,16.588799,6.7355328
1088463,16.924366,7.4619837
1086136,13.94226,5.141815
1085439,13.64872,5.3469205
1089174,15.689294,6.5275893
1084545,21.330841,3.4111536
1083954,21.569893,3.4546635
1086976,14.716779,4.693864
1086420,18.53925,4.655158
1086064,21.384462,3.7070723
1086746,18.330105,3.3488393
1088391,18.224752,6.4128723
1088556,16.39826,7.288079
1084195,20.704323,0.61681896
1085008,19.473381,1.7211543
1088155,20.842453,3.9163053
1089685,14.784274,5.2676163
1084097,15.133022,6.194042
1090066,17.589474,6.1315956
1089656,15.803319,8.692583
1086336,18.551535,2.3324604
1081871,17.262007,6.4259214
1084455,19.898539,1.1236501
1080868,15.670506,8.641208
1086163,18.194216,4.11156
1089129,14.408785,4.575446
1084847,19.156988,0.37973168
1085385,18.420143,3.3999925
1089105,16.135138,6.6723065
1085667,20.527979,4.386076
1086301,15.437035,5.4871306
1089881,20.613672,4.658344
1081395,16.539583,6.1268177
1081428,15.846641,7.123691
1085953,15.374493,5.542363
1085266,15.783427,4.2655354
1085395,18.765404,3.211506
1089413,16.1804,7.797447
1088873,14.211531,7.7661476
1081731,15.588378,5.392617
1088831,16.706179,8.299845
1082291,21.108536,1.2256488
1081094,16.961685,6.706678
1088837,16.25747,6.968694
1087198,15.431844,4.9625726
1086714,13.730692,4.853786
1089164,16.036184,8.581984
1081015,19.917608,3.1342773
1089487,14.6456995,7.3917003
1086726,18.931057,1.8188106
1081419,16.246498,8.78617
1087712,14.374901,5.3388634
1084140,20.704268,3.8016667
1084430,20.259195,2.7354267
1082666,15.843184,5.434825
1081090,15.9361925,9.016254
1086490,21.376514,2.9769173
1087089,20.999235,2.1259866
1081255,14.085422,7.7881613
1084570,20.62247,2.078649
1084370,18.851017,3.2390954
1082723,20.108427,0.7233988
1082007,21.566832,3.708278
1089705,14.28636,5.8736506
1081329,14.448872,7.547621
1082711,18.59929,3.5129647
1084244,20.749462,3.5929933
1085355,20.934462,1.2780296
1089038,14.859423,7.71405
1084116,20.539156,3.4500163
1088312,15.117294,7.184795
1083465,20.749796,5.0481787
1086279,19.482552,3.1482358
1086249,18.597445,3.4404862
1088006,21.09648,1.0897928
1083147,13.188867,5.3796577
1088148,20.772987,4.5280952
1087059,19.108877,1.1810881
1089044,16.007233,8.875017
1088078,19.855192,0.57309186
1087818,19.101086,0.8688281
1080896,17.34012,7.1133823
1088044,19.841282,0.69507104
1083808,20.912128,2.850917
1084532,20.232677,3.6065161
1081380,14.251439,7.763793
1090102,20.947044,3.8826787
1089999,20.523918,4.7213078
1084324,20.871706,3.3168454
1084503,20.42318,2.6382604
1089120,15.93775,8.054602
1080843,15.296755,6.2618175
1081777,20.722017,5.0881824
1081065,17.283606,6.768202
1083296,15.646578,3.6040564
1089349,16.098,7.2160964
1086914,20.290834,1.0581397
1089239,15.854371,7.0462203
1085799,16.15561,4.284918
1084294,21.373037,3.491561
1084025,19.973223,2.619696
1087194,14.065566,5.0883136
1088852,15.810992,6.645364
1085931,16.297272,4.366007
1087974,17.637924,6.129151
1083955,19.889912,4.644107
1086843,14.243776,5.937051
1086887,20.97055,1.4366944
1089587,20.73042,4.4149857
1086937,14.0330715,5.276589
1088828,16.279875,8.168215
1088267,19.69894,0.6967113
1081365,14.50776,7.490645
1085367,16.975615,7.3807836
1082547,20.857738,3.8590589
1083111,21.419884,3.7131457
1089383,15.700209,8.933057
1088179,15.713015,8.968203
1087060,16.61787,5.8771687
1085577,19.54914,0.8476106
1085866,15.945525,4.032988
1085961,21.258867,3.8075728
1087251,15.147499,5.4331055
1086719,15.383237,5.153121
1082958,21.141745,3.0130339
1081032,15.62988,7.353576
1085626,21.5299,3.5409133
1083395,20.52901,3.438981
1089983,13.924103,7.8978243
1087639,19.978283,3.007931
1086288,15.570996,6.095904
1086902,20.866909,2.4469872
1081950,17.360895,7.226667
1086620,18.653414,4.142793
1085851,19.951216,0.71150243
1085789,19.561605,0.30893898
1082175,20.64044,4.838285
1081083,17.8538,6.2494707
1083935,20.512257,3.528318
1086034,15.506558,7.079115
1089708,19.833588,3.8619626
1082017,19.016586,1.0237883
1086997,16.803686,6.1710906
1087230,15.633042,6.1290517
1084795,21.415148,2.7163706
1083423,21.083334,3.1542313
1084848,20.736692,2.001564
1084721,15.027898,6.987068
1086623,21.04855,2.0885596
1088573,20.496464,4.465566
1085221,19.658495,0.22361062
1083562,13.798107,5.2527227
1086740,15.06398,4.712761
1087050,20.140926,3.2389927
1086900,21.064314,3.8828924
1088249,20.34445,4.3497286
1085885,20.443476,5.4715123
1082521,20.757982,2.7494986
1089616,19.526096,0.48348117
1085858,21.559582,3.7204473
1082680,18.192696,6.4342346
1081049,16.88592,7.3904266
1084306,15.726592,5.554538
1084727,20.164032,3.8751168
1089580,15.89535,8.042224
1087500,14.137364,4.9491754
1085646,20.826015,1.2140405
1080931,13.278951,5.4570813
1083870,21.595587,3.6710212
1082862,20.279718,2.182213
1084644,20.248642,3.9773524
1087728,20.452433,2.0322256
1083535,20.47416,3.371711
1086829,14.577121,5.4818554
1085156,20.021093,2.1612391
1085695,14.072259,5.1538157
1081480,17.5722,7.195544
1084408,21.388506,3.5968342
1081128,16.838968,6.1848497
1087888,20.240225,0.6040299
1087585,18.867226,3.2436578
1085611,16.224112,4.28106
1084020,20.751415,3.901296
1084936,20.96311,3.8794606
1083189,15.826414,5.2648277
1080840,16.33369,6.7811875
1083532,21.018057,3.6926534
1081081,16.276093,6.5473757
1082991,20.488846,3.7437742
1082870,16.437115,6.244986
1085247,20.631956,3.632329
1082587,21.46282,3.283275
1089646,15.864988,8.887637
1084402,20.689508,0.90609056
1085979,14.213533,5.7117243
1081141,20.818554,1.3434315
1089939,14.45491,6.141055
1080980,16.738188,7.0431924
1083975,20.518066,0.86828095
1086853,14.203674,5.067403
1084576,14.619004,4.639331
1085305,19.541655,1.9526782
1085133,19.130995,0.34433258
1084506,21.054205,3.0951195
1085597,21.63312,2.85079
1086049,19.869776,4.7837396
1089261,16.793371,8.450184
1088882,16.111998,7.9567046
1085940,14.594315,6.831938
1081165,18.768549,1.06337
1086774,15.582625,6.098228
1085687,19.742262,0.85573393
1090164,15.164183,6.158679
1089075,16.353039,6.8464084
1085918,18.551956,3.472675
1089119,16.628328,7.2340846
1084930,19.513708,0.9148865
1087270,14.083424,5.443713
1084461,18.436972,3.6740062
1088154,21.017754,1.0394752
1085848,19.89654,0.7169592
1084141,21.670383,2.887958
1083282,18.939598,1.8033324
1089631,13.224777,5.4471645
1082717,21.50866,3.8081725
1082194,20.569077,3.8904839
1083972,21.06576,1.5851177
1084873,20.191818,1.4163009
1086562,20.367775,0.7914674
1088397,16.887617,7.271419
1088013,20.514433,4.490776
1083487,20.839102,5.0930862
1081641,16.417543,6.03725
1083015,20.403397,4.011631
1081432,21.109192,4.154359
1090138,15.640011,8.473989
1082838,16.268362,5.1926026
1085515,16.11818,6.8826637
1086526,14.210503,5.37895
1085369,19.242033,3.8558738
1083223,19.58446,0.19018197
1085250,16.311205,4.3871627
1086280,18.812216,3.3433204
1086506,14.267434,5.50181
1084663,20.6006,2.6854928
1089899,18.3799,3.8118162
1088094,16.829102,6.800407
1084131,18.580746,3.4270725
1084666,15.535621,4.9805584
1086912,16.253061,4.78046
1087009,14.514855,5.2158766
1086539,15.282204,5.0706754
1088299,15.300797,5.8340335
1086512,15.500717,5.081569
1084267,16.809816,6.997529
1088330,20.870321,4.3007045
1088455,15.7523575,8.803692
1081654,16.629972,4.844689
1082646,20.71454,3.2978847
1087261,14.065018,5.016362
1088202,18.428701,3.4593377
1087706,20.188847,3.848921
1083841,19.1347,0.33982304
1085056,18.6151,3.3908231
1081258,20.397627,2.283181
1081939,16.574068,6.9478674
1086767,20.365032,1.148294
1088336,16.580887,8.247096
1089289,16.64857,8.396628
1086704,19.758505,1.0252649
1086045,15.200664,5.510014
1083418,20.493853,2.8666794
1085520,14.987349,4.6080437
1082020,17.022602,7.0470347
1082532,13.169149,5.4367146
1084568,14.430934,5.6190944
1085827,16.310808,5.1035194
1087901,19.873533,0.75627697
1085679,15.662495,4.671699
1089508,15.733862,8.835404
1082910,13.919284,5.228404
1087141,14.468175,5.5924954
1081003,19.918894,3.3621705
1088780,16.03914,8.8001795
1083059,15.885466,8.889944
1080994,17.53044,7.1660457
1085086,21.343702,2.1947355
1082048,20.785393,0.6539868
1081845,16.634468,7.176878
1082977,15.625023,6.09529
1089137,15.899423,7.97758
1085785,9.950852,5.6906633
1086385,14.359934,5.76491
1087605,19.698858,2.6587884
1087182,21.006418,2.3048763
1086399,19.37657,0.31186628
1089714,16.58034,8.375516
1083393,21.086878,0.9589667
1089302,14.547084,7.5314965
1087586,14.242571,5.4393725
1089513,16.459229,7.09643
1082325,20.01016,0.79021716
1081044,16.026733,8.359648
1084732,21.116758,1.12545
1085131,20.322138,2.3548372
1086361,16.253613,4.287935
1083940,19.670685,1.5004817
1086614,14.458391,4.679032
1083744,20.706646,0.62081
1083499,19.45955,1.0398983
1086330,16.221193,4.236259
1086812,14.822353,5.622362
1087133,15.570417,5.0822525
1089265,20.848396,4.4367146
1083815,20.702528,3.5827312
1083601,20.36653,5.0588636
1089670,16.561934,7.193525
1083672,15.356147,5.129202
1085015,21.147997,1.6624174
1088695,16.94034,7.075796
1084817,15.435,5.274958
1087370,16.379498,8.829182
1085924,20.593603,1.7841461
1084578,19.492533,3.6445322
1083161,21.089376,3.074917
1087399,14.311413,5.3785167
1081240,13.995548,7.8529296
1084101,16.270103,5.327211
1090057,15.552226,6.333839
1089371,15.438504,6.1042137
1087588,20.406544,1.2439665
1086921,14.402236,4.576313
1081525,19.511314,0.22380261
1083993,21.225307,1.520701
1081605,14.957457,5.4080076
1084469,20.45539,1.5923885
1089669,15.223216,6.1008253
1088568,15.438256,6.4278865
1082620,14.407485,5.513497
1087822,20.33906,0.56190455
1089250,19.042309,1.0485529
1087798,19.884377,2.3622215
1086101,19.525051,0.25542268
1082940,17.383753,6.6813073
1089258,15.9470825,8.842492
1081277,14.2484455,7.753211
1089066,15.604744,6.0804696
1085901,20.342924,2.6666417
1085676,20.697336,5.017076
1088080,20.822577,4.215988
1089192,12.565786,5.173654
1086538,16.589561,6.101129
1086981,20.331196,0.9415448
1085434,16.135365,8.7376795
1084780,19.451351,0.34336707
1086938,14.889845,5.7484894
1083299,21.049515,1.0456086
1088024,16.831278,5.5391994
1087741,20.33871,1.2531806
1085444,14.164739,5.0391903
1083023,15.537081,4.6336465
1082826,20.67238,3.8316476
1083397,20.538172,1.2104068
1083170,16.17452,5.4855356
1081741,19.950611,1.4041004
1089768,16.252201,8.678033
1089409,15.858741,8.711572
1088861,16.491774,7.7679386
1083496,21.21458,1.8008474
1082626,15.299311,8.384573
