topic,word,peso
0,piqu,0.9126409288032682
0,clara,0.17742973970821233
0,photo,0.163866307603272
0,cha,0.1180639095049978
0,gerard,0.1166349054184793
0,league,0.0743878590795795
0,unfaithful,0.05716767549227495
0,uploaded,0.05521070165070662
0,chia,0.05240452147550598
0,girlfriend,0.05040328551785846
1,piqu,0.6983232308201154
1,shakira,0.6513908379330379
1,song,0.16532577142658733
1,clara,0.06862834378915803
1,gerard,0.06119862387460723
1,children,0.04680923082019336
1,mother,0.04295181452834956
1,#shakira,0.041692659059780535
1,cha,0.038110292302340226
1,thing,0.03805007573994458
2,miley,0.7316765791303685
2,shakira,0.5051376135974275
2,cyrus,0.2844983765768847
2,song,0.24714881520700993
2,flowers,0.14487256372696958
2,@mileycyrus,0.06070143077848959
2,love,0.05761257431074793
2,#mileycyrus,0.05257875152233964
2,exes,0.045666892552123334
2,listen,0.042904361806250096
3,shakira,0.9835457773594852
3,queen,0.11284159968828257
3,quee,0.04059152245488105
3,song,0.04037765461619532
3,love,0.0331659917889813
3,goddess,0.03222062244173242
3,hot,0.029033573129275486
3,beautiful,0.027257992914246874
3,@shakira,0.027216733027132883
3,woman,0.025569052014704864
4,pike,0.9902444426179507
4,today,0.042785728137732994
4,play,0.0336690657068834
4,carnival,0.021426826072843432
4,good,0.019642538826868332
4,day,0.019468462293018494
4,hide,0.01825571574336172
4,#bbb23,0.016983399571620494
4,morning,0.016142717294926973
4,start,0.015709125825541865
5,shakira,0.4686388972415765
5,spotify,0.3742448359264568
5,session,0.1946025984010732
5,song,0.1906569487876774
5,music,0.18809238489217653
5,monthly,0.18711363669380254
5,artist,0.18550072376774823
5,#1,0.1829715704881026
5,latin,0.17963966638462167
5,bzrp,0.17790613948088352
6,energy,0.30142626964459274
6,spike,0.27404147949522434
6,today,0.2592166021362371
6,rush,0.24116323179453736
6,day,0.21706704715781885
6,sleep,0.18664459097513011
6,nerve,0.17472898548232
6,mood,0.17306179546907163
6,gym,0.1687695422638091
6,morning,0.16258344147347598
7,gelato,0.8213219977763517
7,piqu,0.31545105283633734
7,bag,0.1999413604263694
7,lucky,0.13476722714781345
7,gelapique,0.12920966127843136
7,loungewear,0.11635683802862033
7,rakuten,0.11273588373749305
7,pajamas,0.1012420253056898
7,amazon,0.08988695858163953
7,sale,0.07966776704967173
8,@shakira,0.8252139043949006
8,#shakira,0.3380948147588929
8,shakira,0.3018999306030563
8,@bizarrap,0.1432312103790694
8,love,0.13331955217823319
8,@3gerardpique,0.07711282221591054
8,#shakiraxbizarrap,0.0751466985141561
8,#shakirabzrp,0.06982429536946068
8,@shakiramedia,0.06359729223649796
8,queen,0.050244102654887636
9,shakira,0.7074942661290756
9,bizarrap,0.42625740717796384
9,bzrp,0.3467079250704345
9,session,0.324610123202145
9,song,0.1849985972120941
9,biza,0.11405053396928262
9,listen,0.09587464232142323
9,music,0.043374628531321104
9,good,0.038708733009221605
9,collaboration,0.035071871536742925
10,shakira,0.5744899897512823
10,jelly,0.5095590567040972
10,jam,0.4808513601504665
10,strawberry,0.19889909896043673
10,jar,0.17148896553989545
10,eat,0.15763292061974427
10,ate,0.13279621257310945
10,discovered,0.10713055153309452
10,betrayed,0.08385880282230511
10,fridge,0.080352533231113
11,stings,0.8376833015517074
11,stung,0.5040948276136054
11,bee,0.0645299139544502
11,bite,0.05540968625367377
11,mosquito,0.04906407086219222
11,damn,0.045411559540618616
11,bitten,0.039508110584357256
11,wasp,0.030571939965748356
11,time,0.028642618531655388
11,eyes,0.028597627011459834
12,@c,0.5969460288707996
12,@casio0ficia,0.42517510156618266
12,raffle,0.3331516725709298
12,costs,0.30686067902158626
12,participate,0.27106738977013867
12,rolex,0.2506248693529172
12,casio,0.18944874425931865
12,follow,0.16821236986643825
12,watch,0.14527925355274154
12,time,0.13586855787300667
13,shakira,0.6724922786287888
13,mom,0.4662105304235131
13,song,0.37027035664519126
13,listen,0.198123855907598
13,singing,0.17939836185697725
13,dad,0.17673336563988698
13,session,0.12351840380370196
13,mother,0.10802478551597591
13,play,0.09291248507203419
13,bzrp,0.0914931645470584
14,piqu,0.5814952905111986
14,twingo,0.5504705376401198
14,casio,0.4158523665402475
14,league,0.17308880001527388
14,kings,0.13676947781629634
14,arrived,0.13108017565129193
14,gerard,0.12413955485179441
14,sponsor,0.11658846947229376
14,ferrari,0.10602799184836662
14,shakira,0.09805606859600603
15,shakira,0.7561294902074539
15,song,0.2837776129534626
15,feminist,0.2821440284870523
15,criticize,0.20230947635301513
15,women,0.1605921765189427
15,feminism,0.15185148207130267
15,people,0.12034221563328895
15,men,0.11588390750590823
15,sexist,0.10714984947134137
15,woman,0.0993316432711833
16,,0.8217412796167151
16,love,0.23160509202287724
16,click,0.1612054280567904
16,pic,0.14644108835431804
16,pick,0.1455905468382135
16,queen,0.1293870976062455
16,deserve,0.1237519648124815
16,mother,0.11833276351250274
16,chop,0.08603601472968658
16,piqu,0.05909475122972137
17,women,0.9079652778073835
17,shakira,0.3277910546228466
17,money,0.16852741913930405
17,@shakira,0.09091110197214458
17,billing,0.06710731908549665
17,#shakira,0.061529047208956106
17,toll,0.053859666425928494
17,song,0.04932884757067797
17,crying,0.03915923080500842
17,phrase,0.03147289215712787
18,shakira,0.7308418231067764
18,session,0.5963368440264023
18,play,0.15807923099419482
18,sessio,0.14996549486362426
18,song,0.11368564185372892
18,listen,0.10040723935917363
18,ibiza,0.08025871955959667
18,stadium,0.06635906136844054
18,good,0.05668387575722825
18,quevedo,0.04715389143288319
19,shakira,0.6903573105279569
19,song,0.6764264724370503
19,good,0.1541254967436141
19,love,0.10625119307599844
19,listen,0.08579419394469745
19,catchy,0.06657688617727994
19,great,0.03337615524830806
19,lyrics,0.02697334705080694
19,music,0.023068813186330573
19,time,0.022651367889824255
20,twingo,0.6849799859685557
20,shakira,0.4412929746479039
20,ferrari,0.42707005303969
20,traded,0.2041291467567156
20,renault,0.1265890495266282
20,car,0.12238825889098093
20,#twingo,0.09498084227316743
