topic,word,weight
-1,the,0.024103247237274937
-1,https,0.0211989267102305
-1,co,0.021165912950364116
-1,nepoding,0.019578336887201984
-1,of,0.018901270950383547
-1,and,0.017540211371310153
-1,to,0.01716065814464927
-1,in,0.01702372731209668
-1,chess,0.015658649700805095
-1,game,0.015109640295784772
0,fide_chess,0.08025927895009168
0,phchess,0.03968606586223682
0,vishy64theking,0.032880219150236166
0,you,0.03047530106936591
0,it,0.023365218454447785
0,he,0.0212621132688854
0,is,0.02057947164119007
0,this,0.019938054551485975
0,that,0.01747678125314687
0,to,0.01675229084324023
1,phchess,0.054622161365736145
1,russian,0.029669606099171658
1,fide_chess,0.029053340410898677
1,you,0.02651692375956303
1,war,0.025179810265568887
1,they,0.024423478203006593
1,is,0.024302325432465636
1,and,0.0237040832350159
1,to,0.022733235423591118
1,the,0.022477260551127174
2,glazersout,0.0626172440897795
2,นอ,0.05640638895616132
2,ชาอ,0.05640638895616132
2,cskvspbks,0.05092485603411738
2,กเถอะม,0.04858741764684336
2,เล,0.04858741764684336
2,azerbaijangp,0.04505563309182502
2,konnecthaixchaeunwoo,0.044630579949449314
2,motogp,0.0396873075367097
2,الهلال_اوراوا,0.03587089438450849
3,champion,0.05164097295847673
3,liren,0.05044813221851369
3,world,0.048155372310949254
3,ding,0.043648790467662825
3,chess,0.038462578161745996
3,the,0.03473446002498694
3,china,0.03254688291029089
3,chinese,0.03169721571447295
3,dingliren,0.028645151184931838
3,first,0.022939084138032275
4,ecuonline,0.12504511474391622
4,susanpolgar,0.11819504682647566
4,chessdom,0.10980250481987398
4,lichess,0.10610007180323157
4,europeechecs,0.10244500536500994
4,chesscom,0.09528385136247053
4,womchess,0.08693132039487794
4,onthequeenside,0.06942629876540146
4,fide_chess,0.04486131489023378
4,piacramling,0.022969009574571625
5,nepoding,0.07998118282037525
5,co,0.06477840520773126
5,https,0.06468439120112138
5,this,0.024195859559096495
5,is,0.019603136544265137
5,what,0.01959835508136871
5,re,0.01909690419224973
5,the,0.01735898421607262
5,they,0.016325589498798854
5,you,0.015445877565065292
6,magnus,0.08868618361073675
6,carlsen,0.040359668975738484
6,world,0.030040938888660215
6,is,0.02671880858805196
6,the,0.026009354953607663
6,chess,0.02568597264353814
6,champion,0.023118307096571786
6,to,0.021741498822534004
6,he,0.019604860486615267
6,that,0.019271584720820165
7,nepo,0.07483107712995414
7,ding,0.05150994251710586
7,the,0.027794543287242377
7,nepoding,0.02742030788072458
7,to,0.02308090323750267
7,and,0.022622650246585548
7,is,0.022471641679249563
7,he,0.01932617004235883
7,co,0.019143294937024876
7,https,0.01911551194590348
8,de,0.05545980185660538
8,chess,0.05054567966486652
8,checkmate,0.04875175363555715
8,chessgame,0.03201319229231882
8,foryou,0.0316417608594437
8,chessboard,0.03012989851189946
8,viral,0.02998096271084836
8,reels,0.02960918922104572
8,entertainment,0.02859135709984451
8,que,0.02845164958528492
9,worldchesschampionship,0.14220566800224138
9,nepoding,0.04226246729371821
9,co,0.03579334391006077
9,https,0.035741396418297745
9,the,0.02866500337777181
9,ding,0.02713473959326743
9,this,0.023289240799470756
9,for,0.021875545911886004
9,is,0.020215457166297975
9,of,0.019459174777790952
10,magnuscarlsen,0.06672870613810884
10,gmwesleyso123,0.06199404010643125
10,hansmokeniemann,0.05135870311001354
10,amp,0.0503480153834873
10,chess960,0.04958345914175843
10,sergeykaryakin,0.048779962406967324
10,fischerrandom,0.0458930520744531
10,racist,0.045399874270712834
10,9lx,0.04443428277338153
10,chess9lx,0.04428920822293933
11,wildcard,0.14887373053300448
11,2019,0.14550304637186848
11,wfrcc,0.12699891040273326
11,as,0.09207144477145318
11,runner,0.09062869886747132
11,2020,0.0903574328727579
11,frc,0.0903574328727579
11,unlike,0.08983813728153515
11,2018,0.08879277358893005
11,andriybar,0.08551760018521105
12,liren,0.07071670411549208
12,nepomniachtchi,0.052335648707040626
12,ding,0.05162839469506844
12,ian,0.04607414631289189
12,co,0.0362301650995634
12,https,0.03617758364174231
12,nepoding,0.032230054283810934
12,game,0.029664288972067684
12,gm,0.02857761454979163
12,the,0.026551442384904193
13,white,0.0990565841948116
13,play,0.050059840498462335
13,black,0.040873235918094435
13,by,0.03489528177384395
13,nepoding,0.03389269979636031
13,to,0.03366800560163122
13,mate,0.028948236685833774
13,chess,0.027069953498032314
13,co,0.02608414938845949
13,https,0.026046293016646137
14,the,0.039828607854042866
14,game,0.03937123338954789
14,draw,0.03837396744782198
14,championship,0.03613747735806332
14,world,0.03574248267158487
14,will,0.0344083848834643
14,nepoding,0.0313866752824236
14,fide,0.02985694530476742
14,of,0.02926508974887381
14,match,0.027928362178389485
15,nepo,0.10232664781280572
15,nepoding,0.0385934097517902
15,co,0.028469849975177063
15,https,0.028428531195328042
15,to,0.022994519081204125
15,game,0.022436139269041297
15,the,0.02012805591511842
15,he,0.02001505449064291
15,worldchesschampionship,0.019885857122248912
15,for,0.019771608272252487
16,tech_mahindra,0.055808688537162296
16,jagdishmitra,0.05474774563979476
16,c_p_gurnani,0.05095202376184318
16,_paragshah,0.05075162097001537
16,globalchessleague,0.046665700326555336
16,gcl,0.04420961083568401
16,vishy64theking,0.040301561913714264
16,thebigmove,0.039652955766595915
16,dubaisc,0.034368178094230296
16,dubaichess,0.0328736670849251
17,ding,0.07153389231639296
17,chess,0.03965794515919597
17,nepoding,0.033588657343998025
17,game,0.029232366097187396
17,worldchesschampionship,0.029187920472988193
17,is,0.026531718719585567
17,rapport,0.023865860366719692
17,the,0.020980105080638217
17,to,0.02004285131675302
17,it,0.019333268018565396
18,chess,0.05806982139536153
18,nepoding,0.047528829743583995
18,co,0.03254153863369481
18,https,0.032494310542506184
18,is,0.02447519813594422
18,you,0.02331812021091511
18,the,0.02257954990478028
18,of,0.022121203495207287
18,it,0.020730947419658
18,game,0.01861973554264531
19,nepoding,0.053909069843314554
19,game,0.048770651998683225
19,match,0.04748460974594508
19,co,0.041133634127023436
19,https,0.04107393618079729
19,the,0.029855292640428462
19,of,0.024206279668582808
19,this,0.019313798675038362
19,it,0.019070953306187688
19,in,0.017892453431776555
20,wc,0.1986803035036712
