topic,word,peso
0,negreira,0.7475583874274031
0,egreira,0.5657274790566548
0,thing,0.11577178399452288
0,today,0.0742634535461019
0,case,0.06096635567966889
0,talk,0.05689657219941948
0,spirit,0.054617682827712795
0,alive,0.054617682827712795
0,hey,0.05447772341964545
0,munuera,0.05373994711322066
1,madrid,0.7171001714618118
1,barsa,0.5416313832039263
1,play,0.1702909662344157
1,beat,0.12724717269144523
1,real,0.1198275455673295
1,win,0.11775705415849164
1,today,0.1105314032667952
1,day,0.08059945687666745
1,tomorrow,0.07479023915891848
1,lose,0.06408104086738452
2,yellow,0.6644952350793516
2,vinicius,0.4401751875684876
2,negreira,0.32949077827913936
2,gavi,0.29842577229855655
2,card,0.1439034267050825
2,jong,0.12677596457181795
2,vini,0.1221097746239393
2,referee,0.0988384472381408
2,foul,0.0980124169288192
2,munuera,0.07617555806407232
3,referee,0.8386691333619642
3,negreira,0.4238078949304465
3,egreira,0.1217048817963556
3,promotion,0.07056025343709643
3,today,0.0630492773406612
3,match,0.05620871550924013
3,munuera,0.05360131573424604
3,son,0.05326511679060025
3,madrid,0.050344367168625496
3,thing,0.048854016914848426
4,madrid,0.5963087675628707
4,barsa,0.4138202682451952
4,goal,0.24707828396793746
4,game,0.21900462376012095
4,match,0.2147643914506461
4,play,0.18127038633946452
4,bad,0.15926183992088316
4,possession,0.11108162602774001
4,good,0.10693389365251676
4,defense,0.0908218046572106
5,bar,0.9462146165798384
5,steal,0.11812495596432246
5,today,0.07916312031199847
5,robbery,0.06717552405199037
5,eat,0.05615818301352618
5,ass,0.054898872560532545
5,barsa,0.05415393312086116
5,lose,0.050879236834923285
5,time,0.04852190809870415
5,guys,0.048252723657721305
6,gavi,0.8161102131956987
6,negreira,0.37084957265620705
6,card,0.295350987266229
6,son,0.1056475139183273
6,grandson,0.08388071659480031
6,thing,0.07536543447557714
6,boy,0.05823091340124506
6,expelled,0.05544554699550759
6,continue,0.052304117507849426
6,fault,0.04554097182923636
7,madrid,0.6704093946863546
7,barsa,0.6126397084895181
7,atltico,0.2152367160531018
7,betis,0.08608090978183293
7,real,0.06861562475665799
7,complex,0.06429616844478807
7,sevilla,0.05962830726404358
7,fucking,0.05380917901327545
7,europe,0.05200123105788194
7,cadiz,0.05164854586909975
8,barsa,0.7320250367911919
8,win,0.5666470933738798
8,qsi,0.10536080468632422
8,uploaded,0.08807491551945258
8,today,0.08466617483280915
8,bet,0.08463540651446066
8,story,0.06865107272552935
8,dream,0.06514111791713657
8,hope,0.06498830584383962
8,happy,0.06289002640681231
9,uefa,0.6316638552795925
9,case,0.35432583325971123
9,federation,0.2736761839332611
9,negreira,0.2684439696682337
9,investigation,0.21129455031934422
9,spanish,0.2097845466353761
9,rfef,0.18618611396542925
9,request,0.18225700679366047
9,asked,0.15008979672609146
9,barcelona,0.10257956576490669
10,boy,0.8732648367350782
10,negreira,0.39526973273973615
10,egreira,0.12136244389025694
10,fucking,0.05439728737947399
10,unpresentable,0.05358223635072473
10,gangster,0.05060614951898845
10,disgusting,0.04571340331027037
10,business,0.0448168934728527
10,hahahahahahahaha,0.0448168934728527
10,steal,0.042217031916455226
11,estrada,0.5921610738699498
11,fernndez,0.46115489274871024
11,cta,0.2620042506075628
11,negreira,0.2432779248188578
11,lawsuit,0.21695639649707063
11,file,0.19114044505809685
11,investigation,0.13998102542753899
11,complaint,0.13017383789824238
11,denounce,0.11264352271994149
11,@ctarfef,0.10498576907065423
12,xavi,0.8143841838607011
12,barsa,0.35758195537312676
12,play,0.16160716048803744
12,style,0.14568851447908657
12,game,0.09601125914945398
12,defend,0.09270400006486965
12,good,0.07308961951407021
12,team,0.07082364813796811
12,guardiola,0.06682272192003658
12,today,0.06513886049763734
13,goal,0.7707762867594373
13,barsa,0.5049511345460527
13,goa,0.1667759841426474
13,score,0.10928312132089214
13,shot,0.08067870005921139
13,minutes,0.0729173982587105
13,typical,0.06167462088784652
13,xddd,0.05342101146322675
13,rebound,0.051585471278520235
13,fifa,0.051585471278520235
