id,topic,positive_score,neutral_score,negative_score
1395495,19,0.9205854,0.07627631,0.0031383038
1398166,14,0.54248804,0.4524253,0.005086582
1396043,20,0.7938856,0.20125559,0.0048588547
1400270,1,0.98701966,0.011283227,0.0016971059
1389265,-1,0.49650732,0.499914,0.0035786575
1397102,37,0.94036114,0.05599252,0.0036463581
1396689,6,0.9479179,0.04805807,0.004024077
1394085,0,0.0935386,0.88778317,0.018678257
1398482,20,0.7938856,0.20125559,0.0048588547
1390675,-1,0.71151835,0.2838585,0.0046231407
1401369,-1,0.10416077,0.4616185,0.43422076
1399088,-1,0.10416077,0.4616185,0.43422076
1401461,19,0.9205854,0.07627631,0.0031383038
1401171,-1,0.028840335,0.44108817,0.53007144
1396187,6,0.018439151,0.78731465,0.19424617
1392876,-1,0.15377054,0.8293851,0.016844401
1397673,20,0.79388565,0.2012555,0.004858853
1393229,-1,0.05153695,0.9438298,0.0046333326
1393144,33,0.2912208,0.7049154,0.0038638462
1395660,14,0.54248804,0.4524253,0.005086582
1399496,-1,0.8379124,0.16027093,0.0018166675
1393151,18,0.027595958,0.8258082,0.14659587
1401003,-1,0.10416077,0.4616185,0.43422076
1401760,20,0.7938856,0.20125559,0.0048588547
1395420,1,0.004263703,0.04451368,0.95122254
1392411,-1,0.87507343,0.12123363,0.0036929855
1400078,-1,0.10416077,0.4616185,0.43422076
1393373,-1,0.041286293,0.9505786,0.0081351
1395511,14,0.542488,0.4524254,0.0050865817
1402350,-1,0.014753417,0.3766068,0.6086398
1399325,6,0.096144974,0.3816193,0.5222357
1392182,-1,0.97197646,0.024668226,0.0033552616
1400715,19,0.89159685,0.10557343,0.002829661
1394214,-1,0.9904081,0.0077247447,0.001867153
1399131,-1,0.028840335,0.44108817,0.53007144
1399491,1,0.98701966,0.011283227,0.0016971059
1401651,19,0.9205854,0.07627631,0.0031383038
1393292,20,0.79388565,0.2012555,0.004858853
1396489,-1,0.9746824,0.022420503,0.0028971387
1392452,18,0.027595948,0.8258082,0.14659582
1400861,2,0.1349576,0.802798,0.06224443
1401980,-1,0.13799818,0.81486005,0.047141757
1398895,2,0.75218725,0.24485816,0.0029545964
1401953,1,0.9850413,0.013171018,0.0017876659
1398231,-1,0.87507343,0.12123363,0.0036929855
1396485,25,0.3395139,0.65698946,0.0034966862
1400271,-1,0.69372046,0.2839029,0.022376599
1398394,19,0.9205854,0.07627631,0.0031383038
1391176,-1,0.03351298,0.44384503,0.522642
1402621,30,0.9114272,0.08568903,0.0028837672
1399716,-1,0.028840335,0.44108817,0.53007144
1400129,19,0.9205854,0.07627631,0.0031383038
1400475,2,0.6033168,0.39301136,0.003671872
1397179,-1,0.3544139,0.6397166,0.005869513
1398889,14,0.54248804,0.4524253,0.005086582
1399629,20,0.7938856,0.20125559,0.0048588547
1391165,3,0.981632,0.016841514,0.0015264272
1397140,1,0.31181434,0.5166966,0.17148907
1399686,-1,0.14327057,0.8293049,0.02742458
1398218,1,0.011240108,0.14632319,0.8424367
1401307,-1,0.028840335,0.44108823,0.53007144
1393230,-1,0.97946805,0.0185244,0.0020075857
1396036,14,0.542488,0.4524254,0.0050865817
1385378,-1,0.027615959,0.6973053,0.27507874
1385209,0,0.98604625,0.011554865,0.0023988655
1393385,0,0.9674181,0.030701773,0.0018801335
1393010,0,0.03119517,0.54483813,0.42396677
1399005,14,0.54248804,0.4524253,0.005086582
1397978,3,0.89107317,0.1048591,0.0040677493
1393047,-1,0.9597896,0.038183026,0.0020274378
1399183,18,0.027595948,0.8258082,0.1465958
1401154,1,0.6138036,0.32942468,0.05677169
1393262,-1,0.9892484,0.00794276,0.002808793
1400120,-1,0.93833625,0.05854543,0.0031183176
1396204,18,0.027595948,0.8258082,0.14659582
1395634,-1,0.48557493,0.51022285,0.0042022276
1396853,20,0.7938856,0.20125559,0.0048588547
1400222,1,0.011240108,0.14632319,0.8424367
1401625,19,0.9205854,0.07627631,0.0031383038
1396678,-1,0.9904081,0.0077247447,0.001867153
1397676,2,0.07475249,0.90079707,0.02445043
1396461,-1,0.9760523,0.020377325,0.003570443
1392160,-1,0.15247782,0.54850715,0.29901502
1394694,19,0.9205854,0.07627631,0.0031383038
1398930,1,0.3143601,0.6749446,0.01069536
1395255,0,0.14877574,0.58288926,0.26833507
1401801,-1,0.69372046,0.28390297,0.02237659
1399875,5,0.009196264,0.2490042,0.7417995
1400543,19,0.9205854,0.07627631,0.0031383038
1391414,-1,0.018948765,0.75564635,0.22540483
1394391,33,0.29122075,0.70491546,0.0038638446
1401201,-1,0.028840335,0.44108823,0.53007144
1396586,1,0.040515218,0.5820736,0.37741113
1386141,-1,0.018585974,0.45593807,0.5254759
1392631,-1,0.03649171,0.9568336,0.006674706
1397289,14,0.54248804,0.4524253,0.005086582
1395328,-1,0.3769463,0.559968,0.063085705
1399086,14,0.542488,0.4524254,0.0050865817
1397330,14,0.542488,0.4524254,0.0050865817
1395731,-1,0.3769463,0.559968,0.063085705
1394244,-1,0.9904081,0.0077247415,0.0018671523
1398921,-1,0.17929506,0.8037092,0.016995726
1399423,14,0.54248804,0.4524253,0.005086582
1394110,-1,0.94855225,0.048547875,0.0028998924
1401966,1,0.80943346,0.17750542,0.0130611705
1388150,3,0.0183882,0.42403957,0.5575723
1391902,-1,0.3769463,0.559968,0.063085705
1389975,9,0.016114393,0.3188897,0.66499597
1398266,20,0.7938856,0.20125559,0.0048588547
1401714,19,0.9205854,0.07627631,0.0031383038
1398498,-1,0.9904081,0.0077247447,0.001867153
1401827,3,0.008150542,0.12843005,0.86341935
1397291,18,0.027595948,0.8258082,0.1465958
1401562,-1,0.69372046,0.28390297,0.022376599
1397372,-1,0.87507343,0.12123363,0.0036929855
1399009,18,0.027595958,0.8258082,0.14659587
1402830,-1,0.26548335,0.70914143,0.025375128
1402806,-1,0.126322,0.798661,0.07501695
1400053,18,0.027595948,0.8258082,0.14659582
1402765,-1,0.47285274,0.46017677,0.0669705
1392657,-1,0.9760523,0.020377325,0.003570443
1402923,0,0.015900103,0.49125227,0.4928477
1396456,-1,0.9573288,0.040976327,0.0016949042
1400041,3,0.89107317,0.104859136,0.0040677493
1402340,-1,0.01565345,0.5073664,0.4769801
1399506,14,0.54248804,0.4524253,0.005086582
1394938,14,0.542488,0.4524254,0.0050865817
1398164,0,0.059449524,0.6576198,0.28293064
1393900,3,0.02457843,0.5031239,0.47229773
1398808,14,0.54248804,0.4524253,0.005086582
1396492,20,0.7938856,0.20125559,0.0048588547
1401353,6,0.040287297,0.7811773,0.17853542
1400849,-1,0.48557493,0.51022285,0.0042022294
1400345,-1,0.93833625,0.058545366,0.0031183145
1401462,-1,0.18493974,0.7839232,0.031137029
1398100,14,0.542488,0.4524254,0.0050865817
1398152,18,0.027595948,0.8258082,0.14659582
1388801,5,0.02373338,0.510753,0.4655137
1395268,-1,0.7487603,0.24744219,0.0037975428
1399871,19,0.89159685,0.10557343,0.002829661
1396294,1,0.22639988,0.6155437,0.15805635
1397547,-1,0.9777439,0.019119706,0.0031363277
1394779,3,0.023012446,0.1609563,0.81603134
1400547,15,0.9340876,0.062986165,0.0029262563
1401061,2,0.05502609,0.3825984,0.5623755
1400400,-1,0.48557493,0.51022285,0.0042022294
1402348,0,0.096409656,0.8964468,0.0071434854
1399408,14,0.54248804,0.4524253,0.005086582
1396390,18,0.027595948,0.8258082,0.14659582
1402895,5,0.0232908,0.57640046,0.40030873
1398784,20,0.7938856,0.20125559,0.0048588547
1401695,7,0.01049455,0.17438845,0.815117
1401540,19,0.9205854,0.07627631,0.0031383038
1387319,9,0.41046688,0.58506906,0.0044639786
1396092,-1,0.03838852,0.34961873,0.6119927
1398341,-1,0.7487603,0.24744219,0.0037975428
1399126,20,0.7938856,0.20125559,0.0048588547
1401706,20,0.7938856,0.20125559,0.0048588547
1398842,-1,0.041286293,0.9505786,0.0081351
1392355,1,0.36474136,0.41643345,0.2188252
1399281,14,0.54248804,0.4524253,0.005086582
1399358,24,0.01511139,0.33716288,0.6477257
1397868,7,0.4006474,0.35671654,0.24263604
1400907,2,0.87492204,0.12045575,0.0046221856
1398458,1,0.011240108,0.14632319,0.8424367
1398159,18,0.027595948,0.8258082,0.14659582
1395100,14,0.54248804,0.4524253,0.005086582
1398961,19,0.9205854,0.07627631,0.0031383038
1400577,-1,0.06835494,0.4935316,0.43811345
1388044,0,0.0065673827,0.041727357,0.9517053
1399142,19,0.9205854,0.07627631,0.0031383038
1396775,7,0.7694384,0.22541314,0.005148484
1398853,-1,0.17929506,0.8037092,0.016995726
1396072,6,0.7658203,0.23209092,0.0020888145
1398798,0,0.8889666,0.104815304,0.006218078
1393120,-1,0.3769463,0.559968,0.063085705
1399346,14,0.54248804,0.4524253,0.005086582
1399185,19,0.9205854,0.07627631,0.0031383038
1400937,1,0.022457339,0.8433872,0.1341555
1394025,-1,0.41636315,0.55888295,0.024753887
1400377,1,0.011240108,0.14632319,0.8424367
1400571,1,0.011240108,0.14632319,0.8424367
1396761,18,0.027595948,0.8258082,0.1465958
1385175,3,0.07683407,0.76997316,0.15319276
1402677,2,0.6164185,0.36147514,0.022106402
1401500,19,0.9205854,0.07627631,0.0031383038
1399537,37,0.96851414,0.028370935,0.003114963
1401888,2,0.90888345,0.08577248,0.0053440607
1402879,5,0.014763566,0.6368569,0.3483795
1399454,-1,0.87507343,0.12123363,0.0036929855
1401048,1,0.0227714,0.96507716,0.012151397
1391794,-1,0.3769463,0.559968,0.063085705
1396459,37,0.978336,0.019786598,0.0018773931
1398476,-1,0.17929506,0.8037092,0.016995726
1392186,20,0.7938856,0.20125559,0.0048588547
1401647,9,0.9779179,0.019963998,0.0021181556
1401507,20,0.7938856,0.20125559,0.0048588547
1400480,24,0.01511139,0.33716288,0.6477257
1399463,-1,0.8379124,0.16027093,0.0018166675
1397941,20,0.7938855,0.20125565,0.004858856
1394977,-1,0.9028183,0.09484876,0.0023329286
1402498,22,0.041178666,0.4001764,0.5586449
1401746,19,0.9205854,0.07627631,0.0031383038
1396496,14,0.54248804,0.4524253,0.0050865845
1401534,19,0.9205854,0.07627631,0.0031383038
1396464,-1,0.95497864,0.04260518,0.0024161336
1398829,-1,0.93833625,0.058545366,0.0031183132
1394098,-1,0.8962896,0.09946969,0.0042407187
1401255,19,0.9205854,0.07627631,0.0031383038
1395371,1,0.018271208,0.24151929,0.7402095
1399171,2,0.87492204,0.12045578,0.0046221856
1396396,25,0.3395139,0.65698946,0.0034966862
1399797,3,0.9839125,0.014105258,0.0019821592
1397070,6,0.15127894,0.8331258,0.015595296
1402463,33,0.16116828,0.83404726,0.0047845356
1400660,7,0.6182796,0.37884346,0.0028770028
1396490,-1,0.9892484,0.007942764,0.002808793
1398955,14,0.54248804,0.4524253,0.005086582
1400224,20,0.7938855,0.20125565,0.004858856
1400712,19,0.9205854,0.07627631,0.0031383038
1399969,2,0.48490667,0.4192038,0.095889546
1396972,19,0.9205854,0.07627631,0.0031383038
1401790,-1,0.69372046,0.28390297,0.022376599
1400910,20,0.7938856,0.20125559,0.0048588547
1393533,7,0.1425163,0.84973854,0.007745148
1402261,-1,0.906353,0.092007875,0.0016391104
1400585,-1,0.69372046,0.28390297,0.022376599
1397304,6,0.00908505,0.062097255,0.92881763
1390139,5,0.06099552,0.8485021,0.09050248
1395847,1,0.00445936,0.043261852,0.95227885
1398478,-1,0.8962896,0.09946969,0.0042407187
1401831,2,0.41241243,0.4219075,0.1656801
1396743,25,0.3395139,0.65698946,0.0034966862
1398104,-1,0.33868566,0.6290599,0.032254428
1399530,-1,0.87507343,0.12123363,0.0036929855
1401373,-1,0.010653688,0.24951276,0.73983353
1393825,1,0.4964952,0.44319797,0.060306795
1399842,-1,0.87507343,0.12123363,0.0036929855
1399540,-1,0.93833625,0.05854543,0.0031183176
1397562,-1,0.9720652,0.026094735,0.0018400215
1402476,-1,0.077166,0.9179206,0.0049134055
1398250,30,0.010968469,0.21490794,0.77412355
1401811,1,0.73780745,0.22988802,0.032304507
1391980,-1,0.60786664,0.38878557,0.0033477684
1396682,6,0.018439151,0.78731465,0.19424617
1397184,-1,0.009790836,0.2804835,0.7097256
1396895,-1,0.33868566,0.6290599,0.032254428
1399321,-1,0.16958155,0.7821371,0.048281368
1401681,19,0.9205854,0.07627631,0.0031383038
1397797,-1,0.9904081,0.0077247415,0.0018671523
1397690,-1,0.87507343,0.12123363,0.0036929855
1400499,1,0.011240108,0.14632319,0.8424367
1402401,1,0.044573728,0.9495294,0.0058968808
1395247,3,0.02457843,0.5031239,0.47229773
1396966,-1,0.03649171,0.9568336,0.006674706
1398762,-1,0.03943283,0.35049632,0.6100708
1400818,3,0.23516242,0.74445236,0.0203852
1398928,37,0.9756384,0.021485534,0.0028761437
1400273,15,0.9340876,0.062986165,0.0029262563
1400983,-1,0.07716598,0.91792065,0.0049134083
1398382,14,0.54248804,0.4524253,0.005086582
1401287,-1,0.028840335,0.44108817,0.53007144
1401502,20,0.7938856,0.20125559,0.0048588547
1396345,19,0.9205854,0.07627631,0.0031383038
1391879,-1,0.94855225,0.048547875,0.002899891
1393267,-1,0.88794684,0.106386326,0.0056668725
1400506,-1,0.7487603,0.24744219,0.0037975428
1401489,20,0.7938855,0.20125565,0.004858856
1396156,25,0.3395139,0.65698946,0.0034966862
1400889,19,0.9205854,0.07627631,0.0031383038
1402227,3,0.22826445,0.6759899,0.0957456
1400587,-1,0.48557493,0.51022285,0.0042022294
1399665,7,0.066292666,0.8159396,0.11776767
1400802,30,0.011175779,0.13935524,0.84946895
1396711,18,0.027595948,0.8258082,0.1465958
1402001,1,0.012314016,0.20844735,0.7792386
1401207,1,0.3244656,0.62955666,0.04597773
1398246,27,0.16373211,0.41720164,0.41906622
1401555,2,0.25087208,0.6713563,0.07777154
1395488,19,0.9205854,0.07627635,0.0031383054
1400403,-1,0.028840335,0.44108817,0.53007144
1397756,18,0.027595948,0.8258082,0.14659582
1402620,2,0.88041645,0.11726225,0.0023213075
1400207,2,0.98018485,0.017230567,0.0025846602
1400411,-1,0.87507343,0.12123363,0.0036929855
1396166,25,0.3395139,0.65698946,0.0034966862
1401789,-1,0.72585064,0.27068132,0.00346799
1397838,25,0.3395139,0.65698946,0.0034966862
1395484,19,0.9205854,0.07627631,0.0031383038
1399850,3,0.34614936,0.6348495,0.019001193
1391428,2,0.027981149,0.9358323,0.036186595
1390829,-1,0.981632,0.016841514,0.0015264272
1401309,6,0.07405048,0.52951086,0.39643866
1393538,18,0.027595948,0.8258082,0.1465958
1384850,-1,0.0944411,0.9012368,0.0043221666
1398682,-1,0.027602507,0.922288,0.050109427
1394693,-1,0.041286293,0.9505786,0.0081351
1398044,20,0.7938856,0.20125559,0.0048588547
1400668,-1,0.9308051,0.054933984,0.014260936
1400891,-1,0.53844035,0.45663738,0.004922269
1401758,6,0.92641366,0.069745,0.0038413005
1399846,-1,0.8962896,0.09946969,0.0042407187
1396469,-1,0.97456723,0.02210689,0.0033258847
1391567,0,0.9770472,0.019360706,0.0035921007
1402287,9,0.047853846,0.8721749,0.07997119
1395614,-1,0.3769463,0.559968,0.063085705
1398243,3,0.029725093,0.45042604,0.5198488
1401058,19,0.9205854,0.07627631,0.0031383038
1398127,14,0.54248804,0.4524253,0.0050865845
1395473,1,0.8855267,0.104220085,0.010253155
1392107,6,0.07611757,0.9055652,0.018317245
1397675,18,0.027595948,0.8258082,0.14659582
1394980,20,0.7938856,0.20125559,0.0048588547
1400393,1,0.39835906,0.5805507,0.021090323
1396350,19,0.9205854,0.07627631,0.0031383038
1401941,1,0.98701966,0.011283227,0.0016971059
1396901,14,0.54248804,0.4524253,0.005086582
1392753,20,0.7938856,0.20125559,0.0048588547
1399296,18,0.027595948,0.8258082,0.14659582
1396273,18,0.027595948,0.8258082,0.14659582
1397233,-1,0.028840335,0.44108817,0.53007144
1396928,-1,0.025565257,0.46155214,0.5128826
1395500,23,0.9898929,0.008118769,0.001988363
1393146,-1,0.41636315,0.55888295,0.024753887
1401487,20,0.7938855,0.20125565,0.004858856
1397111,25,0.3395139,0.65698946,0.0034966862
1399119,-1,0.9760523,0.020377325,0.003570443
1399918,-1,0.48557493,0.51022285,0.0042022294
1401539,3,0.95156187,0.04442885,0.004009273
1395611,14,0.54248804,0.4524253,0.005086582
1400488,2,0.75218725,0.24485816,0.0029545964
1395340,1,0.08116821,0.9148745,0.0039573302
1400461,3,0.13821822,0.8491884,0.01259337
1398240,-1,0.87507343,0.12123363,0.0036929855
1402341,2,0.0944344,0.7276856,0.17788005
1397134,14,0.54248804,0.4524253,0.0050865845
1400508,-1,0.48557493,0.51022285,0.0042022294
1396318,-1,0.41636315,0.55888295,0.024753887
1393506,14,0.54248804,0.4524253,0.005086582
1395354,-1,0.3769463,0.559968,0.063085705
1400359,23,0.9898929,0.008118769,0.001988363
1394958,20,0.7938856,0.20125559,0.0048588547
1391381,-1,0.942022,0.05637953,0.0015984337
1399566,19,0.9205854,0.07627631,0.0031383038
1401192,-1,0.028840335,0.44108817,0.53007144
1400487,15,0.9340876,0.062986165,0.0029262563
1395797,25,0.3395139,0.65698946,0.0034966862
1397555,25,0.3395139,0.65698946,0.0034966862
1402381,2,0.0128959445,0.1531084,0.8339956
1399461,-1,0.028840335,0.44108817,0.53007144
1400690,18,0.027595948,0.8258082,0.14659582
1397734,-1,0.7487603,0.24744219,0.0037975428
1394959,6,0.08098661,0.88299936,0.036014054
1391999,33,0.29122075,0.70491546,0.0038638446
1398981,18,0.027595948,0.8258082,0.14659582
1401291,-1,0.028840335,0.44108817,0.53007144
1393268,37,0.9880557,0.008907257,0.003036973
1394957,25,0.3395139,0.65698946,0.0034966862
1402076,11,0.8980542,0.09981705,0.0021288078
1401387,2,0.19012824,0.78029656,0.029575156
1393670,33,0.29122075,0.70491546,0.0038638446
1398338,3,0.9187493,0.07459807,0.006652637
1396500,30,0.010968469,0.21490794,0.77412355
1397575,25,0.3395139,0.65698946,0.0034966862
1395503,-1,0.3769463,0.559968,0.063085705
1402630,-1,0.041634444,0.95176107,0.0066044233
1395802,33,0.29122075,0.70491546,0.0038638446
1392552,2,0.012689635,0.176586,0.81072444
1392433,-1,0.3769463,0.559968,0.063085705
1401710,23,0.9898929,0.008118769,0.001988363
1400776,8,0.38119847,0.61597884,0.0028226587
1391705,-1,0.15323465,0.84344345,0.0033218279
1394632,6,0.018439155,0.7873146,0.19424619
1399976,-1,0.93833625,0.058545366,0.0031183132
1398219,-1,0.028840335,0.44108817,0.53007144
1400095,18,0.027595948,0.8258082,0.14659582
1398388,6,0.46546802,0.3986423,0.13588965
1398737,18,0.027595948,0.8258082,0.1465958
1393002,25,0.3395139,0.65698946,0.0034966862
1396932,18,0.027595948,0.8258082,0.14659582
1399758,-1,0.027602507,0.922288,0.050109427
1400989,-1,0.87507343,0.12123363,0.0036929855
1397375,8,0.76026356,0.23151691,0.008219499
1394095,-1,0.3737619,0.6022908,0.02394733
1401156,20,0.79388535,0.2012558,0.004858855
1398599,14,0.542488,0.4524254,0.0050865817
1400731,-1,0.028840335,0.44108817,0.53007144
1401818,-1,0.69372046,0.28390297,0.022376599
1397609,19,0.9205854,0.07627631,0.0031383038
1398812,-1,0.7487603,0.24744219,0.0037975428
1402073,-1,0.7402269,0.2556371,0.0041359975
1399642,-1,0.028840335,0.44108817,0.53007144
1400065,19,0.9205854,0.07627631,0.0031383038
1401279,19,0.9205854,0.07627631,0.0031383038
1399490,14,0.54248804,0.4524253,0.0050865845
1401258,19,0.9205854,0.07627631,0.0031383038
1395791,14,0.54248804,0.4524253,0.005086582
1396479,-1,0.021822488,0.27692863,0.7012489
1399329,14,0.54248804,0.4524253,0.005086582
1399367,-1,0.041286293,0.9505786,0.0081351
1397100,-1,0.98595923,0.011714742,0.0023260727
1399677,1,0.02454096,0.2741817,0.7012773
1399488,-1,0.48557493,0.51022285,0.0042022294
1398182,-1,0.041286293,0.9505786,0.0081351
1401128,32,0.49248457,0.37779117,0.12972426
1397328,14,0.54248804,0.4524253,0.005086582
1399177,1,0.1009663,0.8934206,0.0056132306
1392003,-1,0.07255876,0.89212126,0.03532007
1394016,20,0.7938856,0.20125559,0.0048588547
1400177,19,0.9205854,0.07627631,0.0031383038
1397644,0,0.11023748,0.85829234,0.031470183
1392135,20,0.7938856,0.20125559,0.0048588547
1402514,-1,0.009114609,0.41063914,0.5802462
1393845,18,0.027595948,0.8258082,0.14659582
1399732,-1,0.08107615,0.9117846,0.0071392823
1393023,-1,0.94855225,0.048547875,0.002899891
1396353,0,0.15881507,0.783384,0.057800807
1399059,9,0.052042134,0.29383138,0.65412647
1394287,-1,0.028840335,0.44108817,0.53007144
1397817,14,0.542488,0.4524254,0.0050865817
1398843,14,0.542488,0.4524254,0.0050865817
1395778,14,0.54248804,0.4524253,0.0050865845
1391920,25,0.3395139,0.65698946,0.0034966862
1400470,0,0.012053142,0.13372742,0.8542195
1401310,-1,0.028840335,0.44108817,0.53007144
1402724,0,0.21479693,0.7706593,0.014543771
1399018,0,0.06651311,0.68144596,0.25204092
1392844,20,0.7938856,0.20125559,0.0048588547
1401812,1,0.36550432,0.55540824,0.07908753
1401098,-1,0.7487603,0.24744219,0.0037975428
1398850,14,0.54248804,0.4524253,0.005086582
1399543,3,0.74025506,0.25078356,0.008961418
1392736,-1,0.3769463,0.559968,0.063085705
1395927,6,0.46546802,0.3986423,0.13588965
1396066,0,0.29156485,0.6609742,0.04746092
1402862,5,0.014763566,0.6368569,0.3483795
1393990,-1,0.8379124,0.16027093,0.0018166675
1397503,3,0.33445945,0.637716,0.027824566
1401121,-1,0.87507343,0.12123363,0.0036929855
1390856,3,0.018766718,0.92970663,0.051526714
1396202,24,0.01511139,0.33716288,0.6477257
1398744,-1,0.8976403,0.100032344,0.0023273411
1401198,20,0.7938855,0.2012556,0.004858856
1402524,1,0.073603414,0.921089,0.0053076628
1395985,1,0.011240108,0.14632319,0.8424367
1396470,-1,0.8962896,0.09946969,0.0042407187
1395988,20,0.7938855,0.2012556,0.004858856
1398484,14,0.54248804,0.4524253,0.005086582
1398517,15,0.078076124,0.9150737,0.006850161
1391502,2,0.33268175,0.6586068,0.008711495
1398562,-1,0.9904081,0.0077247447,0.001867153
1402355,34,0.0730716,0.91713506,0.009793308
1400944,2,0.87492204,0.120455764,0.0046221856
1400644,1,0.020410663,0.25657716,0.72301215
1401238,6,0.6266227,0.35490468,0.018472632
1397926,-1,0.028840335,0.44108817,0.53007144
1385177,3,0.07683409,0.76997316,0.1531928
1399117,15,0.9340876,0.062986165,0.0029262563
1402232,3,0.13245149,0.5116738,0.35587475
1402605,-1,0.077166,0.9179206,0.0049134055
1402278,11,0.57156175,0.42394972,0.004488582
1398469,18,0.027595948,0.8258082,0.1465958
1401488,19,0.9205854,0.07627631,0.0031383038
1401179,2,0.87492204,0.12045578,0.0046221856
1395435,-1,0.41636315,0.55888295,0.024753887
1398580,1,0.051886346,0.24029042,0.7078233
1401957,1,0.32382476,0.63738173,0.038793433
1392475,20,0.7938856,0.20125559,0.0048588547
1400199,-1,0.039896462,0.46155784,0.49854565
1398578,-1,0.9342874,0.06429375,0.001418811
1399968,15,0.078076124,0.9150737,0.006850161
1394138,18,0.027595948,0.8258082,0.1465958
1401581,-1,0.059547603,0.7219144,0.21853799
1397462,-1,0.7487603,0.24744219,0.0037975428
1400045,-1,0.028840335,0.44108823,0.53007144
1397394,19,0.9205854,0.07627631,0.0031383038
1400490,15,0.9340876,0.062986165,0.0029262563
1385018,-1,0.15394422,0.8383643,0.0076914583
1400197,-1,0.14555797,0.65311635,0.20132571
1400948,-1,0.87507343,0.12123363,0.0036929855
1400615,18,0.027595948,0.8258082,0.1465958
1393673,30,0.010968475,0.21490794,0.77412355
1399523,-1,0.87507343,0.12123363,0.0036929855
1401754,-1,0.059547603,0.7219144,0.21853799
1398328,-1,0.08859988,0.5465534,0.3648468
1395675,-1,0.10797475,0.88195413,0.010071127
1400595,-1,0.13732909,0.8546551,0.008015789
1397488,25,0.3395139,0.65698946,0.0034966862
1402678,9,0.9518584,0.046314016,0.0018275776
1399921,-1,0.17173085,0.819696,0.008573177
1401626,-1,0.01447972,0.36303747,0.62248284
1400111,1,0.011240108,0.14632319,0.8424367
1400890,-1,0.048771184,0.93832314,0.012905666
1399555,37,0.94036114,0.05599252,0.0036463581
1401263,3,0.96247435,0.03227169,0.005253995
1400456,15,0.078076124,0.9150737,0.006850161
1400522,-1,0.48557493,0.51022285,0.0042022294
1391993,5,0.008413106,0.15259582,0.8389911
1398395,0,0.023702474,0.50760746,0.4686901
1399372,20,0.7938856,0.20125559,0.0048588547
1401709,19,0.9205854,0.07627631,0.0031383038
1398508,20,0.7938855,0.20125565,0.004858856
1398653,-1,0.33868566,0.6290599,0.032254428
1397015,-1,0.028840335,0.44108817,0.53007144
1398467,3,0.016727706,0.10320298,0.8800693
1400748,-1,0.9715224,0.02685131,0.0016263118
1400593,-1,0.10416077,0.4616185,0.43422076
1392031,-1,0.9515823,0.04503806,0.0033796784
1400379,6,0.27030927,0.6919982,0.0376925
1400510,2,0.75218725,0.24485819,0.0029545964
1396050,18,0.027595948,0.8258082,0.14659582
1396666,33,0.3597784,0.6369361,0.003285455
1396421,14,0.542488,0.4524254,0.0050865817
1401185,-1,0.028840335,0.44108817,0.53007144
1396592,2,0.009998591,0.16768004,0.82232136
1390587,30,0.08451327,0.9080877,0.0073990957
1398441,14,0.542488,0.4524254,0.0050865817
1398923,18,0.027595948,0.8258082,0.14659582
1391353,-1,0.18518844,0.8105848,0.0042267204
1396891,-1,0.33868566,0.6290599,0.032254428
1402091,3,0.07012559,0.9117201,0.018154323
1398073,-1,0.93833625,0.058545366,0.0031183132
