text_id,text,type
1083843,barcelona,ORGANIZATION
1086261,negreira,PERSON
1087592,rfef,ORGANIZATION
1087592,ctarfef,ORGANIZATION
1087592,negreira',PERSON
1084164,barsa,PERSON
1083402,barsa,ORGANIZATION
1083402,madrid,ORGANIZATION
1083402,barcelona,LOCATION
1088657,negreira,PERSON
1082173,barsa,ORGANIZATION
1082173,madrid,ORGANIZATION
1082173,madrid,ORGANIZATION
1085450,barsa,ORGANIZATION
1088390,negreira,PERSON
1085796,negreira,PERSON
1085796,barça,ORGANIZATION
1088307,rfef,ORGANIZATION
1088307,negreira,PERSON
1089728,realmadrid,ORGANIZATION
1082237,negreira,PERSON
1085704,gavi,PERSON
1085704,araujo,PERSON
1085704,barsa,PERSON
1086691,negreira,ORGANIZATION
1087188,negreira fc,ORGANIZATION
1087264,negreira,PERSON
1085862,ctarfef,ORGANIZATION
1085862,barsa,ORGANIZATION
1083632,real madrid,ORGANIZATION
1083632,laporta,PERSON
1083632,negreira,PERSON
1083632,real madrid,ORGANIZATION
1086720,negreira,PERSON
1086720,federación,ORGANIZATION
1082523,barsa,ORGANIZATION
1083407,madrid,ORGANIZATION
1086690,negreira,ORGANIZATION
1090079,negreira,PERSON
1090079,barça,ORGANIZATION
1086604,negreira,ORGANIZATION
1086162,laporta,PERSON
1085718,real madrid,ORGANIZATION
1083258,barsa,ORGANIZATION
1087196,negreira boys,ORGANIZATION
1085696,laporta,PERSON
1085696,negreira,LOCATION
1089418,negreira fc,ORGANIZATION
1088422,negreira,ORGANIZATION
1088333,cta,ORGANIZATION
1088333,negreira,PERSON
1082462,negreira,PERSON
1088755,var,EVENT
1088755,enríquez negreira,PERSON
1088755,ctarfef,PERSON
1089233,medina cantalejo,PERSON
1089233,negreira,PERSON
1089233,barcelona,ORGANIZATION
1085328,negreira,PERSON
1084089,real madrid,ORGANIZATION
1084089,barsa,PERSON
1083454,negreira,PERSON
1088613,rfef,ORGANIZATION
1088613,negreira,PERSON
1087119,vinicius,PERSON
1089018,negreira,PERSON
1089298,enríquez negreira,PERSON
1089298,cta,OTHER
1087524,laporta,PERSON
1089912,madrid,ORGANIZATION
1089049,estrada fernández,PERSON
1089049,negreira,PERSON
1089049,var,ORGANIZATION
1089841,estrada fernández,PERSON
1089773,ctarfef,PERSON
1089773,negreira,PERSON
1089773,barcelona,ORGANIZATION
1086781,negreira,PERSON
1084814,rfef,ORGANIZATION
1084814,negreira,PERSON
1085058,negreira,PERSON
1086207,barsa,ORGANIZATION
1087775,negreira fc,ORGANIZATION
1082270,barça,ORGANIZATION
1082746,madrid,ORGANIZATION
1082746,barsa,ORGANIZATION
1082746,barsa,ORGANIZATION
1082746,madrid,ORGANIZATION
1086052,madrid,ORGANIZATION
1086052,barsa,LOCATION
1085046,xavi,PERSON
1085046,barsa,ORGANIZATION
1084000,barsa,ORGANIZATION
1084000,madrid,ORGANIZATION
1090061,pedri,PERSON
1086100,negreira,PERSON
1085027,negreira,ORGANIZATION
1084464,barsa,ORGANIZATION
1089369,medina cantalejo,PERSON
1089369,cta,ORGANIZATION
1082202,madrid,ORGANIZATION
1087755,barsa,ORGANIZATION
1084332,barsa,PERSON
1087230,negreira,PERSON
1086953,negreira,ORGANIZATION
1086951,vini,PERSON
1086951,madrid,ORGANIZATION
1086951,federación,ORGANIZATION
1089076,medina cantalejo,PERSON
1089076,negreira,PERSON
1089877,negreira,PERSON
1085256,negreira,PERSON
1090013,fc barcelona,ORGANIZATION
1090013,enríquez negreira,PERSON
1083829,madrid,ORGANIZATION
1083914,real madrid,ORGANIZATION
1083914,negreira,PERSON
1087726,madrid,LOCATION
1087726,barsa,LOCATION
1087528,madrid,LOCATION
1087528,barsa,PERSON
1089140,medina cantalejo,PERSON
1089140,negreira,PERSON
1082838,gavi,PERSON
1082838,madrid,ORGANIZATION
1082838,negreira,PERSON
1085446,barsa,ORGANIZATION
1087742,real madrid,ORGANIZATION
1087742,barsa,ORGANIZATION
1083996,vinicius,PERSON
1083996,barsa,PERSON
1083996,araujo,PERSON
1083996,araujo,PERSON
1085965,negreira,PERSON
1088694,medina cantalejo,PERSON
1088694,negreira,PERSON
1086782,negreira,PERSON
1082052,estrada fernández,PERSON
1082052,enríquez negreira,PERSON
1088661,barça,ORGANIZATION
1088661,negreira,PERSON
1088661,federación,ORGANIZATION
1085105,barsa,PERSON
1085105,xavi,PERSON
1085105,xavi,PERSON
1088999,negreira,PERSON
1088999,federación,ORGANIZATION
1085885,real madrid,ORGANIZATION
1085885,negreira fc,ORGANIZATION
1084947,madrid,ORGANIZATION
1084947,barsa,ORGANIZATION
1089259,negreira,PERSON
1088008,negreira,PERSON
1083398,barsa,PERSON
1087446,negreira,PERSON
1089184,negreira,PERSON
1086326,negreira,PERSON
1082650,madrid,ORGANIZATION
1086954,negreira,PERSON
1087930,barsa,PERSON
1087930,madrid,ORGANIZATION
1087293,barsa,PERSON
1082709,laporta,PERSON
1087872,madrid,ORGANIZATION
1084155,madrid,ORGANIZATION
1084155,madrid,ORGANIZATION
1084155,barsa,ORGANIZATION
1083435,barsa,ORGANIZATION
1090189,negreira,LOCATION
1087162,negreira boys,ORGANIZATION
1090114,negreira,PERSON
1087968,real madrid,ORGANIZATION
1082059,barsa,ORGANIZATION
1084352,barsa,ORGANIZATION
1088218,barsa,ORGANIZATION
1083131,barsa,ORGANIZATION
1089351,rfef,ORGANIZATION
1089351,negreira,EVENT
1089636,negreira,PERSON
1085791,el barsa,ORGANIZATION
1086664,realmadrid,ORGANIZATION
1086664,barsa,LOCATION
1088016,madrid,ORGANIZATION
1088016,barsa,ORGANIZATION
1087453,negreira,PERSON
1085425,barsa,ORGANIZATION
1085425,barsa,ORGANIZATION
1085425,barsa,ORGANIZATION
1085579,gavi,PERSON
1085629,negreira,PERSON
1089615,estrada fernández,PERSON
1089615,var,ORGANIZATION
1089615,negreira,PERSON
1082759,negreira,PERSON
1084953,barsa,ORGANIZATION
1089250,el barsa,PERSON
1086609,negreira,OTHER
1090136,negreira,PERSON
1088786,negreira,PERSON
1089001,medina cantalejo,PERSON
1089001,negreira,PERSON
1089566,negreira,PERSON
1089566,barça,ORGANIZATION
1088799,negreira,PERSON
1088799,barça,ORGANIZATION
1083921,barcelona,ORGANIZATION
1083921,madrid,ORGANIZATION
1087689,madrid,ORGANIZATION
1087689,barsa,ORGANIZATION
1086592,barsa,ORGANIZATION
1088458,cta,ORGANIZATION
1088458,estrada fernández,PERSON
1088458,enríquez negreira,PERSON
1083871,negreira,PERSON
1083285,madrid,ORGANIZATION
1083285,barsa,ORGANIZATION
1086360,laporta,PERSON
1086360,negreira,PERSON
1086360,gavi,PERSON
1088826,medina cantalejo,PERSON
1088826,cta,ORGANIZATION
1090098,vinicius,PERSON
1090098,enríquez negreira,PERSON
1087740,barsa,ORGANIZATION
1087740,madrid,ORGANIZATION
1082512,barsa,ORGANIZATION
1089995,negreira,PERSON
1083297,barsa,PERSON
1083297,ancelotti,PERSON
1084303,madrid,ORGANIZATION
1086898,negreira,ORGANIZATION
1084396,xavi,PERSON
1085884,negreira,PERSON
1085154,barsa,PERSON
1085154,xavi,PERSON
1085858,madrid,ORGANIZATION
1085858,barsa,ORGANIZATION
1085858,vinicius,PERSON
1082834,barsa,LOCATION
1087776,negreira,PERSON
1089679,estrada fernández,PERSON
1089679,var,ORGANIZATION
1089679,ctarfef,ORGANIZATION
1089679,negreira,PERSON
1089679,barcelona,ORGANIZATION
1087082,enríquez negreira,PERSON
1087631,madrid,ORGANIZATION
1083443,madrid,ORGANIZATION
1086620,madrid,ORGANIZATION
1086620,barsa,ORGANIZATION
1085596,negreira,PERSON
1085481,madrid,ORGANIZATION
1085481,barsa,PERSON
1083809,gavi,PERSON
1090116,real madrid,ORGANIZATION
1090116,madrid,ORGANIZATION
1090116,barsa,ORGANIZATION
1087367,negreira,OTHER
1084576,negreira boys,ORGANIZATION
1082007,madrid,ORGANIZATION
1082007,barsa,ORGANIZATION
1082007,barcelona,ORGANIZATION
1082007,madrid,ORGANIZATION
1086323,negreira,PERSON
1086966,madrid,ORGANIZATION
1087630,barsa,LOCATION
1087846,negreira,PERSON
1086845,negreira fc,ORGANIZATION
1085402,barsa,ORGANIZATION
1089837,real madrid,ORGANIZATION
1089837,barsa,ORGANIZATION
1082149,madrid,ORGANIZATION
1083738,barsa,ORGANIZATION
1082231,madrid,ORGANIZATION
1088709,medina cantalejo,PERSON
1084226,negreira,PERSON
1089549,barcelona,ORGANIZATION
1087552,negreira,PERSON
1083568,barsa,ORGANIZATION
1089506,rfef,ORGANIZATION
1089506,negreira,PERSON
1088938,laporta,PERSON
1088938,fc barcelona,ORGANIZATION
1088938,negreira',PERSON
1084602,real madrid,ORGANIZATION
1084602,negreira,PERSON
1084602,ancelotti,PERSON
1082591,madrid,ORGANIZATION
1085094,barsa,TITLE
1087478,vinicius,PERSON
1087478,negreira,PERSON
1087478,laporta,PERSON
1086920,negreira boys,ORGANIZATION
1083244,madrid,ORGANIZATION
1083244,barsa,ORGANIZATION
1088050,barcelona,ORGANIZATION
1086900,barsa,ORGANIZATION
1086900,madrid,ORGANIZATION
1084001,vinicius,PERSON
1084001,negreira,PERSON
1087410,negreira boys,ORGANIZATION
1083797,barsa,ORGANIZATION
1083797,madrid,ORGANIZATION
1084893,madrid,ORGANIZATION
1088986,medina cantalejo,PERSON
1088986,negreira',TITLE
1083644,barsa,ORGANIZATION
1083644,real madrid,ORGANIZATION
1086284,barsa,ORGANIZATION
1089403,cta,TITLE
1089403,barcelona,ORGANIZATION
1089873,negreira,PERSON
1083717,barsa,ORGANIZATION
1083717,negreira,PERSON
1084967,vinicius,PERSON
1089740,ctarfef,ORGANIZATION
1089740,estrada fernández,PERSON
1089740,cta,ORGANIZATION
1089740,negreira,PERSON
1087257,barsa,ORGANIZATION
1085515,negreira,PERSON
1088119,negreira boys,ORGANIZATION
1088004,negreira,PERSON
1088917,rfef,ORGANIZATION
1088917,negreira,PERSON
1086127,negreira,PERSON
1084030,madrid,ORGANIZATION
1084030,realmadrid,ORGANIZATION
1090047,negreira,PERSON
1087350,negreira boys,ORGANIZATION
1089174,medina cantalejo,PERSON
1089174,negreira,LOCATION
1087276,negreira,PERSON
1088549,rfef,ORGANIZATION
1088549,negreira',PERSON
1089109,negreira,PERSON
1082622,barsa,ORGANIZATION
1082622,vini,PERSON
1084210,madrid,ORGANIZATION
1084210,negreira boys,ORGANIZATION
1082679,barsa,ORGANIZATION
1082679,madrid,ORGANIZATION
1082753,gavi,PERSON
1082753,negreira,PERSON
1082227,real madrid,ORGANIZATION
1082227,laporta,PERSON
1086038,enríquez negreira,PERSON
1086038,gavi,PERSON
1086460,negreira,PERSON
1084319,madrid,ORGANIZATION
1084319,barsa,ORGANIZATION
1082524,barsa,ORGANIZATION
1089550,var,ORGANIZATION
1089550,barcelona,ORGANIZATION
1089550,negreira,PERSON
1087447,negreira,PERSON
1087875,negreira,PERSON
1089751,var,OTHER
1089751,negreira,PERSON
1084952,barcelona,ORGANIZATION
1084952,barsa,ORGANIZATION
1084952,madrid,ORGANIZATION
1087365,enríquez negreira,PERSON
1085954,negreira,PERSON
1085854,negreira boys,ORGANIZATION
1086541,negreira,PERSON
1089770,negreira,PERSON
1089433,federación,ORGANIZATION
1089433,fiscalía,ORGANIZATION
1089433,enríquez negreira,PERSON
1082620,negreira,PERSON
1089879,cta,OTHER
1089879,negreira,PERSON
1087414,negreira,PERSON
1084460,real madrid,ORGANIZATION
1084460,barsa,LOCATION
1086438,negreira,PERSON
1086438,cta,ORGANIZATION
1086409,negreira,PERSON
1086293,negreira,PERSON
1090056,negreira,PERSON
1090056,barça,ORGANIZATION
1083861,xavi,TITLE
1089732,rfef,ORGANIZATION
1089732,cta,ORGANIZATION
1089732,negreira',ORGANIZATION
1082286,laporta,PERSON
1086075,madrid,ORGANIZATION
1089065,real madrid,ORGANIZATION
1089065,barsa,PERSON
1089449,rfef,ORGANIZATION
1089449,medina cantalejo,PERSON
1085248,negreira,PERSON
1085877,vini,PERSON
1088972,medina cantalejo,PERSON
1082391,negreira,PERSON
1083474,real madrid,ORGANIZATION
1086417,negreira,PERSON
1089690,real madrid,ORGANIZATION
1089690,barcelona,ORGANIZATION
1089690,madrid,ORGANIZATION
1089690,barça,ORGANIZATION
1085381,negreira,PERSON
1087321,negreira,PERSON
1088842,negreira,PERSON
1088842,negreira,PERSON
1089857,medina cantalejo,PERSON
1089857,barsa,ORGANIZATION
1082261,negreira,PERSON
1086371,el barsa,ORGANIZATION
1086371,araujo,ORGANIZATION
1088551,medina cantalejo,PERSON
1082846,madrid,ORGANIZATION
1082846,madrid,ORGANIZATION
1089043,rfef,ORGANIZATION
1089043,negreira,PERSON
1089390,negreira,PERSON
1084281,madrid,ORGANIZATION
1084281,barsa,ORGANIZATION
1085239,negreira,PERSON
1085239,barça,ORGANIZATION
1082575,negreira,PERSON
1086743,negreira,PERSON
1083705,madrid,ORGANIZATION
1082907,negreira,PERSON
1083331,gavi,PERSON
1083331,araujo,PERSON
1083331,vini,PERSON
1084567,madrid,ORGANIZATION
1084567,barsa,ORGANIZATION
1083964,real madrid,ORGANIZATION
1086041,barsa,TITLE
1085816,negreira,PERSON
1088550,barsa,ORGANIZATION
1082894,araujo,PERSON
1089831,barsa,ORGANIZATION
1085128,real madrid,ORGANIZATION
1085128,barsa,ORGANIZATION
1085128,real madrid,ORGANIZATION
1088861,estrada fernández,PERSON
1088861,enríquez negreira,PERSON
1084711,barsa,ORGANIZATION
1084620,barsa,PERSON
1088407,negreira,PERSON
1088907,barsa,ORGANIZATION
1087012,vinicius,PERSON
1087012,negreira,PERSON
1089700,negreira,PERSON
1089777,negreira,PERSON
1089777,barça,ORGANIZATION
1090133,real madrid,ORGANIZATION
1090133,negreira,PERSON
1082596,fiscalía,ORGANIZATION
1082596,negreira,PERSON
1085235,real madrid,ORGANIZATION
1085235,barcelona,ORGANIZATION
1085235,enríquez negreira,PERSON
1082048,barsa,TITLE
1083132,barsa,ORGANIZATION
1085468,negreira,PERSON
1082867,enríquez negreira,PERSON
1082867,madrid,ORGANIZATION
1083288,xavi,PERSON
1083288,negreira,TITLE
1089202,enríquez negreira,PERSON
1089202,cta,ORGANIZATION
1089202,cta,ORGANIZATION
1089202,cta,ORGANIZATION
1083690,madrid,ORGANIZATION
1083690,barça,ORGANIZATION
1083690,pedri,PERSON
1083690,negreira,PERSON
1085408,negreira boys,ORGANIZATION
1086859,gavi,PERSON
1084050,madrid,PERSON
1087084,madrid,ORGANIZATION
1082533,madrid,ORGANIZATION
1082533,barsa,ORGANIZATION
1084841,negreira,PERSON
1086716,vinicius,PERSON
1086716,ctarfef,PERSON
1086716,negreira,PERSON
1089374,rfef,ORGANIZATION
1089374,negreira',PERSON
1089374,rfef,ORGANIZATION
1084751,madrid,ORGANIZATION
1088675,rfef,ORGANIZATION
1088675,ctarfef,ORGANIZATION
1088675,medina cantalejo,PERSON
1088675,negreira,PERSON
1084740,madrid,ORGANIZATION
1084740,madrid,ORGANIZATION
1084810,madrid,ORGANIZATION
1084810,barsa,ORGANIZATION
1084783,madrid,ORGANIZATION
1086103,vinicius,PERSON
1086103,gavi,PERSON
1086103,negreira,PERSON
1082880,negreira,PERSON
1085526,barsa,ORGANIZATION
1085526,real madrid,ORGANIZATION
1085526,barcelona,ORGANIZATION
1086172,gavi,PERSON
1082272,madrid,ORGANIZATION
1084432,madrid,ORGANIZATION
1084432,negreira,PERSON
1088487,negreira,EVENT
1088203,barsa,ORGANIZATION
1086058,negreira,PERSON
1083315,ancelotti,PERSON
1083315,barsa,ORGANIZATION
1084613,el barsa,PERSON
1084343,pedri,PERSON
1088958,negreira boys,ORGANIZATION
1082104,xavi,PERSON
1083231,negreira,PERSON
1086884,negreira boys,ORGANIZATION
1085250,gavi,PERSON
1085250,negreira,PERSON
1083783,madrid,ORGANIZATION
1089627,negreira,PERSON
1082613,laporta,PERSON
1083860,negreira,PERSON
1088282,estrada fernández,PERSON
1088094,barça,ORGANIZATION
1082439,negreira,PERSON
1083426,barsa,ORGANIZATION
1086426,laporta,PERSON
1086426,negreira,PERSON
1088480,estrada fernández,PERSON
1088480,negreira,PERSON
1088480,real madrid,ORGANIZATION
1082692,ancelotti,PERSON
1082692,madrid,ORGANIZATION
1082692,barsa,ORGANIZATION
1086205,gavi,PERSON
1086205,negreira,PERSON
1085419,negreira,ORGANIZATION
1087554,negreira,PERSON
1083550,madrid,ORGANIZATION
1086708,barça,ORGANIZATION
1086708,negreira,PERSON
1082335,barcelona,ORGANIZATION
1082335,real madrid,ORGANIZATION
1082335,negreira,PERSON
1083039,laporta,PERSON
1083039,negreira,PERSON
1088781,rfef,ORGANIZATION
1088781,cta,ORGANIZATION
1088781,negreira',PERSON
1089165,federación,ORGANIZATION
1089324,negreira,PERSON
1085960,vini,PERSON
1085960,vini,PERSON
1085960,gavi,PERSON
1085960,negreira,PERSON
1083202,barsa,ORGANIZATION
1083202,barsa,ORGANIZATION
1087511,negreira,PERSON
1084902,madrid,ORGANIZATION
1087918,negreira,PERSON
1086066,negreira,PERSON
1085906,gavi,PERSON
1085906,negreira,PERSON
1089333,negreira,PERSON
1087438,negreira,PERSON
1083453,barsa,ORGANIZATION
1083453,barsa,ORGANIZATION
1083453,xavi,PERSON
1083453,madrid,ORGANIZATION
1083453,vini,PERSON
1088372,barsa,PERSON
1089048,negreira',PERSON
1089413,cta,ORGANIZATION
1089413,enríquez negreira,PERSON
1088899,negreira,PERSON
1089730,estrada fernández,PERSON
1089730,var,ORGANIZATION
1089730,enríquez negreira,PERSON
1082984,barsa,ORGANIZATION
1082984,madrid,ORGANIZATION
1086710,negreira,PERSON
1087546,barsa,ORGANIZATION
1083149,negreira,PERSON
1083897,barsa,ORGANIZATION
1083897,barsa,ORGANIZATION
1085092,madrid,ORGANIZATION
1085092,barsa,ORGANIZATION
1087911,real madrid,ORGANIZATION
1087911,rfef,ORGANIZATION
1087911,barça,ORGANIZATION
1084119,negreira,PERSON
1085091,madrid,LOCATION
1085728,negreira,PERSON
1083217,barsa,PERSON
1083557,madrid,ORGANIZATION
1083557,madrid,ORGANIZATION
1083557,barsa,ORGANIZATION
1088024,madrid,ORGANIZATION
1085456,real madrid,ORGANIZATION
1085456,barsa,ORGANIZATION
1082930,madrid,ORGANIZATION
1082930,barsa,ORGANIZATION
1090019,negreira,PERSON
1090019,cta,ORGANIZATION
1090019,negreira,PERSON
1086929,vinicius,PERSON
1086929,negreira,EVENT
1085147,barsa,ORGANIZATION
1083037,madrid,ORGANIZATION
1083037,barcelona,ORGANIZATION
1083037,madrid,ORGANIZATION
1083037,barcelona,ORGANIZATION
1083037,el barsa,ORGANIZATION
1086119,negreira,ORGANIZATION
1089620,estrada fernández,PERSON
1089620,negreira,EVENT
1085672,vinicius,PERSON
1085672,negreira,PERSON
1089261,estrada fernández,PERSON
1089261,enríquez negreira,PERSON
1082750,madrid,ORGANIZATION
1088870,negreira,PERSON
1082841,barsa,ORGANIZATION
1090060,negreira,PERSON
1084244,barsa,ORGANIZATION
1084244,barsa,ORGANIZATION
1083413,madrid,ORGANIZATION
1088466,barsa,ORGANIZATION
1086000,madrid,ORGANIZATION
1087767,var,ORGANIZATION
1082896,vinicius,PERSON
1082896,gavi,PERSON
1082896,negreira,PERSON
1088182,negreira',PERSON
1088440,estrada fernández,PERSON
1088440,negreira,EVENT
1087194,negreira,PERSON
1082666,gavi,PERSON
1082666,araujo,PERSON
1089686,estrada fernández,PERSON
1089686,enríquez negreira,PERSON
1087891,negreira',ORGANIZATION
1082228,uefa,ORGANIZATION
1082228,uefa,ORGANIZATION
1082228,rfef,ORGANIZATION
1082228,barcelona,ORGANIZATION
1086019,enríquez negreira,PERSON
1083586,barsa,ORGANIZATION
1087905,negreira,PERSON
1087905,laporta,ORGANIZATION
1087905,negreira,PERSON
1084720,ancelotti,PERSON
1084720,negreira,PERSON
1087632,madrid,ORGANIZATION
1087632,barsa,ORGANIZATION
1082732,barsa,ORGANIZATION
1089858,barcelona,ORGANIZATION
1089858,barsa,ORGANIZATION
1088501,negreira,PERSON
1090186,madrid,LOCATION
1085539,negreira,PERSON
1083495,madrid,ORGANIZATION
1083495,barsa,ORGANIZATION
1084598,real madrid,ORGANIZATION
1084598,barsa,ORGANIZATION
1084598,barsa,ORGANIZATION
1084476,madrid,ORGANIZATION
1084476,barsa,ORGANIZATION
1084476,barsa,ORGANIZATION
1089407,negreira,PERSON
1086177,madrid,ORGANIZATION
1086177,negreira fc,ORGANIZATION
1086938,negreira,PERSON
1084421,barsa,ORGANIZATION
1088510,madrid,ORGANIZATION
1088510,negreira,PERSON
1085835,gavi,PERSON
1085835,vinicius,PERSON
1084186,barsa,ORGANIZATION
1089153,rfef,ORGANIZATION
1085014,barsa,ORGANIZATION
1085254,barsa,ORGANIZATION
1086969,madrid,ORGANIZATION
1086969,barsa,ORGANIZATION
1083194,fc barcelona,ORGANIZATION
1087651,barsa,TITLE
1083260,negreira,PERSON
1083260,barça,ORGANIZATION
1089311,negreira,PERSON
1089277,negreira,PERSON
1089277,barcelona,ORGANIZATION
1089277,estrada fernández,PERSON
1088937,estrada fernández,PERSON
1088937,var,ORGANIZATION
1088937,negreira,PERSON
1082447,negreira,PERSON
1089448,var,ORGANIZATION
1082795,negreira boys,ORGANIZATION
1082795,barça,ORGANIZATION
1088528,negreira,PERSON
1086790,gavi,PERSON
1086790,negreira,PERSON
1087857,barsa,TITLE
1087807,barça,ORGANIZATION
1087807,rfef,ORGANIZATION
1087807,cta,ORGANIZATION
1087807,negreira,PERSON
1085208,barsa,PERSON
1085326,negreira,PERSON
1087460,negreira,PERSON
1088392,barsa,LOCATION
1088931,negreira,PERSON
1088931,ctarfef,PERSON
1088749,madrid,ORGANIZATION
1086124,barsa,ORGANIZATION
1089863,negreira,PERSON
1089263,federación,ORGANIZATION
1089263,negreira,PERSON
1089263,barça,ORGANIZATION
1089441,rfef,ORGANIZATION
1089441,estrada fernández,PERSON
1082233,barsa,ORGANIZATION
1084071,el barsa,ORGANIZATION
1084878,barsa,ORGANIZATION
1082515,barsa,ORGANIZATION
1084625,barsa,ORGANIZATION
1082083,real madrid,ORGANIZATION
1088874,var,ORGANIZATION
1088874,negreira,PERSON
1084287,barsa,ORGANIZATION
1084287,pedri,PERSON
1084287,barsa,ORGANIZATION
1083683,barsa,ORGANIZATION
1089399,estrada fernández,PERSON
1089399,enríquez negreira,PERSON
1084910,negreira,PERSON
1088023,fc barcelona,ORGANIZATION
1084270,negreira,PERSON
1084270,barça,ORGANIZATION
1085978,el barsa,ORGANIZATION
1089753,estrada fernández,PERSON
1089753,var,ORGANIZATION
1089753,enríquez negreira,PERSON
1085619,barsa,ORGANIZATION
1085832,medina cantalejo,PERSON
1088753,negreira boys,ORGANIZATION
1088810,negreira,OTHER
1086670,negreira,PERSON
1089471,rfef,ORGANIZATION
1089355,medina cantalejo,PERSON
1089355,negreira',PERSON
1083807,barsa,ORGANIZATION
1083807,madrid,ORGANIZATION
1084440,barsa,PERSON
1088795,negreira,PERSON
1086243,barsa,ORGANIZATION
1086742,barsa,ORGANIZATION
1088455,rfef,ORGANIZATION
1088455,rfef,ORGANIZATION
1085376,barsa,ORGANIZATION
1088038,negreira boys,ORGANIZATION
1089169,negreira,PERSON
1089169,var,ORGANIZATION
1088070,medina cantalejo,PERSON
1084424,barsa,PERSON
1084931,barsa,ORGANIZATION
1089993,barcelona,ORGANIZATION
1089993,negreira,PERSON
1089993,negreira,PERSON
1089993,ctarfef,ORGANIZATION
1085773,negreira,PERSON
1088339,madrid,ORGANIZATION
1087270,negreira,PERSON
1082403,negreira,PERSON
1082403,negreira,PERSON
1082480,barcelona,ORGANIZATION
1082480,madrid,ORGANIZATION
1082480,barsa,ORGANIZATION
1084826,negreira,PERSON
1084506,barsa,ORGANIZATION
1085098,barsa,ORGANIZATION
1084965,gavi,PERSON
1084965,negreira,PERSON
1086453,ctarfef,ORGANIZATION
1086453,rfef,ORGANIZATION
1086453,negreira,PERSON
1084703,madrid,ORGANIZATION
1088891,enríquez negreira,PERSON
1089577,rfef,ORGANIZATION
1089577,negreira',PERSON
1085278,barsa,ORGANIZATION
1089331,estrada fernández,LOCATION
1089591,negreira,PERSON
1087788,barsa,LOCATION
1086010,negreira,LOCATION
1083635,barcelona,ORGANIZATION
1083635,barsa,ORGANIZATION
1089895,realmadrid,ORGANIZATION
1089895,barcelona,ORGANIZATION
1087895,madrid,ORGANIZATION
1084260,barsa,ORGANIZATION
1084158,barça,ORGANIZATION
1084158,negreira,PERSON
1088245,barsa,ORGANIZATION
1089804,estrada fernández,PERSON
1089804,enríquez negreira,PERSON
1089804,cta,ORGANIZATION
1084846,real madrid,ORGANIZATION
1084846,madrid,ORGANIZATION
1085060,negreira,LOCATION
1086344,negreira,PERSON
1084855,barsa,ORGANIZATION
1085656,madrid,ORGANIZATION
1085656,barça,ORGANIZATION
1085656,negreira,PERSON
1083945,madrid,ORGANIZATION
1083945,negreira,PERSON
1085109,barsa,ORGANIZATION
1085109,madrid,ORGANIZATION
1087830,medina cantalejo,PERSON
1082200,medina cantalejo,TITLE
1082200,negreira,PERSON
1085498,negreira,PERSON
1086514,negreira,PERSON
1084390,barsa,ORGANIZATION
1084390,xavi,PERSON
1087623,madrid,ORGANIZATION
1087623,barsa,ORGANIZATION
1086702,negreira,PERSON
1085136,barsa,ORGANIZATION
1085447,ctarfef,ORGANIZATION
1082056,madrid,ORGANIZATION
1084411,negreira,PERSON
1084411,var,ORGANIZATION
1086163,barsa,ORGANIZATION
1086163,negreira,ORGANIZATION
1086163,realmadrid,ORGANIZATION
1089902,negreira,PERSON
1089902,barcelona,ORGANIZATION
1086202,negreira,PERSON
1087681,real madrid,ORGANIZATION
1087681,fc barcelona,ORGANIZATION
1084558,barsa,ORGANIZATION
1084558,madrid,ORGANIZATION
1083110,madrid,ORGANIZATION
1087899,madrid,ORGANIZATION
1087899,barsa,ORGANIZATION
1088979,barsa,ORGANIZATION
1088979,madrid,ORGANIZATION
1088979,barsa,ORGANIZATION
1087120,negreira,LOCATION
1088486,negreira,PERSON
1085274,madrid,ORGANIZATION
1085274,barça,ORGANIZATION
1085274,barça,ORGANIZATION
1087655,negreira,PERSON
1082733,madrid,ORGANIZATION
1082733,barsa,ORGANIZATION
1082733,madrid,ORGANIZATION
1088522,barsa,ORGANIZATION
1087644,barcelona,ORGANIZATION
1087644,negreira,ORGANIZATION
1088705,medina cantalejo,PERSON
1088705,barça,ORGANIZATION
1088705,negreira,PERSON
1083839,madrid,ORGANIZATION
1083839,negreira fc,ORGANIZATION
1087397,negreira,PERSON
1084540,barsa,ORGANIZATION
1086848,barcelona,ORGANIZATION
1085860,barsa,ORGANIZATION
1085860,madrid,ORGANIZATION
1085563,madrid,ORGANIZATION
1082902,xavi,PERSON
1087433,negreira,PERSON
1087433,vinicius,PERSON
1083830,barsa,ORGANIZATION
1087677,real madrid,ORGANIZATION
1087677,fc barcelona,ORGANIZATION
1088916,medina cantalejo,PERSON
1088916,cta,ORGANIZATION
1088916,negreira,PERSON
1085023,negreira,PERSON
1087101,negreira,PERSON
1083420,uefa,ORGANIZATION
1083420,rfef,ORGANIZATION
1088939,negreira,PERSON
1087684,barsa,ORGANIZATION
1087263,xavi,PERSON
1087263,enríquez negreira,PERSON
1086266,gavi,PERSON
1086266,negreira,PERSON
1088996,barça,ORGANIZATION
1088996,negreira,PERSON
1089567,negreira,ORGANIZATION
1082707,rfef,ORGANIZATION
1082707,barcelona,ORGANIZATION
1082707,enríquez negreira,PERSON
1089494,rfef,ORGANIZATION
1089334,negreira,PERSON
1083396,gavi,PERSON
1083396,negreira,PERSON
1083396,barsa,LOCATION
1089361,rfef,ORGANIZATION
