text_id,date,labels,positive_score,neutral_score,negative_score
1088546,2023-03-02,67,0.04,0.76,0.2
1088547,2023-03-02,0,0.01,0.28,0.71
1088548,2023-03-02,-1,0.01,0.14,0.85
1088549,2023-03-02,38,0.01,0.67,0.32
1088550,2023-03-02,-1,0.85,0.14,0.01
1088551,2023-03-02,60,0.11,0.82,0.07
1088552,2023-03-02,-1,0.02,0.22,0.76
1088553,2023-03-02,-1,0.02,0.46,0.53
1088554,2023-03-02,-1,0.06,0.92,0.02
1088555,2023-03-02,137,0.1,0.54,0.37
1088556,2023-03-02,-1,0.01,0.47,0.52
1088557,2023-03-02,-1,0.01,0.47,0.52
1088558,2023-03-02,-1,0.65,0.34,0.01
1088559,2023-03-02,-1,0.22,0.75,0.03
1088560,2023-03-02,128,0.03,0.96,0.02
1088561,2023-03-02,8,0.98,0.02,0.0
1088562,2023-03-02,-1,0.93,0.06,0.01
1088563,2023-03-02,-1,0.03,0.37,0.6
1088564,2023-03-02,-1,0.01,0.59,0.39
1088565,2023-03-02,9,0.03,0.95,0.03
1088566,2023-03-02,-1,0.01,0.17,0.83
1088568,2023-03-02,-1,0.12,0.85,0.03
1088599,2023-03-02,-1,0.01,0.15,0.84
1088570,2023-03-02,90,0.39,0.33,0.28
1088571,2023-03-02,9,0.04,0.93,0.03
1088572,2023-03-02,99,0.01,0.13,0.86
1088573,2023-03-02,69,0.82,0.17,0.01
1088574,2023-03-02,-1,0.02,0.11,0.87
1088575,2023-03-02,-1,0.04,0.93,0.02
1088576,2023-03-02,-1,0.11,0.75,0.15
1088577,2023-03-02,-1,0.84,0.16,0.0
1088578,2023-03-02,0,0.04,0.95,0.01
1088579,2023-03-02,74,0.03,0.96,0.01
1088581,2023-03-02,-1,0.06,0.44,0.5
1088582,2023-03-02,-1,0.06,0.7,0.24
1088583,2023-03-02,-1,0.1,0.41,0.49
1088584,2023-03-02,-1,0.11,0.53,0.36
1088585,2023-03-02,-1,0.02,0.65,0.33
1088586,2023-03-02,90,0.08,0.84,0.08
1088587,2023-03-02,14,0.2,0.79,0.01
1088588,2023-03-02,-1,0.68,0.31,0.01
1088589,2023-03-02,-1,0.01,0.12,0.87
1088590,2023-03-02,9,0.02,0.79,0.19
1088591,2023-03-02,-1,0.03,0.75,0.22
1088592,2023-03-02,-1,0.86,0.14,0.0
1088593,2023-03-02,74,0.02,0.85,0.13
1088594,2023-03-02,57,0.03,0.8,0.18
1088596,2023-03-02,45,0.03,0.94,0.03
1088597,2023-03-02,59,0.16,0.76,0.08
1088598,2023-03-02,61,0.01,0.44,0.56
1088666,2023-03-02,9,0.03,0.94,0.02
1088600,2023-03-02,-1,0.02,0.33,0.65
1088601,2023-03-02,-1,0.01,0.39,0.61
1088602,2023-03-02,13,0.94,0.04,0.02
1088603,2023-03-02,-1,0.04,0.84,0.11
1088604,2023-03-02,21,0.02,0.89,0.1
1088605,2023-03-02,-1,0.12,0.58,0.3
1088606,2023-03-02,149,0.01,0.1,0.88
1088607,2023-03-02,-1,0.51,0.46,0.03
1088608,2023-03-02,-1,0.14,0.85,0.01
1088609,2023-03-02,-1,0.14,0.75,0.1
1088610,2023-03-02,-1,0.1,0.42,0.48
1088611,2023-03-02,45,0.03,0.95,0.02
1088612,2023-03-02,-1,0.03,0.59,0.38
1088613,2023-03-02,102,0.01,0.49,0.51
1088614,2023-03-02,45,0.03,0.95,0.02
1088615,2023-03-02,5,0.19,0.31,0.5
1088616,2023-03-02,26,0.02,0.81,0.18
1088617,2023-03-02,-1,0.01,0.17,0.82
1088618,2023-03-02,0,0.26,0.51,0.23
1088619,2023-03-02,0,0.13,0.82,0.04
1088621,2023-03-02,99,0.0,0.04,0.95
1088622,2023-03-02,53,0.03,0.67,0.3
1088623,2023-03-02,1,0.45,0.5,0.05
1088624,2023-03-02,20,0.06,0.75,0.19
1088625,2023-03-02,1,0.15,0.81,0.04
1088626,2023-03-02,99,0.0,0.05,0.94
1088627,2023-03-02,-1,0.02,0.32,0.66
1088628,2023-03-02,-1,0.02,0.67,0.3
1088629,2023-03-02,-1,0.02,0.67,0.3
1088630,2023-03-02,109,0.04,0.75,0.21
1088631,2023-03-02,-1,0.53,0.46,0.01
1088632,2023-03-02,-1,0.03,0.47,0.5
1088633,2023-03-02,147,0.07,0.92,0.01
1088634,2023-03-02,-1,0.02,0.81,0.16
1088762,2023-03-02,-1,0.06,0.35,0.59
1088635,2023-03-02,-1,0.02,0.62,0.36
1088636,2023-03-02,9,0.09,0.89,0.02
1088638,2023-03-02,52,0.35,0.61,0.04
1088639,2023-03-02,-1,0.01,0.14,0.85
1088641,2023-03-02,-1,0.02,0.65,0.34
1088642,2023-03-02,-1,0.08,0.52,0.4
1088643,2023-03-02,180,0.08,0.91,0.01
1088644,2023-03-02,84,0.01,0.14,0.86
1088645,2023-03-02,149,0.01,0.15,0.84
1088646,2023-03-02,86,0.02,0.91,0.07
1088647,2023-03-02,-1,0.01,0.13,0.86
1088648,2023-03-02,184,0.69,0.3,0.0
1088649,2023-03-02,67,0.04,0.89,0.07
1088651,2023-03-02,9,0.03,0.94,0.02
1088652,2023-03-02,-1,0.03,0.71,0.26
1088653,2023-03-02,-1,0.34,0.47,0.19
1088654,2023-03-02,26,0.02,0.83,0.15
1088655,2023-03-02,-1,0.04,0.96,0.01
1088656,2023-03-02,34,0.05,0.9,0.04
1088657,2023-03-02,-1,0.03,0.27,0.7
1088659,2023-03-02,-1,0.09,0.89,0.03
1088660,2023-03-02,9,0.02,0.91,0.06
1088661,2023-03-02,19,0.01,0.26,0.74
1088662,2023-03-02,-1,0.01,0.42,0.57
1088663,2023-03-02,-1,0.01,0.2,0.78
1088664,2023-03-02,-1,0.01,0.46,0.53
1088665,2023-03-02,-1,0.07,0.5,0.43
1088667,2023-03-02,108,0.02,0.69,0.28
1088668,2023-03-02,1,0.19,0.79,0.02
1088669,2023-03-02,1,0.89,0.1,0.01
1088670,2023-03-02,-1,0.01,0.12,0.86
1088671,2023-03-02,58,0.03,0.65,0.31
1088672,2023-03-02,-1,0.95,0.05,0.0
1088673,2023-03-02,-1,0.26,0.72,0.03
1088674,2023-03-02,-1,0.02,0.33,0.65
1088675,2023-03-02,154,0.03,0.96,0.02
1088676,2023-03-02,-1,0.05,0.87,0.08
1088677,2023-03-02,1,0.09,0.9,0.01
1088678,2023-03-02,5,0.02,0.45,0.54
1088679,2023-03-02,-1,0.07,0.57,0.36
1088680,2023-03-02,-1,0.03,0.95,0.02
1088681,2023-03-02,124,0.03,0.68,0.29
1088682,2023-03-02,0,0.03,0.68,0.3
1088683,2023-03-02,-1,0.05,0.92,0.03
1088684,2023-03-02,118,0.01,0.42,0.57
1088685,2023-03-02,58,0.01,0.06,0.93
1088686,2023-03-02,60,0.06,0.88,0.06
1088687,2023-03-02,124,0.01,0.59,0.39
1088688,2023-03-02,111,0.01,0.18,0.81
1088689,2023-03-02,20,0.02,0.17,0.81
1088690,2023-03-02,45,0.03,0.94,0.03
1088693,2023-03-02,111,0.01,0.09,0.9
1088694,2023-03-02,191,0.79,0.2,0.02
1088695,2023-03-02,-1,0.01,0.34,0.65
1088696,2023-03-02,-1,0.01,0.11,0.89
1088697,2023-03-02,-1,0.04,0.44,0.53
1088763,2023-03-02,-1,0.65,0.34,0.01
1088698,2023-03-02,-1,0.01,0.14,0.85
1088699,2023-03-02,0,0.03,0.91,0.06
1088700,2023-03-02,-1,0.87,0.12,0.01
1088701,2023-03-02,38,0.02,0.84,0.13
1088702,2023-03-02,-1,0.08,0.64,0.28
1088703,2023-03-02,-1,0.02,0.6,0.39
1088704,2023-03-02,7,0.06,0.44,0.5
1088705,2023-03-02,-1,0.03,0.91,0.06
1088706,2023-03-02,-1,0.02,0.38,0.6
1088707,2023-03-02,114,0.02,0.37,0.62
1088708,2023-03-02,57,0.03,0.55,0.42
1088709,2023-03-02,60,0.03,0.58,0.39
1088710,2023-03-02,-1,0.01,0.08,0.91
1088712,2023-03-02,-1,0.11,0.84,0.04
1088713,2023-03-02,193,0.11,0.65,0.24
1088714,2023-03-02,-1,0.01,0.1,0.89
1088715,2023-03-02,-1,0.09,0.9,0.01
1088716,2023-03-02,-1,0.01,0.08,0.9
1088717,2023-03-02,-1,0.01,0.16,0.83
1088718,2023-03-02,-1,0.06,0.82,0.11
1088719,2023-03-02,33,0.04,0.76,0.19
1088720,2023-03-02,-1,0.03,0.67,0.3
1088721,2023-03-02,-1,0.01,0.1,0.89
1088722,2023-03-02,96,0.02,0.71,0.27
1088723,2023-03-02,-1,0.01,0.32,0.67
1088724,2023-03-02,-1,0.02,0.23,0.74
1088725,2023-03-02,102,0.01,0.45,0.54
1088726,2023-03-02,-1,0.13,0.81,0.06
1088727,2023-03-02,60,0.08,0.67,0.25
1088728,2023-03-02,0,0.95,0.05,0.0
1088729,2023-03-02,-1,0.39,0.42,0.19
1088730,2023-03-02,174,0.02,0.23,0.75
1088731,2023-03-02,-1,0.01,0.14,0.86
1088732,2023-03-02,3,0.45,0.54,0.01
1088733,2023-03-02,89,0.03,0.55,0.42
1088734,2023-03-02,-1,0.03,0.17,0.8
1088735,2023-03-02,-1,0.51,0.35,0.14
1088736,2023-03-02,11,0.01,0.17,0.82
1088737,2023-03-02,-1,0.01,0.22,0.77
1088738,2023-03-02,106,0.12,0.88,0.01
1088739,2023-03-02,-1,0.02,0.66,0.32
1088740,2023-03-02,-1,0.01,0.2,0.79
1088741,2023-03-02,57,0.11,0.82,0.07
1088743,2023-03-02,-1,0.02,0.68,0.3
1088744,2023-03-02,-1,0.04,0.61,0.35
1088745,2023-03-02,-1,0.05,0.89,0.06
1088746,2023-03-02,-1,0.01,0.19,0.8
1088747,2023-03-02,-1,0.02,0.49,0.49
1088748,2023-03-02,42,0.05,0.47,0.47
1088749,2023-03-02,-1,0.14,0.76,0.1
1088750,2023-03-02,-1,0.01,0.09,0.91
1088751,2023-03-02,-1,0.03,0.29,0.68
1088752,2023-03-02,45,0.04,0.9,0.06
1088753,2023-03-02,149,0.58,0.4,0.02
1088754,2023-03-02,-1,0.03,0.77,0.2
1088755,2023-03-02,63,0.12,0.72,0.16
1088756,2023-03-02,-1,0.06,0.92,0.02
1088757,2023-03-02,-1,0.05,0.91,0.04
1088758,2023-03-02,61,0.01,0.77,0.22
1088759,2023-03-02,-1,0.06,0.35,0.59
1088760,2023-03-02,-1,0.02,0.68,0.3
1088761,2023-03-02,-1,0.02,0.27,0.71
1088764,2023-03-02,192,0.04,0.38,0.58
1088765,2023-03-02,182,0.09,0.79,0.12
1088766,2023-03-02,48,0.1,0.85,0.04
1088767,2023-03-02,112,0.02,0.93,0.05
1088768,2023-03-02,-1,0.61,0.35,0.05
1088769,2023-03-02,112,0.47,0.52,0.01
1088770,2023-03-02,107,0.06,0.65,0.29
1088771,2023-03-02,11,0.01,0.1,0.89
1088772,2023-03-02,-1,0.02,0.81,0.18
1088773,2023-03-02,-1,0.01,0.71,0.28
1088774,2023-03-02,-1,0.02,0.49,0.49
1088775,2023-03-02,-1,0.02,0.75,0.23
1088776,2023-03-02,0,0.06,0.8,0.14
1088777,2023-03-02,11,0.01,0.06,0.94
1088778,2023-03-02,-1,0.01,0.1,0.89
1088779,2023-03-02,3,0.1,0.86,0.04
1088780,2023-03-02,148,0.14,0.78,0.07
1088781,2023-03-02,38,0.14,0.83,0.03
1088782,2023-03-02,1,0.12,0.69,0.18
1088783,2023-03-02,-1,0.05,0.32,0.63
1088784,2023-03-02,-1,0.01,0.13,0.87
1088785,2023-03-02,-1,0.01,0.08,0.91
1088786,2023-03-02,-1,0.07,0.91,0.03
1088787,2023-03-02,60,0.03,0.86,0.11
1088788,2023-03-02,39,0.01,0.22,0.77
1088789,2023-03-02,0,0.02,0.71,0.27
1088790,2023-03-02,-1,0.01,0.06,0.93
1088791,2023-03-02,-1,0.01,0.58,0.41
1088792,2023-03-02,-1,0.1,0.73,0.17
1088793,2023-03-02,-1,0.01,0.25,0.74
1088794,2023-03-02,1,0.01,0.21,0.78
1088922,2023-03-02,87,0.01,0.16,0.84
1088795,2023-03-02,-1,0.03,0.23,0.74
1088796,2023-03-02,-1,0.76,0.23,0.01
1088797,2023-03-02,-1,0.01,0.64,0.35
1088798,2023-03-02,-1,0.65,0.31,0.04
1088799,2023-03-02,65,0.02,0.45,0.53
1088800,2023-03-02,-1,0.04,0.89,0.08
1088801,2023-03-02,-1,0.05,0.84,0.11
1088802,2023-03-02,-1,0.36,0.63,0.01
1088803,2023-03-02,11,0.01,0.65,0.34
1088804,2023-03-02,53,0.0,0.1,0.9
1088805,2023-03-02,-1,0.01,0.12,0.87
1088806,2023-03-02,19,0.02,0.26,0.72
1088807,2023-03-02,148,0.01,0.06,0.93
1088808,2023-03-02,48,0.11,0.88,0.01
1088809,2023-03-02,80,0.06,0.7,0.23
1088810,2023-03-02,11,0.0,0.13,0.87
1088811,2023-03-02,106,0.01,0.38,0.6
1088812,2023-03-02,89,0.07,0.82,0.11
1088813,2023-03-02,65,0.09,0.89,0.03
1088814,2023-03-02,-1,0.01,0.36,0.63
1088815,2023-03-02,21,0.02,0.71,0.27
1088816,2023-03-02,-1,0.01,0.19,0.8
1088817,2023-03-02,18,0.05,0.58,0.37
1088818,2023-03-02,-1,0.03,0.6,0.37
1088819,2023-03-02,-1,0.73,0.26,0.02
1088820,2023-03-02,66,0.01,0.23,0.75
1088821,2023-03-02,86,0.03,0.94,0.03
1088822,2023-03-02,-1,0.01,0.06,0.93
1088823,2023-03-02,-1,0.01,0.76,0.23
1088824,2023-03-02,-1,0.01,0.24,0.75
1088825,2023-03-02,-1,0.11,0.87,0.02
1088826,2023-03-02,-1,0.04,0.95,0.01
1088828,2023-03-02,11,0.14,0.66,0.19
1088829,2023-03-02,96,0.03,0.79,0.18
1088830,2023-03-02,-1,0.01,0.66,0.33
1088831,2023-03-02,-1,0.01,0.56,0.42
1088832,2023-03-02,2,0.13,0.55,0.32
1088833,2023-03-02,72,0.1,0.77,0.14
1088834,2023-03-02,-1,0.17,0.64,0.19
1088835,2023-03-02,-1,0.98,0.01,0.0
1088836,2023-03-02,-1,0.55,0.34,0.12
1088837,2023-03-02,-1,0.07,0.87,0.05
1088838,2023-03-02,3,0.02,0.17,0.81
1088839,2023-03-02,-1,0.06,0.75,0.19
1088840,2023-03-02,96,0.02,0.92,0.06
1088841,2023-03-02,102,0.01,0.66,0.33
1088842,2023-03-02,-1,0.02,0.57,0.42
1088843,2023-03-02,26,0.01,0.51,0.47
1088844,2023-03-02,-1,0.04,0.93,0.03
1088845,2023-03-02,-1,0.02,0.37,0.61
1088846,2023-03-02,11,0.0,0.08,0.92
1088847,2023-03-02,-1,0.04,0.77,0.18
1088848,2023-03-02,-1,0.01,0.41,0.58
1088849,2023-03-02,-1,0.81,0.16,0.04
1088850,2023-03-02,-1,0.03,0.62,0.35
1088851,2023-03-02,-1,0.04,0.95,0.02
1088852,2023-03-02,-1,0.01,0.05,0.94
1088853,2023-03-02,-1,0.03,0.57,0.4
1088854,2023-03-02,61,0.01,0.47,0.52
1088855,2023-03-02,103,0.01,0.1,0.9
1088856,2023-03-02,11,0.01,0.09,0.9
1088857,2023-03-02,-1,0.02,0.93,0.05
1088956,2023-03-02,-1,0.55,0.41,0.04
1088858,2023-03-02,-1,0.01,0.15,0.84
1088859,2023-03-02,-1,0.05,0.93,0.01
1088860,2023-03-02,-1,0.07,0.81,0.12
1088861,2023-03-02,-1,0.07,0.85,0.08
1088862,2023-03-02,-1,0.04,0.52,0.45
1088863,2023-03-02,39,0.04,0.96,0.01
1088864,2023-03-02,-1,0.01,0.12,0.87
1088865,2023-03-02,66,0.05,0.93,0.02
1088866,2023-03-02,-1,0.02,0.95,0.03
1088867,2023-03-02,106,0.03,0.95,0.01
1088868,2023-03-02,57,0.02,0.59,0.39
1088869,2023-03-02,-1,0.06,0.92,0.03
1088870,2023-03-02,89,0.06,0.9,0.04
1088871,2023-03-02,0,0.01,0.15,0.83
1088872,2023-03-02,-1,0.39,0.6,0.01
1088873,2023-03-02,21,0.02,0.3,0.69
1088874,2023-03-02,107,0.02,0.64,0.34
1088875,2023-03-02,-1,0.02,0.31,0.68
1088876,2023-03-02,191,0.12,0.77,0.11
1088877,2023-03-02,-1,0.04,0.68,0.28
1088878,2023-03-02,87,0.02,0.27,0.7
1088879,2023-03-02,114,0.06,0.84,0.1
1088880,2023-03-02,-1,0.01,0.29,0.7
1088881,2023-03-02,-1,0.02,0.58,0.4
1088882,2023-03-02,-1,0.04,0.7,0.26
1088883,2023-03-02,97,0.02,0.76,0.22
1088884,2023-03-02,86,0.69,0.29,0.02
1088885,2023-03-02,-1,0.14,0.78,0.08
1088886,2023-03-02,99,0.01,0.13,0.86
1088887,2023-03-02,-1,0.01,0.19,0.8
1088888,2023-03-02,0,0.06,0.74,0.19
1088957,2023-03-02,-1,0.01,0.09,0.9
1088889,2023-03-02,-1,0.01,0.21,0.78
1088890,2023-03-02,59,0.02,0.5,0.48
1088891,2023-03-02,-1,0.03,0.55,0.42
1088892,2023-03-02,150,0.01,0.52,0.46
1088893,2023-03-02,-1,0.27,0.48,0.25
1088895,2023-03-02,101,0.01,0.12,0.87
1088896,2023-03-02,89,0.06,0.88,0.06
1088897,2023-03-02,-1,0.01,0.17,0.82
1088898,2023-03-02,9,0.56,0.37,0.07
1088899,2023-03-02,10,0.26,0.67,0.07
1088900,2023-03-02,0,0.38,0.6,0.03
1088901,2023-03-02,19,0.35,0.57,0.08
1088902,2023-03-02,3,0.02,0.36,0.62
1088903,2023-03-02,-1,0.01,0.18,0.8
1088904,2023-03-02,192,0.01,0.31,0.67
1088905,2023-03-02,33,0.15,0.84,0.01
1088906,2023-03-02,11,0.18,0.78,0.04
1088907,2023-03-02,-1,0.01,0.14,0.86
1088908,2023-03-02,11,0.0,0.07,0.92
1088909,2023-03-02,-1,0.01,0.33,0.65
1088910,2023-03-02,-1,0.01,0.12,0.87
1088911,2023-03-02,-1,0.02,0.35,0.64
1088912,2023-03-02,-1,0.01,0.66,0.33
1088913,2023-03-02,0,0.01,0.39,0.59
1088914,2023-03-02,-1,0.01,0.11,0.88
1088915,2023-03-02,0,0.01,0.39,0.59
1088916,2023-03-02,57,0.02,0.7,0.28
1088917,2023-03-02,102,0.01,0.48,0.51
1088918,2023-03-02,14,0.2,0.79,0.01
1088919,2023-03-02,114,0.74,0.24,0.03
1088920,2023-03-02,-1,0.01,0.1,0.9
1088921,2023-03-02,0,0.02,0.83,0.15
1088958,2023-03-02,113,0.07,0.89,0.04
1088923,2023-03-02,114,0.03,0.41,0.57
1088924,2023-03-02,130,0.03,0.55,0.42
1088925,2023-03-02,-1,0.01,0.17,0.82
1088926,2023-03-02,-1,0.01,0.12,0.87
1088927,2023-03-02,1,0.88,0.11,0.0
1088928,2023-03-02,89,0.07,0.82,0.11
1088929,2023-03-02,-1,0.02,0.77,0.21
1088930,2023-03-02,97,0.02,0.74,0.24
1088931,2023-03-02,-1,0.13,0.86,0.01
1088932,2023-03-02,-1,0.01,0.19,0.8
1088933,2023-03-02,-1,0.94,0.05,0.0
1088934,2023-03-02,86,0.05,0.93,0.02
1088935,2023-03-02,155,0.14,0.85,0.01
1088936,2023-03-02,0,0.15,0.83,0.02
1088937,2023-03-02,26,0.03,0.67,0.3
1088938,2023-03-02,-1,0.07,0.91,0.02
1088939,2023-03-02,-1,0.29,0.66,0.06
1088940,2023-03-02,-1,0.01,0.08,0.91
1088941,2023-03-02,-1,0.06,0.91,0.04
1088942,2023-03-02,-1,0.02,0.35,0.63
1088943,2023-03-02,-1,0.02,0.61,0.37
1088944,2023-03-02,156,0.04,0.4,0.56
1088945,2023-03-02,65,0.06,0.9,0.04
1088946,2023-03-02,-1,0.01,0.11,0.88
1088947,2023-03-02,-1,0.02,0.58,0.4
1088948,2023-03-02,-1,0.02,0.67,0.31
1088949,2023-03-02,136,0.02,0.34,0.64
1088950,2023-03-02,155,0.02,0.55,0.44
1088951,2023-03-02,-1,0.01,0.08,0.91
1088953,2023-03-02,-1,0.02,0.42,0.56
1088954,2023-03-02,-1,0.85,0.15,0.0
1088959,2023-03-02,88,0.08,0.62,0.3
1088960,2023-03-02,-1,0.02,0.29,0.69
1088961,2023-03-02,-1,0.43,0.56,0.01
1088962,2023-03-02,-1,0.03,0.46,0.51
1088963,2023-03-02,-1,0.02,0.34,0.64
1088965,2023-03-02,174,0.01,0.67,0.32
1088966,2023-03-02,-1,0.16,0.69,0.15
1088968,2023-03-02,-1,0.03,0.53,0.44
1088969,2023-03-02,21,0.01,0.33,0.66
1088970,2023-03-02,74,0.09,0.91,0.01
1088971,2023-03-02,149,0.7,0.28,0.02
1088972,2023-03-02,-1,0.02,0.2,0.78
1088973,2023-03-02,-1,0.08,0.88,0.04
1088974,2023-03-02,74,0.03,0.94,0.03
1088975,2023-03-02,107,0.02,0.27,0.71
1088976,2023-03-02,19,0.07,0.88,0.05
1088977,2023-03-02,-1,0.01,0.05,0.94
1088978,2023-03-02,65,0.15,0.67,0.17
1088979,2023-03-02,-1,0.44,0.47,0.1
1088980,2023-03-02,158,0.98,0.01,0.0
1088981,2023-03-02,15,0.03,0.94,0.03
1088982,2023-03-02,-1,0.01,0.24,0.75
1088984,2023-03-02,38,0.03,0.91,0.06
1088985,2023-03-02,74,0.07,0.91,0.01
1088986,2023-03-02,-1,0.13,0.86,0.01
1088987,2023-03-02,59,0.03,0.34,0.64
1088988,2023-03-02,3,0.95,0.04,0.01
1088989,2023-03-02,-1,0.01,0.09,0.91
1089018,2023-03-02,0,0.05,0.31,0.64
1088990,2023-03-02,-1,0.01,0.12,0.87
1088991,2023-03-02,-1,0.02,0.4,0.58
1088992,2023-03-02,-1,0.04,0.48,0.48
1088993,2023-03-02,-1,0.01,0.27,0.72
1088994,2023-03-02,-1,0.27,0.55,0.19
1088995,2023-03-02,-1,0.05,0.75,0.2
1088996,2023-03-02,-1,0.04,0.88,0.08
1088997,2023-03-02,-1,0.05,0.94,0.01
1088998,2023-03-02,140,0.04,0.94,0.02
1088999,2023-03-02,-1,0.03,0.91,0.05
1089000,2023-03-02,61,0.01,0.14,0.85
1089001,2023-03-02,-1,0.01,0.11,0.89
1089002,2023-03-02,-1,0.03,0.59,0.38
1089003,2023-03-02,-1,0.02,0.46,0.51
1089004,2023-03-02,-1,0.06,0.88,0.06
1089005,2023-03-02,74,0.09,0.84,0.07
1089006,2023-03-02,57,0.03,0.68,0.29
1089007,2023-03-02,-1,0.06,0.71,0.23
1089008,2023-03-02,-1,0.1,0.5,0.4
1089009,2023-03-02,0,0.03,0.94,0.04
1089010,2023-03-02,148,0.01,0.11,0.88
1089011,2023-03-02,-1,0.01,0.29,0.7
1089012,2023-03-02,3,0.03,0.25,0.72
1089013,2023-03-02,-1,0.03,0.42,0.55
1089014,2023-03-02,-1,0.02,0.59,0.38
1089015,2023-03-02,-1,0.01,0.48,0.51
1089016,2023-03-02,-1,0.01,0.41,0.58
1089017,2023-03-02,158,0.83,0.16,0.01
1089020,2023-03-02,16,0.08,0.88,0.04
1089021,2023-03-02,-1,0.01,0.25,0.74
1089022,2023-03-02,89,0.09,0.8,0.11
1089023,2023-03-02,87,0.01,0.28,0.71
1089024,2023-03-02,14,0.03,0.95,0.02
1089025,2023-03-02,-1,0.1,0.88,0.02
1089026,2023-03-02,-1,0.05,0.4,0.55
1089027,2023-03-02,-1,0.01,0.27,0.72
1089028,2023-03-02,26,0.01,0.79,0.19
1089029,2023-03-02,-1,0.03,0.34,0.63
1089030,2023-03-02,-1,0.05,0.37,0.58
1089031,2023-03-02,-1,0.01,0.1,0.89
1089033,2023-03-02,-1,0.86,0.14,0.01
1089034,2023-03-02,-1,0.01,0.17,0.82
1089035,2023-03-02,-1,0.04,0.89,0.07
1089036,2023-03-02,-1,0.03,0.19,0.78
1089037,2023-03-02,97,0.32,0.65,0.02
1089038,2023-03-02,180,0.06,0.64,0.3
1089039,2023-03-02,-1,0.01,0.34,0.65
1089040,2023-03-02,-1,0.01,0.15,0.84
1089042,2023-03-02,1,0.15,0.31,0.54
1089043,2023-03-02,102,0.01,0.48,0.51
1089044,2023-03-02,57,0.03,0.73,0.25
1089045,2023-03-02,11,0.02,0.23,0.74
1089046,2023-03-02,-1,0.01,0.1,0.89
1089047,2023-03-02,55,0.22,0.69,0.09
1089048,2023-03-02,57,0.03,0.73,0.25
1089049,2023-03-02,-1,0.01,0.23,0.76
1089050,2023-03-02,-1,0.02,0.4,0.58
1089052,2023-03-02,97,0.01,0.32,0.67
1089053,2023-03-02,-1,0.01,0.13,0.86
1089054,2023-03-02,-1,0.02,0.74,0.23
1089056,2023-03-02,-1,0.03,0.3,0.67
1089057,2023-03-02,-1,0.31,0.66,0.03
1089059,2023-03-02,-1,0.05,0.33,0.63
1089060,2023-03-02,-1,0.03,0.88,0.09
1089061,2023-03-02,66,0.01,0.23,0.75
1089062,2023-03-02,-1,0.01,0.18,0.81
1089063,2023-03-02,-1,0.01,0.07,0.92
1089064,2023-03-02,-1,0.31,0.67,0.01
1089065,2023-03-02,1,0.52,0.47,0.01
1089066,2023-03-02,3,0.02,0.96,0.02
1089067,2023-03-02,-1,0.04,0.92,0.03
1089068,2023-03-02,97,0.03,0.38,0.59
1089069,2023-03-02,-1,0.01,0.47,0.52
1089070,2023-03-02,191,0.14,0.73,0.13
1089071,2023-03-02,0,0.01,0.08,0.91
1089072,2023-03-02,-1,0.0,0.07,0.92
1089073,2023-03-02,99,0.14,0.73,0.13
1089074,2023-03-02,112,0.02,0.3,0.68
1089075,2023-03-02,-1,0.21,0.7,0.08
1089076,2023-03-02,57,0.03,0.77,0.2
1089077,2023-03-02,-1,0.09,0.69,0.22
1089078,2023-03-02,-1,0.03,0.85,0.12
1089079,2023-03-02,-1,0.01,0.14,0.85
1089080,2023-03-02,88,0.0,0.06,0.94
1089081,2023-03-02,-1,0.01,0.11,0.88
1089082,2023-03-02,191,0.13,0.85,0.03
1089083,2023-03-02,102,0.01,0.48,0.51
1089084,2023-03-02,0,0.16,0.66,0.18
1089085,2023-03-02,137,0.03,0.36,0.61
1089086,2023-03-02,-1,0.04,0.57,0.39
1089087,2023-03-02,87,0.01,0.59,0.4
1089088,2023-03-02,60,0.01,0.24,0.75
1089089,2023-03-02,60,0.01,0.09,0.9
1089090,2023-03-02,191,0.06,0.75,0.18
1089091,2023-03-02,106,0.01,0.27,0.72
1089092,2023-03-02,-1,0.04,0.79,0.17
1089093,2023-03-02,-1,0.01,0.12,0.87
1089094,2023-03-02,-1,0.36,0.63,0.01
1089095,2023-03-02,-1,0.02,0.88,0.11
1089096,2023-03-02,24,0.67,0.19,0.14
1089097,2023-03-02,-1,0.24,0.72,0.04
1089098,2023-03-02,191,0.07,0.71,0.22
1089099,2023-03-02,-1,0.02,0.89,0.08
1089100,2023-03-02,-1,0.01,0.72,0.26
1089101,2023-03-02,38,0.01,0.44,0.55
1089102,2023-03-02,-1,0.01,0.11,0.88
1089103,2023-03-02,-1,0.08,0.91,0.01
1089104,2023-03-02,53,0.01,0.2,0.79
1089105,2023-03-02,-1,0.03,0.56,0.4
1089106,2023-03-02,130,0.03,0.75,0.22
1089107,2023-03-02,-1,0.02,0.45,0.53
1089108,2023-03-02,53,0.02,0.51,0.47
1089109,2023-03-02,73,0.47,0.51,0.02
1089110,2023-03-02,101,0.01,0.15,0.84
1089111,2023-03-02,55,0.09,0.3,0.61
1089112,2023-03-02,-1,0.04,0.55,0.42
1089113,2023-03-02,-1,0.01,0.13,0.86
1089114,2023-03-02,-1,0.03,0.51,0.46
1089115,2023-03-02,0,0.06,0.69,0.25
1089116,2023-03-02,-1,0.01,0.2,0.79
1089117,2023-03-02,0,0.01,0.14,0.85
1089118,2023-03-02,102,0.01,0.48,0.51
