text_id,date,labels,positive_score,neutral_score,negative_score
1082301,2023-03-03,145,0.73,0.16,0.1
1082302,2023-03-03,-1,0.24,0.59,0.17
1082303,2023-03-03,40,0.02,0.25,0.73
1082304,2023-03-03,40,0.58,0.27,0.15
1082306,2023-03-03,-1,0.04,0.3,0.66
1082307,2023-03-03,-1,0.38,0.43,0.19
1082308,2023-03-03,-1,0.08,0.78,0.14
1082309,2023-03-03,-1,0.02,0.2,0.79
1082310,2023-03-03,-1,0.01,0.05,0.95
1082311,2023-03-03,4,0.02,0.15,0.83
1082312,2023-03-03,-1,0.9,0.09,0.01
1082313,2023-03-03,0,0.61,0.33,0.07
1082314,2023-03-03,5,0.02,0.24,0.74
1082316,2023-03-03,-1,0.02,0.24,0.74
1082317,2023-03-03,-1,0.02,0.24,0.74
1082318,2023-03-03,19,0.02,0.83,0.16
1082319,2023-03-03,-1,0.01,0.12,0.87
1082320,2023-03-03,121,0.02,0.84,0.14
1082321,2023-03-03,-1,0.07,0.91,0.01
1082322,2023-03-03,-1,0.42,0.41,0.17
1082323,2023-03-03,71,0.07,0.84,0.09
1082324,2023-03-03,145,0.34,0.42,0.24
1082325,2023-03-03,-1,0.66,0.24,0.1
1082326,2023-03-03,1,0.03,0.3,0.67
1082327,2023-03-03,-1,0.08,0.67,0.25
1082328,2023-03-03,1,0.02,0.15,0.84
1082329,2023-03-03,1,0.04,0.88,0.09
1082331,2023-03-03,-1,0.02,0.38,0.6
1082332,2023-03-03,-1,0.86,0.13,0.01
1082333,2023-03-03,40,0.08,0.77,0.15
1082334,2023-03-03,22,0.18,0.75,0.08
1082335,2023-03-03,59,0.21,0.56,0.24
1082336,2023-03-03,-1,0.01,0.45,0.54
1082337,2023-03-03,6,0.02,0.38,0.61
1082338,2023-03-03,-1,0.01,0.07,0.92
1082339,2023-03-03,-1,0.05,0.34,0.61
1082340,2023-03-03,0,0.56,0.43,0.01
1082341,2023-03-03,-1,0.11,0.87,0.02
1082342,2023-03-03,-1,0.1,0.53,0.36
1082343,2023-03-03,-1,0.01,0.13,0.86
1082344,2023-03-03,-1,0.15,0.84,0.02
1082345,2023-03-03,-1,0.4,0.59,0.01
1082346,2023-03-03,-1,0.2,0.63,0.16
1082347,2023-03-03,-1,0.05,0.13,0.82
1082348,2023-03-03,-1,0.01,0.2,0.79
1082349,2023-03-03,-1,0.05,0.94,0.01
1082350,2023-03-03,-1,0.37,0.46,0.17
1082351,2023-03-03,109,0.13,0.73,0.14
1082352,2023-03-03,175,0.01,0.47,0.52
1082353,2023-03-03,-1,0.09,0.28,0.63
1082354,2023-03-03,-1,0.19,0.74,0.07
1082355,2023-03-03,52,0.01,0.07,0.93
1082356,2023-03-03,-1,0.18,0.48,0.34
1082357,2023-03-03,46,0.02,0.79,0.18
1082358,2023-03-03,-1,0.08,0.87,0.05
1082359,2023-03-03,-1,0.04,0.18,0.78
1082360,2023-03-03,175,0.03,0.82,0.15
1082361,2023-03-03,27,0.01,0.27,0.72
1082362,2023-03-02,15,0.06,0.81,0.13
1082363,2023-03-02,-1,0.01,0.11,0.89
1082364,2023-03-02,2,0.07,0.55,0.39
1084796,2023-03-02,51,0.95,0.04,0.01
1082365,2023-03-02,-1,0.01,0.63,0.36
1082366,2023-03-02,-1,0.03,0.94,0.03
1082367,2023-03-02,-1,0.02,0.23,0.75
1082368,2023-03-02,-1,0.02,0.7,0.28
1082369,2023-03-02,-1,0.01,0.11,0.88
1082370,2023-03-02,-1,0.36,0.28,0.36
1082371,2023-03-02,-1,0.01,0.07,0.92
1082372,2023-03-02,17,0.02,0.29,0.69
1082373,2023-03-02,36,0.02,0.26,0.72
1082374,2023-03-02,-1,0.45,0.49,0.05
1082375,2023-03-02,-1,0.2,0.76,0.05
1082376,2023-03-02,-1,0.01,0.26,0.72
1082377,2023-03-02,-1,0.38,0.61,0.01
1082379,2023-03-02,-1,0.08,0.48,0.44
1082380,2023-03-02,7,0.01,0.23,0.75
1082381,2023-03-02,-1,0.02,0.2,0.79
1082382,2023-03-02,0,0.01,0.47,0.51
1082383,2023-03-02,30,0.06,0.62,0.33
1082384,2023-03-02,2,0.02,0.39,0.59
1082385,2023-03-02,-1,0.01,0.16,0.84
1082386,2023-03-02,-1,0.01,0.07,0.92
1082388,2023-03-02,-1,0.36,0.56,0.09
1082389,2023-03-02,126,0.04,0.87,0.09
1082390,2023-03-02,115,0.97,0.02,0.01
1082391,2023-03-02,159,0.15,0.79,0.06
1082392,2023-03-02,-1,0.02,0.37,0.6
1082393,2023-03-02,21,0.02,0.59,0.4
1082395,2023-03-02,-1,0.01,0.09,0.9
1082396,2023-03-02,-1,0.02,0.65,0.33
1082397,2023-03-02,0,0.32,0.55,0.13
1082398,2023-03-02,-1,0.04,0.42,0.54
1082399,2023-03-02,48,0.07,0.91,0.03
1082400,2023-03-02,-1,0.05,0.18,0.77
1082401,2023-03-02,-1,0.03,0.85,0.12
1082402,2023-03-02,-1,0.14,0.49,0.37
1082403,2023-03-02,-1,0.01,0.11,0.88
1082404,2023-03-02,-1,0.02,0.49,0.49
1082405,2023-03-02,-1,0.01,0.07,0.92
1082406,2023-03-02,-1,0.01,0.1,0.88
1082407,2023-03-02,93,0.93,0.06,0.01
1082408,2023-03-02,-1,0.22,0.77,0.01
1082409,2023-03-02,9,0.01,0.26,0.73
1082410,2023-03-02,61,0.01,0.86,0.13
1082411,2023-03-02,-1,0.03,0.37,0.6
1082412,2023-03-02,37,0.26,0.62,0.12
1082413,2023-03-02,-1,0.05,0.18,0.77
1082414,2023-03-02,2,0.05,0.28,0.67
1082415,2023-03-02,-1,0.15,0.45,0.4
1082416,2023-03-02,-1,0.03,0.2,0.77
1082417,2023-03-02,-1,0.06,0.52,0.42
1082418,2023-03-02,-1,0.08,0.49,0.43
1082419,2023-03-02,48,0.04,0.94,0.02
1082420,2023-03-02,-1,0.94,0.06,0.01
1082422,2023-03-02,23,0.03,0.59,0.38
1082423,2023-03-02,0,0.04,0.92,0.04
1082424,2023-03-02,95,0.03,0.37,0.59
1082425,2023-03-02,-1,0.12,0.44,0.44
1082426,2023-03-02,186,0.02,0.18,0.8
1082427,2023-03-02,5,0.13,0.48,0.39
1082428,2023-03-02,-1,0.15,0.85,0.01
1082429,2023-03-02,-1,0.49,0.49,0.01
1082430,2023-03-02,131,0.03,0.38,0.59
1082431,2023-03-02,-1,0.42,0.49,0.09
1082432,2023-03-02,-1,0.01,0.22,0.77
1082433,2023-03-02,-1,0.63,0.29,0.09
1082435,2023-03-02,-1,0.55,0.29,0.16
1082437,2023-03-02,-1,0.71,0.28,0.01
1082438,2023-03-02,-1,0.02,0.86,0.12
1082439,2023-03-02,0,0.91,0.08,0.01
1082620,2023-03-02,0,0.07,0.87,0.06
1082440,2023-03-02,40,0.06,0.42,0.52
1082441,2023-03-02,-1,0.05,0.93,0.01
1082442,2023-03-02,25,0.79,0.19,0.02
1082443,2023-03-02,1,0.83,0.12,0.04
1082444,2023-03-02,71,0.02,0.48,0.5
1082445,2023-03-02,18,0.01,0.26,0.73
1082446,2023-03-02,-1,0.03,0.3,0.67
1082447,2023-03-02,-1,0.02,0.27,0.72
1082448,2023-03-02,64,0.02,0.23,0.75
1082449,2023-03-02,-1,0.09,0.38,0.53
1082450,2023-03-02,12,0.06,0.46,0.48
1082451,2023-03-02,-1,0.07,0.73,0.2
1082452,2023-03-02,-1,0.01,0.16,0.83
1082453,2023-03-02,-1,0.01,0.14,0.85
1082454,2023-03-02,-1,0.33,0.56,0.11
1082455,2023-03-02,-1,0.12,0.36,0.52
1082456,2023-03-02,-1,0.01,0.11,0.88
1082457,2023-03-02,-1,0.11,0.67,0.22
1082458,2023-03-02,7,0.09,0.83,0.09
1082459,2023-03-02,34,0.29,0.65,0.06
1082460,2023-03-02,1,0.01,0.08,0.91
1082461,2023-03-02,52,0.01,0.11,0.88
1082462,2023-03-02,159,0.02,0.2,0.77
1082463,2023-03-02,-1,0.01,0.07,0.93
1082464,2023-03-02,58,0.01,0.05,0.94
1082465,2023-03-02,-1,0.38,0.38,0.25
1082466,2023-03-02,-1,0.03,0.93,0.04
1082467,2023-03-02,105,0.07,0.89,0.04
1082468,2023-03-02,-1,0.03,0.7,0.27
1082469,2023-03-02,7,0.47,0.44,0.09
1082470,2023-03-02,-1,0.06,0.9,0.04
1082471,2023-03-02,-1,0.73,0.19,0.08
1082472,2023-03-02,-1,0.73,0.27,0.0
1082473,2023-03-02,-1,0.08,0.89,0.03
1082474,2023-03-02,72,0.1,0.77,0.14
1082475,2023-03-02,134,0.92,0.08,0.01
1084988,2023-03-02,117,0.01,0.12,0.87
1082476,2023-03-02,102,0.01,0.46,0.53
1082477,2023-03-02,155,0.02,0.28,0.71
1082478,2023-03-02,0,0.09,0.84,0.07
1082479,2023-03-02,-1,0.07,0.88,0.06
1082480,2023-03-02,-1,0.14,0.73,0.14
1082481,2023-03-02,-1,0.2,0.44,0.36
1082482,2023-03-02,-1,0.78,0.21,0.01
1082483,2023-03-02,-1,0.08,0.39,0.52
1082484,2023-03-02,72,0.1,0.77,0.14
1082485,2023-03-02,-1,0.01,0.35,0.64
1082486,2023-03-02,-1,0.01,0.14,0.85
1082487,2023-03-02,132,0.08,0.88,0.04
1082488,2023-03-02,-1,0.1,0.88,0.02
1082489,2023-03-02,54,0.01,0.06,0.94
1082490,2023-03-02,-1,0.02,0.32,0.66
1082492,2023-03-02,-1,0.06,0.84,0.11
1082493,2023-03-02,-1,0.02,0.7,0.28
1082494,2023-03-02,30,0.02,0.44,0.54
1082495,2023-03-02,76,0.74,0.21,0.05
1082496,2023-03-02,8,0.25,0.72,0.03
1082497,2023-03-02,13,0.25,0.74,0.01
1082498,2023-03-02,4,0.01,0.05,0.95
1082499,2023-03-02,-1,0.07,0.81,0.11
1082500,2023-03-02,2,0.05,0.91,0.04
1082501,2023-03-02,13,0.38,0.34,0.28
1082502,2023-03-02,-1,0.06,0.46,0.48
1082503,2023-03-02,16,0.91,0.09,0.0
1082504,2023-03-02,-1,0.84,0.16,0.0
1082505,2023-03-02,-1,0.01,0.19,0.79
1082507,2023-03-02,43,0.01,0.06,0.93
1082508,2023-03-02,6,0.04,0.36,0.6
1082509,2023-03-02,-1,0.05,0.89,0.05
1082510,2023-03-02,-1,0.96,0.04,0.0
1082511,2023-03-02,50,0.07,0.59,0.34
1082512,2023-03-02,133,0.08,0.89,0.03
1082513,2023-03-02,1,0.03,0.62,0.35
1082514,2023-03-02,49,0.96,0.03,0.0
1082515,2023-03-02,104,0.01,0.05,0.95
1082516,2023-03-02,4,0.35,0.41,0.24
1082517,2023-03-02,69,0.4,0.59,0.01
1082518,2023-03-02,-1,0.03,0.7,0.27
1082519,2023-03-02,5,0.04,0.87,0.09
1082520,2023-03-02,-1,0.07,0.65,0.27
1082521,2023-03-02,-1,0.06,0.61,0.33
1082522,2023-03-02,44,0.01,0.14,0.85
1082523,2023-03-02,-1,0.51,0.39,0.09
1082524,2023-03-02,-1,0.01,0.07,0.92
1082525,2023-03-02,-1,0.1,0.44,0.45
1082526,2023-03-02,-1,0.03,0.76,0.21
1082527,2023-03-02,7,0.04,0.68,0.28
1082528,2023-03-02,-1,0.03,0.34,0.63
1082529,2023-03-02,17,0.03,0.8,0.17
1082530,2023-03-02,-1,0.06,0.71,0.23
1082531,2023-03-02,-1,0.09,0.82,0.09
1082532,2023-03-02,0,0.07,0.64,0.29
1082533,2023-03-02,-1,0.03,0.45,0.51
1082534,2023-03-02,-1,0.01,0.1,0.89
1082535,2023-03-02,-1,0.91,0.07,0.01
1082536,2023-03-02,-1,0.91,0.08,0.01
1082538,2023-03-02,-1,0.1,0.89,0.01
1082539,2023-03-02,132,0.09,0.89,0.02
1082540,2023-03-02,-1,0.14,0.79,0.07
1082541,2023-03-02,-1,0.05,0.35,0.59
1082542,2023-03-02,143,0.02,0.22,0.76
1082543,2023-03-02,-1,0.02,0.23,0.75
1082544,2023-03-02,-1,0.65,0.33,0.02
1082545,2023-03-02,86,0.05,0.63,0.32
1082546,2023-03-02,26,0.01,0.49,0.5
1082584,2023-03-02,9,0.02,0.91,0.07
1082585,2023-03-02,0,0.01,0.47,0.51
1082586,2023-03-02,-1,0.08,0.32,0.6
1082587,2023-03-02,-1,0.02,0.32,0.66
1082588,2023-03-02,4,0.05,0.46,0.49
1082589,2023-03-02,-1,0.06,0.83,0.11
1082590,2023-03-02,-1,0.4,0.54,0.07
1082591,2023-03-02,-1,0.02,0.16,0.82
1082592,2023-03-02,17,0.03,0.24,0.73
1082593,2023-03-02,-1,0.23,0.55,0.22
1082594,2023-03-02,1,0.01,0.1,0.89
1082595,2023-03-02,126,0.06,0.9,0.04
1082596,2023-03-02,82,0.02,0.93,0.05
1082597,2023-03-02,-1,0.1,0.27,0.63
1082598,2023-03-02,5,0.01,0.39,0.6
1082599,2023-03-02,3,0.03,0.86,0.1
1082600,2023-03-02,-1,0.15,0.42,0.43
1082601,2023-03-02,-1,0.03,0.95,0.02
1082602,2023-03-02,-1,0.06,0.68,0.26
1082603,2023-03-02,-1,0.02,0.12,0.87
1082604,2023-03-02,-1,0.03,0.63,0.34
1082605,2023-03-02,-1,0.05,0.4,0.55
1082606,2023-03-02,-1,0.37,0.61,0.02
1082607,2023-03-02,-1,0.41,0.59,0.01
1082608,2023-03-02,-1,0.11,0.85,0.05
1082609,2023-03-02,148,0.89,0.11,0.0
1082610,2023-03-02,-1,0.94,0.05,0.02
1082611,2023-03-02,-1,0.02,0.42,0.56
1082612,2023-03-02,-1,0.01,0.09,0.9
1082613,2023-03-02,45,0.06,0.77,0.17
1082614,2023-03-02,5,0.21,0.7,0.09
1082615,2023-03-02,-1,0.51,0.41,0.08
1082616,2023-03-02,1,0.03,0.51,0.45
1082617,2023-03-02,-1,0.19,0.62,0.19
1082618,2023-03-02,5,0.5,0.4,0.1
1082619,2023-03-02,-1,0.01,0.11,0.88
1086313,2023-03-02,31,0.9,0.08,0.02
1082621,2023-03-02,69,0.11,0.58,0.3
1082622,2023-03-02,-1,0.11,0.73,0.17
1082623,2023-03-02,-1,0.01,0.22,0.77
1082624,2023-03-02,-1,0.02,0.28,0.7
1082625,2023-03-02,-1,0.45,0.5,0.05
1082626,2023-03-02,18,0.03,0.77,0.21
1082627,2023-03-02,49,0.08,0.89,0.03
1082628,2023-03-02,1,0.17,0.82,0.02
1082629,2023-03-02,-1,0.01,0.1,0.9
1082630,2023-03-02,5,0.03,0.85,0.11
1082631,2023-03-02,170,0.02,0.4,0.58
1082632,2023-03-02,2,0.01,0.07,0.93
1082633,2023-03-02,-1,0.05,0.49,0.47
1082634,2023-03-02,-1,0.01,0.48,0.51
1082635,2023-03-02,2,0.46,0.44,0.1
1082636,2023-03-02,1,0.01,0.16,0.83
1082637,2023-03-02,47,0.07,0.91,0.02
1082638,2023-03-02,-1,0.69,0.3,0.01
1082639,2023-03-02,-1,0.14,0.25,0.61
1082640,2023-03-02,-1,0.28,0.7,0.02
1082641,2023-03-02,104,0.01,0.09,0.9
1082642,2023-03-02,8,0.39,0.56,0.05
1082643,2023-03-02,-1,0.01,0.15,0.84
1082644,2023-03-02,-1,0.01,0.71,0.28
1082645,2023-03-02,81,0.01,0.07,0.93
1082646,2023-03-02,-1,0.09,0.58,0.33
1082647,2023-03-02,-1,0.01,0.18,0.81
1082648,2023-03-02,175,0.01,0.19,0.8
1082649,2023-03-02,54,0.01,0.07,0.92
1082650,2023-03-02,-1,0.11,0.62,0.27
1082651,2023-03-02,46,0.01,0.72,0.27
1082652,2023-03-02,169,0.28,0.72,0.0
1082653,2023-03-02,0,0.09,0.69,0.22
1082654,2023-03-02,169,0.28,0.72,0.0
1082655,2023-03-02,-1,0.02,0.49,0.49
1082656,2023-03-02,7,0.39,0.58,0.03
1082657,2023-03-02,13,0.04,0.31,0.64
1082695,2023-03-02,-1,0.08,0.53,0.39
1082696,2023-03-02,-1,0.14,0.6,0.26
1082697,2023-03-02,0,0.06,0.93,0.01
1082698,2023-03-02,52,0.38,0.57,0.05
1082699,2023-03-02,-1,0.28,0.42,0.3
1082700,2023-03-02,-1,0.53,0.42,0.05
1082701,2023-03-02,-1,0.03,0.34,0.63
1082702,2023-03-02,0,0.01,0.49,0.5
1082703,2023-03-02,7,0.17,0.74,0.09
1082704,2023-03-02,0,0.03,0.9,0.07
1082705,2023-03-02,-1,0.01,0.28,0.7
1082706,2023-03-02,-1,0.18,0.72,0.1
1082707,2023-03-02,112,0.02,0.78,0.2
1082708,2023-03-02,15,0.47,0.52,0.01
1082709,2023-03-02,45,0.03,0.92,0.05
1082710,2023-03-02,-1,0.04,0.39,0.57
1082711,2023-03-02,-1,0.03,0.2,0.77
1082712,2023-03-02,-1,0.87,0.11,0.02
1082713,2023-03-02,-1,0.08,0.5,0.42
1082714,2023-03-02,-1,0.04,0.26,0.7
1082715,2023-03-02,46,0.01,0.14,0.85
1082716,2023-03-02,0,0.02,0.14,0.84
1082717,2023-03-02,4,0.33,0.58,0.09
1082718,2023-03-02,-1,0.01,0.09,0.9
1082719,2023-03-02,17,0.09,0.49,0.42
1082720,2023-03-02,-1,0.16,0.84,0.01
1082721,2023-03-02,1,0.03,0.42,0.54
1082723,2023-03-02,-1,0.25,0.7,0.05
1082724,2023-03-02,-1,0.42,0.35,0.22
1082725,2023-03-02,-1,0.02,0.21,0.76
1082726,2023-03-02,-1,0.1,0.81,0.09
1082727,2023-03-02,-1,0.01,0.07,0.92
1082728,2023-03-02,1,0.61,0.39,0.0
1082729,2023-03-02,-1,0.93,0.06,0.01
1082730,2023-03-02,119,0.01,0.07,0.92
1082731,2023-03-02,39,0.03,0.4,0.57
1082732,2023-03-02,-1,0.07,0.4,0.53
1082773,2023-03-02,-1,0.03,0.15,0.82
1082774,2023-03-02,-1,0.05,0.54,0.41
1082775,2023-03-02,87,0.35,0.61,0.04
1082776,2023-03-02,-1,0.17,0.44,0.39
1082777,2023-03-02,66,0.54,0.44,0.02
1082778,2023-03-02,-1,0.02,0.13,0.86
1082779,2023-03-02,-1,0.68,0.18,0.14
1082780,2023-03-02,-1,0.02,0.26,0.72
1082781,2023-03-02,-1,0.98,0.01,0.0
1082782,2023-03-02,-1,0.01,0.12,0.87
1082783,2023-03-02,-1,0.09,0.76,0.15
1082784,2023-03-02,-1,0.86,0.11,0.02
1082785,2023-03-02,-1,0.66,0.31,0.03
1082786,2023-03-02,-1,0.02,0.32,0.66
1082787,2023-03-02,167,0.56,0.4,0.04
1082788,2023-03-02,-1,0.01,0.28,0.7
1082789,2023-03-02,-1,0.79,0.19,0.02
1082790,2023-03-02,-1,0.01,0.07,0.93
1082791,2023-03-02,82,0.02,0.91,0.06
1082792,2023-03-02,42,0.87,0.13,0.0
1082793,2023-03-02,1,0.01,0.34,0.65
1082794,2023-03-02,-1,0.02,0.94,0.03
1082795,2023-03-02,182,0.49,0.5,0.01
1082796,2023-03-02,19,0.01,0.5,0.49
1082797,2023-03-02,-1,0.03,0.58,0.39
1082798,2023-03-02,-1,0.01,0.07,0.92
1082799,2023-03-02,-1,0.06,0.33,0.61
1082800,2023-03-02,-1,0.03,0.65,0.32
1082801,2023-03-02,4,0.01,0.12,0.87
1082802,2023-03-02,-1,0.3,0.69,0.01
1082803,2023-03-02,116,0.89,0.09,0.02
1082804,2023-03-02,10,0.01,0.08,0.91
1082806,2023-03-02,8,0.14,0.78,0.07
1082807,2023-03-02,-1,0.01,0.13,0.86
1082850,2023-03-02,-1,0.08,0.43,0.49
1082851,2023-03-02,-1,0.06,0.64,0.3
1082852,2023-03-02,-1,0.03,0.61,0.36
1082853,2023-03-02,136,0.36,0.62,0.02
1082854,2023-03-02,20,0.01,0.17,0.81
1082855,2023-03-02,-1,0.03,0.41,0.56
1082856,2023-03-02,-1,0.06,0.93,0.01
1082857,2023-03-02,-1,0.5,0.48,0.02
1082858,2023-03-02,-1,0.02,0.82,0.16
1082859,2023-03-02,-1,0.03,0.74,0.23
1082860,2023-03-02,-1,0.01,0.11,0.88
1082861,2023-03-02,-1,0.1,0.38,0.52
1082862,2023-03-02,-1,0.02,0.51,0.47
1082863,2023-03-02,-1,0.11,0.76,0.13
1082864,2023-03-02,16,0.82,0.18,0.0
1082865,2023-03-02,-1,0.06,0.91,0.03
1082866,2023-03-02,82,0.02,0.86,0.12
1082867,2023-03-02,-1,0.02,0.55,0.43
1082868,2023-03-02,27,0.03,0.43,0.53
1082869,2023-03-02,43,0.6,0.37,0.03
1082870,2023-03-02,-1,0.01,0.15,0.84
1082871,2023-03-02,-1,0.01,0.44,0.55
1082872,2023-03-02,-1,0.02,0.12,0.86
1082874,2023-03-02,-1,0.1,0.89,0.01
1082875,2023-03-02,-1,0.25,0.7,0.05
1082876,2023-03-02,-1,0.07,0.88,0.05
1082877,2023-03-02,-1,0.68,0.29,0.02
1082878,2023-03-02,0,0.02,0.31,0.67
1082879,2023-03-02,3,0.03,0.96,0.01
1082880,2023-03-02,-1,0.04,0.9,0.06
1082883,2023-03-02,2,0.01,0.13,0.86
1082884,2023-03-02,125,0.49,0.46,0.04
1082885,2023-03-02,0,0.01,0.61,0.37
1082886,2023-03-02,145,0.15,0.51,0.34
1082887,2023-03-02,4,0.31,0.52,0.18
1082888,2023-03-02,-1,0.01,0.1,0.89
1082889,2023-03-02,-1,0.04,0.86,0.1
1082890,2023-03-02,-1,0.08,0.26,0.66
1082891,2023-03-02,2,0.01,0.24,0.75
1082892,2023-03-02,-1,0.01,0.14,0.85
1082893,2023-03-02,-1,0.01,0.05,0.93
1082894,2023-03-02,-1,0.7,0.29,0.01
1082895,2023-03-02,-1,0.35,0.52,0.13
1082896,2023-03-02,2,0.39,0.59,0.02
1082897,2023-03-02,-1,0.07,0.38,0.55
1082898,2023-03-02,4,0.01,0.14,0.85
1082899,2023-03-02,-1,0.04,0.33,0.63
1082900,2023-03-02,12,0.08,0.66,0.25
1082901,2023-03-02,-1,0.03,0.95,0.02
1082902,2023-03-02,12,0.65,0.28,0.07
1082903,2023-03-02,-1,0.5,0.43,0.07
1082904,2023-03-02,-1,0.86,0.13,0.02
1082905,2023-03-02,58,0.12,0.4,0.48
1082906,2023-03-02,51,0.31,0.58,0.11
1082907,2023-03-02,3,0.01,0.41,0.58
1082908,2023-03-02,82,0.02,0.94,0.03
1082909,2023-03-02,4,0.02,0.13,0.85
1082910,2023-03-02,0,0.14,0.79,0.06
1082911,2023-03-02,0,0.02,0.79,0.19
1082912,2023-03-02,-1,0.03,0.22,0.75
1082913,2023-03-02,12,0.07,0.74,0.19
1082914,2023-03-02,4,0.01,0.11,0.88
1082915,2023-03-02,-1,0.03,0.54,0.43
1082916,2023-03-02,-1,0.1,0.82,0.08
1082917,2023-03-02,42,0.29,0.58,0.13
1082918,2023-03-02,131,0.41,0.53,0.06
1082919,2023-03-02,15,0.25,0.45,0.29
1082920,2023-03-02,-1,0.04,0.75,0.22
1082921,2023-03-02,-1,0.09,0.45,0.46
1082922,2023-03-02,-1,0.01,0.06,0.93
1082963,2023-03-02,143,0.02,0.18,0.8
1082964,2023-03-02,17,0.01,0.08,0.91
1082965,2023-03-02,-1,0.08,0.25,0.67
1082966,2023-03-02,-1,0.01,0.12,0.87
1082967,2023-03-02,0,0.02,0.52,0.46
1082968,2023-03-02,-1,0.82,0.17,0.01
1082969,2023-03-02,162,0.02,0.13,0.85
1082970,2023-03-02,-1,0.03,0.25,0.72
1082971,2023-03-02,-1,0.01,0.16,0.83
1082972,2023-03-02,126,0.04,0.88,0.07
1082973,2023-03-02,0,0.05,0.86,0.09
1082974,2023-03-02,145,0.96,0.03,0.01
1082975,2023-03-02,-1,0.06,0.44,0.5
1082976,2023-03-02,177,0.15,0.58,0.27
1082977,2023-03-02,-1,0.31,0.68,0.0
1082978,2023-03-02,-1,0.97,0.03,0.0
1082979,2023-03-02,-1,0.99,0.01,0.0
1082980,2023-03-02,4,0.32,0.59,0.09
1082981,2023-03-02,-1,0.01,0.17,0.82
1082982,2023-03-02,-1,0.83,0.15,0.01
1082983,2023-03-02,-1,0.24,0.37,0.39
1082984,2023-03-02,-1,0.24,0.42,0.33
1082985,2023-03-02,-1,0.01,0.08,0.92
1082986,2023-03-02,19,0.03,0.5,0.48
1082987,2023-03-02,102,0.01,0.48,0.51
1082988,2023-03-02,-1,0.77,0.2,0.03
1082989,2023-03-02,-1,0.19,0.58,0.23
1082990,2023-03-02,-1,0.02,0.85,0.14
1082991,2023-03-02,-1,0.06,0.36,0.59
1082992,2023-03-02,1,0.21,0.55,0.24
1082993,2023-03-02,-1,0.07,0.75,0.18
1082994,2023-03-02,-1,0.01,0.08,0.91
1082995,2023-03-02,75,0.65,0.33,0.02
1082996,2023-03-02,135,0.04,0.38,0.58
1082997,2023-03-02,-1,0.01,0.14,0.85
1083042,2023-03-02,-1,0.03,0.95,0.02
1083043,2023-03-02,-1,0.39,0.5,0.11
1083044,2023-03-02,-1,0.01,0.09,0.9
1083045,2023-03-02,-1,0.02,0.52,0.46
1083046,2023-03-02,-1,0.01,0.06,0.94
1083047,2023-03-02,156,0.33,0.57,0.1
1083048,2023-03-02,15,0.03,0.86,0.11
1083049,2023-03-02,-1,0.05,0.59,0.36
1083050,2023-03-02,145,0.57,0.36,0.07
1083051,2023-03-02,-1,0.01,0.08,0.91
1083052,2023-03-02,145,0.26,0.33,0.41
1083053,2023-03-02,-1,0.95,0.05,0.0
1083054,2023-03-02,-1,0.14,0.78,0.08
1083055,2023-03-02,2,0.03,0.85,0.12
1083056,2023-03-02,-1,0.02,0.47,0.51
1083057,2023-03-02,7,0.06,0.89,0.05
1083058,2023-03-02,141,0.48,0.44,0.08
1083059,2023-03-02,74,0.08,0.84,0.08
1083060,2023-03-02,7,0.36,0.63,0.01
1083061,2023-03-02,-1,0.01,0.17,0.82
1083062,2023-03-02,-1,0.14,0.66,0.2
1083063,2023-03-02,-1,0.04,0.43,0.53
1083064,2023-03-02,-1,0.03,0.31,0.66
1083065,2023-03-02,-1,0.18,0.78,0.03
1083066,2023-03-02,4,0.01,0.1,0.89
1083067,2023-03-02,165,0.01,0.06,0.93
1083068,2023-03-02,20,0.29,0.68,0.03
1083069,2023-03-02,1,0.11,0.88,0.01
1083070,2023-03-02,104,0.02,0.25,0.73
1083071,2023-03-02,52,0.02,0.24,0.74
1083072,2023-03-02,-1,0.01,0.07,0.92
1083073,2023-03-02,-1,0.01,0.6,0.38
1083074,2023-03-02,5,0.12,0.75,0.12
1083075,2023-03-02,-1,0.1,0.36,0.54
1083076,2023-03-02,-1,0.03,0.31,0.66
1083077,2023-03-02,3,0.05,0.87,0.08
1083116,2023-03-02,2,0.14,0.59,0.27
1083117,2023-03-02,-1,0.35,0.43,0.22
1083118,2023-03-02,42,0.16,0.76,0.07
1083119,2023-03-02,56,0.02,0.96,0.01
1083120,2023-03-02,-1,0.47,0.39,0.14
1083121,2023-03-02,-1,0.09,0.86,0.05
1083122,2023-03-02,23,0.71,0.26,0.03
1083123,2023-03-02,91,0.03,0.94,0.02
1083125,2023-03-02,-1,0.01,0.35,0.64
1083126,2023-03-02,-1,0.18,0.78,0.04
1083127,2023-03-02,-1,0.02,0.77,0.21
1083128,2023-03-02,5,0.22,0.74,0.04
1083129,2023-03-02,8,0.06,0.82,0.12
1083130,2023-03-02,42,0.08,0.9,0.03
1083131,2023-03-02,44,0.01,0.09,0.9
1083132,2023-03-02,-1,0.26,0.51,0.23
1083133,2023-03-02,2,0.02,0.36,0.62
1083134,2023-03-02,-1,0.63,0.32,0.06
1083135,2023-03-02,-1,0.33,0.51,0.16
1083136,2023-03-02,-1,0.01,0.26,0.72
1083137,2023-03-02,1,0.3,0.62,0.08
1083138,2023-03-02,17,0.02,0.23,0.75
1083139,2023-03-02,-1,0.02,0.41,0.57
